Insertion	Frequency
2616	3
2735	4
5313	1
5324	13
5330	1
5340	3
5341	27
5353	5
5368	18
5373	12
5393	65
5403	29
5429	50
5435	69
5481	118
5494	1
5511	55
5520	77
5526	2172
5542	14
5544	284
5545	1
5552	328
5564	116
5582	12
5592	112
5597	1117
5602	1221
5607	840
5612	323
5618	47
5631	603
5637	427
5638	769
5640	435
5645	5
5647	632
5652	3
5657	174
5675	150
5701	4
5703	1
5716	1
5721	629
5726	83
5727	14
5728	1862
5730	211
5732	806
5740	447
5745	254
5746	1
5747	720
5755	1
5770	6
5777	1
5778	1
5782	399
5787	115
5788	756
5795	4470
5796	4672
5798	910
5803	2133
5807	6
5808	2846
5816	14
5821	256
5837	1506
5838	6
5839	6550
5840	2
5867	1506
5868	2
5879	16
5884	7
5885	13
5891	1
5894	4502
5907	4
5946	28
5954	14
5964	27
5970	23
5981	1
6026	5
6028	159
6045	20
6052	62
6063	1
6068	12
6097	1
6123	111
6131	11
6157	12
6206	108
6217	196
6222	239
6236	59
6255	4
6273	2
6310	13
6311	55
6441	3
6460	35
6513	39
6561	3
6604	63
6626	1
6707	69
6726	128
6731	48
6732	1
6768	71
6778	53
6798	1
6800	209
7053	11
7107	2
7142	8
7243	7
7270	4
7279	1
7290	26
7292	23
7302	1
7358	7
7360	7
7365	28
7461	42
7482	1
7488	338
7500	87
7533	7
7543	6
7566	72
7582	218
7610	36
7621	218
7648	2
7658	36
7674	60
7719	97
7736	135
7742	32
7766	4
7818	2
7843	329
7906	1
7913	1
7926	280
7928	208
7934	1
7943	152
7948	923
7974	1
8041	8
8051	1
8067	630
8106	77
8128	1034
8132	2160
8136	453
8141	2
8142	3
8199	29
8218	1
8232	59
8246	20
8303	1
8322	686
8335	76
8382	1
8394	213
8404	51
8411	1
8430	28
8433	109
8437	45
8442	24
8458	210
8473	1045
8482	44
8498	6
8530	157
8541	75
8542	3
8547	42
8549	326
8552	75
8557	2
8599	1
8608	316
8610	2
8612	1
8617	156
8621	43
8642	13
8650	35
8653	3
8654	1
8657	10
8667	1
8672	13
8685	124
8691	60
8700	45
8714	1
8718	25
8733	7
8748	49
8749	1
8754	47
8758	175
8759	174
8762	120
8764	1
8777	28
8778	324
8784	16
8799	11
8803	145
8805	104
8832	53
8838	60
8847	437
8851	11
8859	12
8860	86
8879	12
8893	13
8895	22
8900	5
8929	30
8930	73
8946	244
8948	132
8954	3
8961	43
8962	45
8984	1277
8994	120
9005	93
9016	11
9017	154
9018	1
9025	48
9029	165
9048	22
9056	33
9058	80
9064	134
9066	2
9067	16
9076	12
9077	60
9092	129
9093	1
9109	318
9116	441
9123	1
9124	29
9126	149
9129	51
9139	77
9144	807
9145	25
9150	25
9155	80
9156	31
9157	6
9167	223
9168	1
9183	250
9202	3
9213	18
9215	55
9216	1
9217	24
9218	83
9231	39
9247	9
9264	1
9269	1
9283	5
9289	37
9291	10
9292	4
9297	2
9318	3
9322	8
9335	1
9340	30
9355	1
9359	7
9364	20
9382	14
9386	9
9397	15
9407	47
9415	98
9425	97
9442	1555
9444	35
9445	21
9452	69
9458	13
9460	119
9475	16
9476	84
9479	260
9484	113
9485	54
9489	220
9490	107
9491	3
9494	1
9500	31
9509	133
9510	268
9520	18
9524	23
9538	22
9556	171
9581	137
9587	2
9590	927
9598	99
9622	52
9636	87
9637	146
9643	144
9646	1
9655	1
9659	23
9663	1
9667	104
9677	315
9680	6
9681	1
9682	2175
9684	58
9688	10
9689	706
9690	403
9692	201
9700	186
9702	524
9703	246
9704	5
9706	6
9708	554
9719	4
9727	725
9729	68
9734	306
9738	1126
9739	2895
9740	2
9744	550
9745	1820
9761	14
9763	3369
9764	421
9769	8
9774	927
9779	490
9784	2925
9786	3104
9788	901
9789	1073
9797	646
9798	540
9799	805
9800	4
9802	30
9804	3
9805	1375
9807	1
9810	324
9811	24672
9812	9
9815	817
9816	1612
9817	1625
9818	2
9820	3422
9821	591
9822	642
9825	2126
9826	253
9827	2
9830	1095
9836	10
9837	1
9840	46
9849	1094
9850	1
9862	4
9875	1
9877	3
9887	16
9889	1
9890	48
9892	1
9894	1
9895	19
9902	1
9905	40
9908	2
9910	191
9926	153
9929	378
9931	1
9958	44
9960	49
9970	80
9981	48
9982	5
9986	47
9987	10
9992	2
9993	38
9994	10
9998	1
10000	13
10005	24
10006	53
10007	29
10008	9
10012	12
10013	2
10018	77
10019	1
10023	6
10024	25
10030	4
10034	22
10035	2
10040	11
10041	13
10045	27
10048	7
10055	61
10057	2
10063	3
10070	7
10112	56
10113	45
10114	15
10116	20
10118	11
10120	26
10132	29
10134	91
10138	1
10148	63
10157	24
10164	81
10169	66
10191	52
10194	21
10196	1
10202	166
10203	83
10211	1
10213	116
10218	52
10220	6
10223	13
10241	4
10254	617
10255	3
10259	17
10264	4
10269	16
10274	17
10280	1
10281	19
10285	28
10286	16
10287	143
10292	4
10297	2
10304	11
10306	5
10311	106
10316	53
10326	12
10340	8
10345	21
10357	5
10359	6
10363	3
10367	4
10380	48
10387	18
10392	115
10397	3
10402	95
10406	68
10411	2
10421	88
10424	24
10426	83
10434	63
10436	28
10442	46
10452	16
10460	1
10463	80
10466	222
10468	1
10473	81
10478	34
10497	2
10527	155
10529	89
10532	168
10537	52
10561	2
10571	19
10585	5
10589	1
10599	16
10601	2
10611	4
10620	6
10632	10
10642	1
10652	1
10661	3
10671	2
10688	1
10693	1
10700	2
10702	2
10710	4
10717	1
10722	1
10726	2
10736	1
10740	9
10746	3
10754	2
10794	6
10809	2
10833	6
10840	4
10843	2
10854	12
10861	9
10866	1
10872	32
10890	20
10914	54
10952	16
10953	58
10960	69
10962	39
10972	91
10979	92
10989	322
11007	80
11008	63
11036	105
11037	8
11057	148
11062	3
11078	270
11082	28
11088	186
11094	45
11095	46
11112	1
11121	1
11136	388
11150	616
11155	84
11158	3336
11160	643
11173	2556
11178	191
11188	177
11200	271
11205	850
11206	102
11213	53
11251	2
11256	8
11260	3
11266	8
11273	63
11280	7
11303	1
11305	11
11308	4
11310	11
11321	7
11331	20
11332	20
11341	13
11346	2
11356	21
11379	19
11381	9
11386	4
11387	3
11390	15
11394	3
11413	4
11435	28
11444	94
11445	9
11452	25
11503	2
11511	1
11550	1
11580	4
11584	4
11603	2
11604	164
11619	3
11637	2
11665	5
11681	23
11682	5
11722	17
11790	15
11824	3
11836	40
11842	9
11877	2
11913	4
12038	1
12061	1
12073	1
12146	7
12171	3
12176	38
12177	13
12201	13
12202	36
12222	40
12265	128
12341	1
12360	4
12371	5
12409	3
12414	3
12453	5
12469	2
12490	112
12579	1
12677	3
12832	32
12843	3
12848	79
12884	50
12916	64
12936	37
12955	56
12970	8
13001	1
13030	1
13041	70
13091	24
13163	22
13272	11
13336	9
13358	3
13428	29
13444	1
13491	1
13524	3
13708	1
13879	5
13890	14
13980	1
14048	1
14364	1
14458	24
14504	3
14581	12
14656	7
14696	4
14740	10
14845	2
14851	312
14890	4
14897	48
15008	1
15055	2
15210	3
15279	2
15571	1
16891	1
18278	1
20075	23
20092	3
20307	3
20643	2
20761	48
20888	1
20988	9
21025	2
21101	3
21111	1
