Insertion	Frequency
1425	19
2685	1
2744	96
2765	270
5282	16
5331	2
5343	41
5361	12
5381	299
5394	898
5401	1
5402	519
5411	14
5430	286
5437	46
5443	1455
5489	88
5503	300
5510	9
5518	13
5528	705
5534	5079
5549	85
5570	1
5571	113
5600	84
5605	120
5610	173
5624	1
5639	2
5648	43
5655	180
5665	597
5683	1237
5684	665
5700	817
5709	493
5729	4
5736	195
5738	422
5740	920
5753	273
5754	56
5768	54
5786	17
5790	22
5791	480
5795	3
5803	355
5804	2964
5811	7
5816	223
5829	656
5842	37
5847	1
5875	34
5887	117
5892	2
5893	191
5902	14
5944	118
5951	75
5954	29
5962	1
5967	12
5972	252
5977	44
6034	52
6036	201
6053	82
6060	247
6088	109
6092	4
6281	7
6373	40
6444	11
6470	4
6505	2
6526	1
6551	2
6645	14
6668	24
6690	2
6734	30
6808	69
6901	7
6964	36
7110	11
7152	2
7188	9
7195	1
7216	136
7252	178
7278	233
7280	668
7300	88
7310	264
7331	1
7333	13
7464	96
7467	12
7469	22
7480	2
7484	111
7490	95
7496	232
7508	1
7541	19
7551	54
7625	7
7651	25
7661	65
7666	39
7676	28
7767	1
7779	1
7784	214
7806	61
7845	1
7869	3
7921	1
7951	24
8049	45
8067	32
8102	24
8144	1
8150	3
8206	2
8226	24
8234	4
8240	7
8254	29
8276	69
8311	29
8330	207
8341	35
8390	3
8402	8
8407	85
8438	11
8444	22
8445	38
8446	97
8456	61
8479	1
8480	1
8481	1827
8506	41
8508	7
8528	292
8533	110
8555	482
8557	1171
8559	381
8565	203
8601	132
8625	61
8629	25
8656	127
8662	353
8663	73
8665	7
8685	110
8693	188
8699	1
8708	76
8725	7
8733	13
8746	137
8752	41
8767	128
8772	11
8785	32
8786	24
8791	10
8840	20
8841	10
8846	3
8855	21
8887	20
8901	19
8906	5
8912	9
8955	7
8960	4
8964	12
8970	11
8982	98
8985	148
8990	429
8992	1317
9015	1
9025	286
9037	175
9046	307
9054	46
9056	18
9059	67
9064	36
9065	321
9066	319
9067	110
9072	2408
9074	49
9079	2
9084	955
9085	2356
9101	122
9110	810
9115	34
9124	10
9126	453
9137	12
9147	1176
9151	1
9152	23472
9154	110
9158	65
9165	266
9176	275
9177	1186
9186	51
9191	2567
9200	374
9210	251
9211	106
9225	1197
9226	452
9239	497
9250	213
9255	3
9260	95
9269	268
9271	166
9277	350
9278	267
9279	259
9289	201
9291	50
9297	349
9298	2
9299	226
9300	123
9305	25
9326	65
9330	279
9348	137
9367	36
9370	12
9380	19
9401	5
9408	16
9415	138
9423	70
9433	245
9450	728
9452	17
9455	10
9460	14
9466	28
9468	12
9484	3
9492	1
9493	27
9497	50
9512	3
9518	2
9525	8
9528	5
9541	1
9553	1
9616	2
9630	19
9644	13
9651	29
9675	22
9676	34
9685	4
9690	19
9704	16
9710	31
9711	52
9716	27
9719	5
9729	1
9737	29
9747	29
9753	8
9763	2
9764	23
9769	25
9771	20
9779	61
9780	119
9782	23
9787	166
9792	535
9794	112
9797	52
9805	141
9807	39
9812	103
9813	50
9818	60
9819	1095
9823	55
9824	137
9826	31
9828	177
9830	153
9833	81
9834	119
9838	57
9839	155
9846	1
9857	204
9863	73
9869	117
9870	73
9885	192
9895	27
9897	192
9898	419
9900	119
9902	139
9908	81
9913	27
9918	671
9934	156
9937	59
9942	21
9966	108
9974	31
9978	44
9988	6
9989	12
9990	1
9994	66
9995	28
10000	97
10001	42
10002	123
10006	99
10007	28
10008	69
10012	2
10013	45
10014	2
10015	122
10016	76
10025	14
10026	143
10031	37
10032	136
10042	2
10043	14
10048	49
10053	2
10056	27
10057	12
10063	47
10064	9
10071	2
10104	3
10120	14
10121	13
10122	8
10124	4
10127	1
10131	7
10132	8
10141	1
10142	4
10146	1
10156	27
10165	8
10166	3
10172	88
10177	3
10210	38
10211	42
10223	1
10228	36
10231	4
10241	4
10262	273
10267	5
10277	96
10282	6
10283	2
10293	3
10294	25
10295	88
10300	15
10319	5
10324	28
10334	5
10348	7
10365	48
10388	85
10390	1
10395	10
10400	274
10410	250
10419	14
10424	30
10429	36
10432	18
10434	13
10442	2
10450	1
10460	18
10471	3
10474	15
10481	20
10484	28
10490	4
10495	2
10526	6
10534	2
10552	12
10569	2
10576	15
10593	4
10621	12
10628	3
10640	4
10645	5
10647	2
10669	3
10695	1
10701	22
10708	59
10719	42
10727	9
10729	31
10730	33
10734	8
10735	53
10744	20
10749	10
10799	3
10802	9
10817	3
10822	2
10846	1
10852	524
10858	141
10860	121
10864	147
10869	304
10870	21
10874	46
10876	37
10898	40
10904	60
10906	46
10921	8
10953	2
10970	24
10987	62
10996	1
10997	1556
11016	83
11030	11
11040	172
11065	22
11078	17
11080	34
11086	327
11096	1178
11102	121
11103	499
11111	105
11120	1
11135	4
11144	192
11150	65
11158	493
11166	828
11168	24
11181	1206
11196	212
11213	503
11214	36
11221	179
11237	60
11244	54
11259	12
11264	55
11281	290
11282	45
11292	153
11303	1
11308	86
11316	4
11318	87
11323	120
11340	264
11349	49
11354	5
11394	17
11395	16
11408	9
11443	53
