Insertion	Frequency
2629	1
2743	24
2767	111
5332	2
5337	1
5343	16
5381	1
5394	230
5401	1983
5402	5
5423	1
5430	4
5437	3
5443	12
5489	502
5518	134
5519	19
5520	1
5528	3
5534	2773
5545	1
5550	48
5571	92
5600	260
5605	267
5615	2
5624	34
5625	27
5626	130
5648	113
5655	235
5664	1
5683	29
5700	6
5709	91
5719	308
5724	70
5729	4
5735	54
5740	90
5745	22
5754	96
5763	98
5764	2
5795	83
5801	3
5803	278
5804	329
5811	11
5816	17
5824	42
5829	19
5839	17
5887	52
5902	63
5932	106
5936	78
5954	1
5962	60
5967	44
5972	19
6053	60
6060	48
6114	33
6129	1
6131	7
6163	47
6225	38
6232	6
6244	8
6256	36
6425	5
6431	4
6477	5
6493	10
6510	14
6516	3
6551	1
6553	25
6785	23
6830	15
6834	59
6964	59
6977	13
7021	3
7039	2
7059	11
7090	3
7143	7
7238	198
7251	153
7293	1
7300	619
7321	2
7322	15
7339	97
7366	248
7469	79
7484	50
7494	7
7495	22
7496	55
7508	4
7536	18
7551	21
7666	55
7750	38
7779	104
7816	78
7851	17
7914	3
7936	10
7951	6
7956	19
8015	7
8038	2
8049	9
8063	2
8107	4
8140	4
8150	7
8201	2
8202	1
8207	1
8240	1
8254	28
8311	3
8330	45
8334	5
8356	3
8402	54
8407	26
8436	77
8445	1
8466	159
8468	57
8476	36
8481	464
8495	7
8506	2
8550	19
8555	3
8557	492
8565	2
8567	1
8650	2
8662	1
8665	22
8675	67
8693	359
8705	48
8708	37
8723	42
8733	104
8746	38
8762	23
8767	60
8770	4
8785	120
8786	28
8840	8
8854	1
8855	24
8868	5
8897	13
8901	6
8908	12
8911	6
8937	1
8955	2
8964	1
8970	2
8977	12
8992	2187
9002	369
9007	621
9013	95
9014	4
9022	2
9032	267
9037	3
9049	117
9056	138
9059	16
9061	177
9064	52
9066	51
9067	808
9072	591
9073	2
9074	740
9075	158
9083	409
9085	1448
9093	473
9096	326
9100	514
9110	393
9115	38
9117	216
9122	230
9124	3
9125	134
9132	243
9137	1021
9142	462
9147	298
9148	1
9150	1
9152	16173
9158	341
9163	937
9164	58
9165	306
9176	1
9177	77
9191	1558
9200	1
9210	5
9211	1
9223	398
9224	42
9225	1453
9226	462
9239	747
9250	60
9255	75
9260	116
9269	40
9271	155
9272	2
9277	38
9279	62
9282	1
9296	1
9297	399
9299	403
9300	83
9305	45
9326	15
9328	1
9330	407
9338	38
9347	35
9348	259
9355	5
9367	19
9376	85
9390	31
9394	26
9395	24
9404	37
9405	103
9415	315
9423	120
9433	130
9450	834
9452	5
9453	2
9455	22
9460	31
9461	11
9466	7
9468	26
9483	48
9484	11
9487	7
9492	66
9493	23
9497	9
9502	1
9508	8
9517	25
9518	31
9553	1
9593	1
9598	1
9616	1
9635	1
9641	2
9645	3
9651	6
9652	1
9656	29
9667	70
9690	37
9697	31
9704	22
9710	6
9711	21
9716	9
9747	17
9748	1
9752	8
9753	3
9769	116
9771	19
9772	54
9777	3
9782	3
9787	26
9792	210
9794	21
9797	15
9801	47
9805	21
9806	114
9807	39
9811	34
9812	70
9813	86
9818	14
9819	353
9823	6
9824	204
9825	22
9828	4
9829	5
9830	112
9833	2
9834	85
9835	44
9838	31
9844	1
9845	48
9846	29
9856	2
9857	117
9858	15
9870	47
9875	26
9879	56
9885	112
9897	49
9898	52
9900	13
9902	64
9910	44
9916	12
9918	417
9921	1
9934	50
9937	9
9966	58
9967	20
9973	76
9977	25
9978	36
9989	27
9990	25
9994	25
9995	78
10000	112
10001	76
10002	38
10006	41
10007	1
10008	3
10013	1
10014	35
10015	113
10016	1
10020	6
10026	89
10031	26
10032	79
10038	2
10042	40
10043	7
10048	44
10053	18
10063	80
10069	7
10077	2
10120	8
10121	7
10131	1
10132	5
10146	6
10156	5
10165	7
10172	21
10199	1
10202	4
10204	6
10210	7
10211	23
10221	23
10223	1
10258	8
10262	116
10263	2
10267	1
10277	9
10278	10
10283	2
10293	37
10294	2
10295	61
10300	22
10305	9
10314	17
10319	22
10324	38
10334	2
10343	6
10348	20
10352	16
10362	14
10365	17
10375	15
10380	23
10385	22
10388	60
10390	50
10395	6
10400	11
10410	106
10414	4
10419	9
10424	1
10429	89
10437	8
10442	5
10460	15
10474	42
10476	2
10481	8
10484	21
10496	19
10516	2
10535	3
10545	31
10569	1
10579	5
10588	12
10593	1
10607	1
10628	2
10640	20
10679	1
10688	2
10690	11
10696	2
10701	3
10719	34
10727	16
10729	17
10730	4
10734	16
10735	9
10739	2
10744	37
10762	28
10764	1
10802	8
10841	62
10851	135
10864	1
10869	293
10870	21
10874	1
10876	1
10890	61
10934	13
10947	10
10959	11
10968	7
10970	2
10987	15
10995	35
10997	1165
11012	1
11045	246
11050	158
11065	312
11070	219
11086	490
11090	155
11096	1690
11109	55
11111	46
11120	191
11142	20
11144	468
11147	72
11158	380
11161	28
11166	361
11168	73
11181	1549
11208	250
11213	662
11214	214
11220	15
11221	136
11222	101
11229	98
11239	30
11244	171
11249	1
11259	26
11263	58
11264	138
11268	90
11281	774
11282	202
11288	261
11292	69
11301	65
11308	12
11318	168
11323	273
11329	6
11340	199
11348	21
11394	62
11395	32
11398	3
11439	16
11443	15
11448	1
11452	15
11466	7
11471	9
11487	1
11499	1
11501	1
11512	3
11519	18
11524	23
11527	2
11553	1
11558	12
11573	2
11583	24
11588	10
11592	8
11611	3
11612	86
11645	1
11658	1
11690	50
11700	3
11718	5
11723	23
11736	2
11748	1
11749	720
11755	1
11769	1
11781	15
11782	1
11795	305
11797	113
11815	602
11816	244
11827	2
11832	218
11845	16
11850	7
11855	76
11864	75
11865	418
11873	43
11884	3
11885	2212
11889	158
11895	1
11906	14
11908	201
11916	88
11919	50
11921	1140
11922	2
11927	166
11937	67
11938	388
11940	1
11942	74
11976	207
11979	145
11991	42
12003	66
12015	5
12021	84
12046	461
12057	10
12069	186
12080	52
12082	171
12092	1
12102	1
12108	45
12184	20
12195	2
12217	5
12263	15
12273	3
12417	1
12440	11
12474	11
12498	13
12547	3
12569	5
12587	1
12628	5
12703	6
12934	4
12946	16
12951	6
13024	25
13141	4
13172	2
13176	2
13296	9
13431	1
13452	1
13505	1
13856	3
13887	15
13898	4
13924	18
14056	21
14071	4
14192	1
14340	1
14417	1
14466	1
14581	43
14589	79
14591	40
14639	32
14689	7
14699	1
14716	17
14720	46
14721	17
14807	1
14898	7
14910	3
14924	12
14969	38
15006	17
15063	8
15236	1
16904	3
17513	23
18903	5
19248	8
19794	41
19815	1
20896	1
20984	3
20996	4
21087	4
21109	36
21298	9
21376	8
21832	1
22632	4
23173	1
23249	107
23324	34
23404	6
23423	3
23540	41
23542	5
23706	5
23881	4
24153	17
29078	1
29134	18
29558	5
29588	2
29825	3
30129	2
31389	11
31423	26
31508	7
31701	8
31976	2
31983	1
32997	6
33064	10
33229	2
34664	17
34805	4
35240	25
35794	11
35996	5
37118	31
37453	7
37524	1
37787	85
37800	1
38077	1
38504	45
38519	34
38534	3
40974	1
43289	2
43813	3
43820	1
43830	2
43842	17
43895	10
43901	2
43922	6
43939	20
43995	7
44019	1
44113	123
44120	54
44161	63
44173	156
44177	2
44178	747
44190	1
44209	11
44235	36
44260	29
44274	2
44280	40
44331	5
44378	10
44379	39
44384	4
44492	1
44583	22
44692	392
44747	1
44806	1
44830	49
44846	3
44954	155
44997	7
45016	1
45028	7
45030	1
45044	17
45054	7
45099	2
45109	1
45115	810
45134	75
45180	1
45215	16
45377	60
45396	17
45441	10
45453	3
45464	3
45874	2
46279	1
46603	1
46661	1
47582	64
47715	28
47725	30
47827	1
47868	3
47924	88
47944	46
48024	14
48043	26
48325	15
48358	1
48817	1
51006	8
53581	1
57115	17
58732	1
62865	4
63295	10
63817	4
64249	1
66167	6
68844	4
69908	11
70002	2
70909	3
74113	4
74823	1
78665	1
79075	2
80332	3
81143	1
86222	22
90175	37
90236	8
90648	2
90819	4
91665	34
91904	2
92582	4
93901	10
94194	12
94329	6
94399	22
94537	6
94596	1
94777	4
94780	1
94799	1
95011	1
95867	3
95894	32
96099	6
96129	15
96236	3
96523	4
96529	7
96928	2
97018	2
97155	4
97184	50
97982	11
100003	4
100654	1
100761	7
100886	3
101141	4
101763	2
102685	2
102860	19
103161	1
104778	1
105393	1
105615	2
105721	5
106080	1
106393	5
106717	20
106811	3
107238	1
107265	14
108586	8
109741	4
109859	4
111143	1
111223	9
111786	7
112106	14
112287	1
112836	18
116168	72
117127	4
117584	18
117613	2
117640	17
117788	42
117891	51
117995	1
118084	3
118111	2
118186	43
118244	1
118281	13
118359	8
118452	1
120399	2
122462	1
122729	17
123551	143
123582	78
123998	5
125362	1
125631	15
133385	19
133487	5
134004	7
134765	60
134887	3
134902	2
135046	32
135168	2
135665	34
136350	1
136416	1
136874	2
136928	12
137026	7
137051	1
137706	3
137713	20
137714	21
137719	53
137758	293
137848	19
137974	5
138052	13
138106	81
138222	2
138852	69
139321	112
139437	67
141215	20
141584	2
141699	1
142068	3
142323	1
142994	1
143109	1
145375	1
145403	11
148518	5
149519	15
150276	25
150436	92
150481	10
150972	3
151175	7
151797	7
151926	57
152541	92
152570	2
153146	1
153250	2
153486	9
153526	22
153591	18
153620	7
154128	34
156452	2
160115	1
161230	37
161935	56
162697	8
166536	2
166575	7
167391	26
168630	1
169517	5
169781	105
169868	1
169960	4
169985	4
170127	1
170146	4
171379	12
172927	9
178679	67
180996	28
181493	17
182161	1
183227	2
183701	5
183849	2
184112	2
184373	29
184831	36
185547	23
185680	2
192157	2
197083	3
197364	2
197459	364
198152	1
198409	10
198715	14
198950	26
199019	50
199186	1
199269	52
201355	77
201528	1
201972	4
202405	1
202475	5
202504	57
202685	13
202730	31
202799	95
203018	4
203193	1
203304	1
203306	4
203544	1
203559	263
204075	2
204663	1
204751	74
204765	12
204813	2
204823	54
204839	1
204850	61
204858	261
204881	89
204889	1
204917	1
204918	34
204945	232
204951	32
205018	51
205023	173
205025	87
205056	1
205065	662
205098	1
205103	25
205120	21
205126	32
205137	1
205138	51
205143	1
205145	100
205147	206
205155	42
205194	1
205214	11
205216	1
205224	11
205252	8
205267	16
205269	68
205284	26
205311	3
205317	6
205336	11
205340	6
205342	21
205364	13
205369	1
205373	18
205407	82
205417	1
205422	9
205427	22
205429	77
205439	4
205454	14
205455	280
205460	59
205465	164
205466	37
205467	46
205494	176
205497	212
205499	210
205504	306
205511	103
205512	448
205517	2
205530	133
205543	234
205548	640
205553	315
205555	1
205567	134
205591	1971
205601	145
205603	182
205609	208
205616	133
205652	294
205658	401
205666	3
205673	523
205674	1
205689	2855
205709	599
205735	309
205738	4
205741	526
205746	593
205751	2
205755	182
205756	1
205760	1
205784	359
205794	1279
205795	2255
205805	1043
205806	24
205810	176
205812	4
205817	536
205822	1
205823	61
205824	1
205833	2
205847	922
205850	1
205854	400
205858	181
205860	206
205865	1625
205868	1024
205870	2
205889	1
205891	35
205894	1
205896	2
205901	187
205912	127
205913	304
205952	472
205966	580
205976	3
205980	1
205987	357
205998	275
206016	1
206021	146
206027	32
206036	346
206052	1734
206054	185
206089	66
206106	13
206162	25
206188	1
206193	54
206195	61
206197	21
206198	5
206210	4
206215	11
206217	4
206247	15
206265	4
206271	7
206304	4
206336	1
206376	5
