Insertion	Frequency
5276	2
5313	15
5330	21
5341	12
5353	5
5373	11
5392	2
5393	130
5411	9
5435	104
5461	4
5481	148
5482	57
5494	29
5501	67
5520	103
5522	1
5526	2634
5531	80
5537	31
5544	1
5552	95
5563	235
5582	362
5584	1
5587	37
5588	261
5592	632
5597	1345
5602	664
5607	507
5612	197
5616	494
5631	4
5638	6
5640	226
5645	389
5647	1596
5652	360
5675	981
5676	2
5686	91
5698	1
5701	1475
5703	1
5711	241
5721	113
5727	1969
5728	1150
5732	3
5740	2
5745	1
5746	730
5747	1610
5755	63
5756	1
5770	1492
5772	2
5777	19
5778	268
5787	1421
5788	487
5795	9326
5796	7550
5798	2
5803	7758
5807	1751
5808	62
5816	3209
5821	4043
5829	155
5837	4
5838	1223
5839	1663
5840	1
5867	2061
5868	320
5874	1
5879	1993
5884	1072
5885	1081
5891	57
5894	7640
5895	1
5907	1
5928	2
5930	1
5936	4
5954	1
5959	9
5964	21
5982	7
6026	27
6028	58
6052	2
6062	33
6063	56
6074	10
6095	52
6096	10
6097	24
6123	1
6150	61
6155	27
6184	245
6206	73
6217	58
6222	2
6236	117
6248	56
6273	33
6309	157
6423	6
6437	3
6469	1
6497	21
6508	14
6513	13
6518	42
6558	21
6563	10
6609	84
6616	28
6626	55
6627	9
6643	10
6726	1
6731	112
6732	269
6746	3
6795	20
6798	280
6815	124
6826	165
6872	2
6886	1
6902	3
6956	9
7013	8
7053	1
7056	6
7109	18
7116	4
7142	42
7203	8
7208	3
7230	52
7279	9
7290	2
7292	31
7313	35
7383	3
7388	4
7461	9
7476	9
7482	7
7487	4
7488	124
7500	93
7522	1
7543	39
7556	18
7582	1
7599	2
7602	12
7613	33
7643	8
7653	38
7658	181
7688	12
7736	1
7766	551
7776	95
7800	338
7843	554
7847	102
7898	88
7906	58
7908	153
7913	77
7934	320
7943	276
7948	119
7958	172
7963	8
7969	325
7974	47
8005	2
8007	23
8041	1809
8051	163
8067	2
8106	221
8109	2
8128	2
8132	1976
8141	68
8142	17
8166	3
8199	20
8218	13
8219	10
8220	5
8232	20
8246	14
8254	20
8268	71
8303	27
