Insertion	Frequency
1489	5
2743	9
2754	8
2787	7
5351	10
5361	11
5394	598
5401	1436
5402	1014
5430	4
5437	827
5455	408
5484	54
5489	1772
5490	286
5496	1
5502	141
5527	71
5534	5677
5571	41
5590	21
5595	75
5607	9
5615	352
5624	187
5626	74
5636	31
5646	43
5647	182
5653	38
5655	195
5665	1
5683	67
5695	11
5709	43
5719	8
5735	56
5736	71
5738	2
5740	98
5753	31
5755	74
5763	21
5780	39
5785	38
5795	22
5803	97
5804	235
5811	107
5816	13
5829	184
5871	9
5875	17
5893	27
5897	22
5900	3
5902	62
5938	2
5951	1
5957	74
5961	112
5962	7
5972	121
5979	3
6034	6
6060	98
6256	14
6361	12
6424	15
6566	59
6571	1
6734	7
6754	4
6806	167
6808	59
6825	33
6834	1
6964	94
6998	10
7026	10
7205	2
7278	487
7293	700
7300	99
7310	1
7322	390
7330	5
7331	4
7334	91
7368	19
7484	8
7495	72
7496	70
7508	1
7513	3
7518	16
7542	1
7590	1
7666	1
7676	25
7769	375
7919	22
7921	1
7926	14
7951	11
7961	12
8015	19
8073	9
8078	4
8150	3
8179	1
8226	3
8234	2
8240	5
8254	28
8275	28
8276	48
8330	52
8347	11
8390	1
8392	1
8407	54
8412	97
8466	95
8481	799
8495	95
8555	369
8557	1491
8572	245
8601	507
8650	333
8662	381
8663	65
8665	77
8674	12
8693	72
8694	45
8708	39
8736	20
8741	3
8746	3
8752	9
8762	14
8785	51
8786	43
8791	11
8797	18
8801	1
8810	28
8818	1
8825	5
8840	6
8855	57
8868	3
8901	2
8903	11
8911	5
8912	14
8916	1
8955	2
8964	2
8970	26
8979	119
8982	71
8985	22
8992	807
8997	1
9003	292
9007	2
9014	426
9016	287
9022	322
9023	184
9026	591
9056	328
9059	156
9064	1481
9065	124
9066	1120
9067	97
9069	508
9072	395
9074	124
9079	298
9083	1
9085	1824
9095	319
9106	11
9110	253
9124	299
9126	134
9134	82
9142	830
9147	2817
9151	4
9152	29146
9158	1743
9163	2140
9176	1645
9177	30
9181	728
9186	3
9191	1652
9200	23
9210	1744
9225	916
9226	15
9239	481
9255	222
9269	35
9271	317
9272	230
9277	160
9279	124
9289	284
9297	473
9299	190
9300	203
9305	32
9310	6
9319	10
9330	273
9335	105
9338	73
9343	36
9347	6
9348	111
9356	45
9357	52
9380	16
9387	7
9390	201
9394	22
9404	12
9405	43
9408	53
9415	141
9420	11
9423	61
9433	60
9445	2
9450	436
9452	10
9460	83
9466	1
9468	80
9487	2
9492	1
9493	2
9509	7
9518	2
9541	5
9598	42
9623	6
9646	1
9651	4
9653	1
9656	7
9666	1
9685	29
9690	21
9692	4
9696	2
9704	1
9709	1
9710	42
9714	3
9737	1
9747	21
9752	7
9753	3
9757	1
9763	5
9769	7
9771	67
9782	54
9787	138
9792	99
9794	28
9797	143
9805	5
9807	165
9813	7
9818	22
9819	852
9823	37
9824	207
9828	97
9830	41
9833	8
9834	38
9838	65
9839	61
9848	1
9852	44
9857	347
9870	150
9883	68
9885	28
9895	2
9897	101
9898	369
9900	38
9902	2
9903	79
9908	33
9913	7
9916	127
9918	466
9921	1
9934	222
9937	12
9966	232
9973	15
9978	78
9988	5
9989	9
9994	6
9995	102
10000	29
10001	137
10002	21
10006	13
10007	25
10008	12
10013	16
10014	21
10015	86
10016	4
10020	72
10021	2
10026	22
10031	14
10032	12
10033	1
10042	16
10044	110
10053	40
10063	80
10065	11
10116	5
10120	6
10121	5
10131	1
10146	68
10156	4
10160	1
10172	7
10177	6
10200	29
10209	1
10221	1
10223	4
10228	11
10257	6
10262	130
10272	39
10277	5
10278	11
10282	1
10293	8
10294	63
10295	102
10300	3
10304	2
10305	6
10319	17
10324	27
10329	6
10334	3
10343	2
10348	75
10352	28
10353	5
10354	19
10365	41
10371	12
10375	116
10385	3
10388	222
10390	36
10395	1
10400	267
10410	362
10424	45
10429	4
10435	17
10437	31
10442	58
10444	31
10450	99
10454	3
10455	54
10459	7
10460	8
10474	53
10481	115
10484	2
10493	4
10505	2
10527	23
10535	14
10545	26
10568	3
10569	6
10579	15
10586	4
10592	3
10593	2
10597	34
10602	5
10627	1
10628	4
10640	6
10646	1
10656	2
10669	3
10671	1
10673	2
10690	19
10701	30
10708	2
10717	2
10719	12
10729	18
10730	2
10735	1
10762	3
10763	4
10800	5
10802	2
10846	1
10851	120
10852	86
10858	1
10862	133
10864	39
10869	68
10870	156
10874	37
10876	67
10921	96
10946	55
10949	107
10959	1
10960	23
10968	9
10973	9
10987	14
10996	1
10997	1738
11015	125
11031	157
11040	1
11049	1
11050	346
11060	144
11065	32
11080	1
11086	962
11090	244
11091	123
11096	3688
11102	371
11103	58
11120	270
11144	124
11158	435
11166	1082
11181	1417
11201	6
11208	2
11213	180
11214	81
11221	121
11229	35
11239	52
