Insertion	Frequency
5276	2
5323	2
5324	8
5335	31
5342	17
5347	11
5353	51
5373	10
5393	45
5394	38
5401	9
5402	11
5410	93
5481	87
5494	142
5510	453
5511	43
5517	99
5526	2331
5527	166
5531	252
5536	185
5549	107
5552	307
5582	519
5588	23
5592	433
5597	78
5602	398
5607	425
5615	695
5616	536
5617	6
5620	5
5630	1512
5631	1107
5640	1
5645	1183
5647	3
5657	357
5658	1
5664	108
5675	1
5687	213
5692	1562
5701	5235
5703	5
5716	22
5721	2207
5732	4585
5734	1
5745	3993
5746	3
5747	1218
5750	1179
5756	1
5765	1451
5770	3146
5772	1
5773	2476
5782	102
5783	1
5787	1961
5795	15158
5796	1976
5798	1
5803	5962
5808	3799
5813	1570
5816	4
5821	3948
5839	1
5840	1
5867	2
5879	7280
5885	9847
5886	2
5894	6327
5907	1
5936	10
5943	2
5964	37
6026	47
6043	1
6045	110
6053	168
6101	52
6108	135
6109	1
6155	93
6184	15
6217	180
6236	121
6248	414
6273	81
6274	133
6442	15
6460	2
6469	46
6497	37
6498	21
6513	1
6519	109
6533	40
6543	50
6560	3
6604	2
6626	71
6627	1
6682	24
6726	12
6778	44
6798	11
6800	47
6823	381
6867	1
6941	8
6956	23
6990	5
7061	42
7109	1
7208	93
7292	54
7456	69
7461	9
7466	20
7472	1
7476	118
7482	2
7488	80
7543	2
7566	106
7615	93
7648	15
7653	151
7658	57
7664	7
7703	152
7769	259
7771	190
7783	1051
7800	502
7803	15
7818	295
7928	446
7943	956
7969	499
7979	833
7992	121
7997	999
8005	410
8016	18
8041	4925
8099	1
8132	3230
8142	3496
8199	59
8218	46
8232	6
8246	40
8254	3
8262	9
8288	16
8289	2
8322	624
8333	63
8334	8
8382	2
8399	1
8404	1
8437	132
8438	14
8441	108
8468	49
8473	1476
8487	35
8500	11
8525	16
8542	237
8547	8
8549	874
8564	2
8574	185
8621	148
8629	25
8654	64
8657	67
8685	436
8691	66
8717	25
8731	28
8733	22
8748	199
8749	123
8754	11
8758	38
8759	238
8769	27
8777	421
8778	67
8812	13
8817	8
8847	138
8884	58
8889	22
8893	73
8895	11
8898	5
8912	33
8928	70
8946	855
8952	13
8956	82
8971	13
8974	22
8984	1219
9005	534
9017	598
9023	153
9033	2
9048	353
9056	97
9058	115
9064	112
9065	1
9066	77
9071	125
9072	125
9073	8
9076	397
9077	80
9092	10
9098	10
9109	87
9116	402
9139	102
9144	863
9155	211
9156	83
9167	4
9178	8
9183	492
9216	7
9217	312
9218	116
9231	99
9232	68
9242	19
9247	4
9252	29
9269	6
9270	3
9271	5
9289	8
9291	1
9292	3
9307	1
9322	2
9330	1
9336	4
9340	36
9345	3
9347	1
9359	1
9364	4
9369	8
9378	13
9382	7
9392	1
9396	13
9406	6
9407	86
9415	178
9425	251
9437	81
9439	4
9442	2128
9444	129
9445	1
9450	45
9452	92
9453	6
9460	225
9475	208
9476	31
9479	105
9484	321
9485	144
9489	19
9494	22
9501	1
9502	139
9504	30
9507	11
9509	164
9533	11
9538	52
9543	4
9559	90
9564	3
9590	502
9597	245
9627	10
9637	811
9643	1132
9648	351
9674	198
9677	489
9681	284
9682	1185
9689	2
9692	4
9696	2292
9702	1001
9703	1779
9708	4
9709	1
9729	814
9734	1
9739	3004
9740	2
9744	300
9745	3788
9749	243
9761	3075
9763	5
9764	23
9765	1
9766	40
9769	1
9779	2510
9784	29764
9786	2638
9787	1
9788	1
9789	4882
9797	377
9798	3444
9799	1313
9800	1353
9802	1
9804	832
9805	4106
9810	1370
9811	21592
9812	3
9815	1103
9816	1179
9817	435
9820	2172
9821	1
9822	1499
9826	1625
9830	3121
9836	1179
9837	1
9838	1102
9840	1534
9849	2259
9862	1
9875	3
9877	2
9889	80
9890	254
9892	26
9894	37
9900	68
9902	5
9908	34
9910	544
9926	286
9929	30
9958	250
9965	38
9969	7
9970	72
9977	33
9981	58
9986	81
9987	92
9992	81
9993	40
9994	2
9998	25
10000	44
10005	29
10006	27
10007	136
10008	5
10012	11
10013	4
10017	28
10018	114
10023	14
10024	85
10034	223
10040	203
10045	113
10055	149
10057	51
10096	33
10112	257
10113	130
10114	21
10118	56
10123	86
10124	129
10134	270
10148	219
10164	250
10169	23
10196	134
10201	118
10202	465
10203	216
10211	20
10213	158
10218	132
10220	44
10228	36
10249	39
10254	1763
10255	17
10259	28
10269	31
10274	56
10280	43
10285	12
10286	40
10287	131
10292	11
10296	15
