Insertion	Frequency
5276	10
5312	8
5313	7
5324	18
5329	5
5341	11
5343	10
5353	1
5368	22
5373	49
5378	11
5393	33
5394	10
5410	1
5415	31
5419	11
5429	145
5433	87
5435	1
5461	4
5471	12
5481	118
5482	47
5489	79
5494	35
5496	4
5510	28
5526	1848
5536	45
5537	3
5542	131
5545	209
5563	165
5582	731
5592	290
5597	1523
5602	1220
5607	755
5609	566
5612	663
5616	1
5617	1
5618	340
5638	59
5639	298
5640	128
5645	1278
5646	2
5647	2287
5657	1699
5675	4
5692	328
5698	13
5701	1242
5703	1021
5716	1404
5721	5
5726	801
5727	1319
5732	666
5737	801
5745	1269
5773	2
5778	68
5787	11
5788	1437
5795	3835
5796	12032
5798	1
5803	876
5808	2919
5813	3
5816	4847
5819	1
5821	2993
5838	243
5839	1
5840	2
5857	640
5858	1
5867	3987
5868	146
5879	2825
5885	101
5894	7849
5907	1903
5935	22
5936	10
5958	14
5959	25
5964	33
5979	1
6028	35
6029	15
6097	1
6188	95
6217	202
6236	497
6248	335
6266	74
6300	3
6309	58
6321	803
6442	3
6460	16
6497	7
6508	33
6513	20
6538	18
6543	9
6563	20
6660	230
6731	20
6767	211
6778	10
6798	1
6826	88
6855	5
7031	1
7102	3
7143	34
7167	47
7180	43
7244	17
7270	6
7277	24
7292	15
7333	4
7388	18
7456	49
7461	2
7476	74
7487	26
7488	67
7500	32
7505	25
7543	27
7572	2
7617	37
7658	193
7667	26
7668	44
7703	48
7742	226
7769	1
7773	138
7783	152
7790	1
7800	1
7818	2
7847	254
7853	1
7928	152
7941	158
7943	445
7953	163
7969	174
8023	258
8041	70
8065	403
8071	393
8094	448
8105	99
8132	8
8142	2470
8193	2
8220	33
8254	10
8259	15
8268	26
8322	625
8333	58
8334	96
8399	282
8404	314
8437	106
8441	1
8458	136
8473	1338
8498	81
8525	96
8542	9
8549	303
8562	70
8564	383
8599	67
8653	6
8654	43
8655	33
8657	7
8685	248
8715	48
8738	55
8759	109
8760	54
8777	314
8778	290
8783	68
8798	316
8801	36
8804	13
8810	9
8817	138
8832	5
8847	1
8859	87
8860	214
8893	16
8929	15
8946	1036
8947	33
8962	157
8969	45
8984	430
8989	103
9005	485
9017	238
9018	579
9025	33
9029	8
9048	203
9056	72
9058	287
9064	97
9066	16
9071	4
9076	2
9077	271
9080	189
9098	305
9102	1
9109	21
9116	419
9117	59
9135	14
9139	170
9144	748
9150	4
9155	104
9156	269
9167	43
9178	8
9183	278
9202	26
9217	4
9218	21
9219	1
9220	16
9231	59
9232	14
9254	6
9289	1
9291	62
9322	5
9330	4
9335	3
9340	17
9357	7
9359	7
9362	8
9364	1
9382	1
9386	10
9400	11
9406	14
9407	52
9414	47
9415	194
9425	156
9437	41
9442	1409
9444	272
9452	99
9453	1
9458	51
9460	103
9476	40
9479	35
9484	83
9485	1
9489	259
9509	349
9510	47
9533	12
9543	1
9545	113
9576	281
9585	54
9588	271
9590	755
9592	36
9615	110
9625	2
9637	178
9643	496
9648	229
9667	213
9674	189
9677	47
9678	325
9682	1064
9689	516
9696	75
9702	2109
9703	749
9708	411
9709	512
9719	473
9721	376
9728	2
9729	1607
9734	11
9738	846
9739	2694
9740	2368
9744	615
9745	339
9749	3
9755	479
9761	785
9763	2894
9764	605
9765	1
9769	1192
9771	915
9774	1
9779	449
9784	6936
9786	2311
9789	341
9797	206
9798	57
9799	1197
9800	458
9802	172
9805	2616
9810	21
9811	15786
9812	2
9815	2125
9816	626
9817	1
9818	237
9820	2712
9821	240
9822	339
9825	13
9826	193
9830	1980
9836	2123
9837	895
9838	360
9840	14
9849	279
9862	254
9889	26
9890	169
9892	50
9894	40
9895	17
9900	106
9902	9
9905	17
9910	310
9926	193
9929	129
9958	378
9960	35
9965	53
9969	2
9970	50
9980	33
9981	9
9982	2
9986	16
9987	16
9992	39
9993	26
9994	7
9998	15
10000	23
10005	19
10006	7
10007	20
10008	15
10013	6
10018	77
10023	44
10024	21
10034	41
10040	52
10045	20
10048	2
10055	121
10056	3
10057	61
10061	12
10063	3
10096	1
10112	149
10113	36
10114	2
10120	1
10123	58
10124	37
10134	43
10148	8
10157	8
10159	47
10164	210
10169	115
10191	44
10193	34
10194	16
10201	11
10202	29
10203	63
10213	107
10220	54
10228	1
10239	5
10254	640
10255	68
10264	26
10269	117
10274	12
10275	6
10276	1
10285	17
10286	30
10287	220
10292	9
10297	13
10300	4
10311	99
10316	104
10321	9
10326	8
10335	1
10340	15
10345	28
10352	12
10354	5
10367	6
10380	44
10392	18
10402	97
10411	20
10414	4
10416	7
10421	140
10426	58
10428	20
10442	11
10452	150
10463	4
10466	282
10473	242
10476	2
10486	2
10497	90
10516	30
10517	16
10518	52
10524	2
10527	60
10537	30
10561	15
10571	39
10584	17
10585	20
10594	8
10599	23
10601	2
10620	4
10624	2
10627	5
10632	24
10638	1
10648	5
10661	1
10663	6
10682	13
10693	11
10700	19
10710	9
10717	12
10721	9
10722	8
10731	2
10740	2
10754	2
10759	2
10794	7
10799	4
10809	2
10843	20
