Insertion	Frequency
1489	7
2743	112
2754	34
2787	22
5351	10
5361	5
5381	619
5394	210
5401	707
5402	615
5430	2
5437	526
5443	1
5455	255
5484	41
5489	951
5490	106
5496	3
5502	43
5527	196
5534	4596
5545	179
5558	27
5571	149
5590	19
5595	72
5607	6
5610	1
5615	488
5624	251
5626	107
5636	103
5639	3
5646	52
5647	335
5653	185
5655	228
5665	4
5683	55
5684	4
5695	29
5700	3
5709	21
5719	4
5735	76
5736	114
5738	8
5740	101
5753	64
5755	110
5759	19
5763	37
5780	74
5785	41
5795	85
5801	3
5803	170
5804	346
5811	226
5816	41
5829	183
5871	25
5875	22
5893	22
5897	71
5900	11
5902	73
5938	2
5957	55
5961	102
5962	20
5972	134
5979	5
6034	14
6060	111
6082	2
6088	1
6170	18
6244	10
6256	23
6361	53
6408	22
6424	10
6505	4
6566	14
6571	8
6734	11
6754	38
6806	106
6808	89
6825	27
6834	4
6964	52
6998	3
7026	22
7112	9
7205	4
7252	3
7278	264
7280	8
7293	515
7300	59
7310	3
7322	314
7324	3
7330	4
7331	6
7334	128
7368	15
7484	9
7495	89
7496	150
7508	2
7513	6
7518	17
7542	1
7590	7
7666	43
7676	25
7726	3
7735	2
7768	1
7769	244
7784	1
7798	2
7919	36
7921	23
7926	12
7942	8
7951	29
7961	5
8015	17
8073	21
8078	3
8150	4
8179	1
8226	1
8234	2
8240	7
8254	7
8276	38
8330	80
8347	11
8390	2
8392	1
8407	7
8412	80
8445	11
8466	34
8481	400
8495	115
8550	536
8555	142
8557	992
8572	146
8601	305
8625	1
8650	144
8662	119
8663	48
8665	92
8674	16
8693	71
8694	26
8708	44
8736	5
8741	8
8746	3
8752	11
8762	26
8767	2
8785	87
8786	42
8791	30
8797	4
8801	3
8810	4
8825	3
8840	21
8855	73
8868	3
8901	3
8903	15
8906	2
8911	4
8912	25
8916	5
8955	5
8964	5
8970	6
8979	173
8982	128
8985	105
8990	1
8992	1576
9003	230
9014	230
9016	368
9022	464
9023	213
9025	3
9026	798
9037	1
9046	1
9056	214
9059	20
9061	1
9064	1150
9065	90
9066	921
9067	144
9069	209
9072	277
9074	77
9075	2
9079	135
9084	2
9085	926
9095	124
9106	1
9110	115
9124	2
9126	59
9134	18
9142	491
9147	1666
9152	14992
9158	889
9163	1088
9165	263
9176	726
9177	18
9181	1087
9186	4
9191	1082
9200	30
9210	1201
9225	655
9226	176
9239	427
9255	89
9269	5
9271	163
9272	235
9277	126
9279	107
9289	243
9297	420
9299	184
9300	192
9305	17
9310	10
9319	12
9330	354
9335	156
9338	69
9343	33
9348	141
9356	77
9357	52
9380	5
9382	43
9387	33
9390	223
9394	37
9404	18
9405	48
9408	42
9415	175
9420	32
9423	107
9433	116
9445	2
9450	1032
9452	29
9460	44
9466	10
9468	41
9483	4
9487	11
9492	9
9493	13
9497	5
9508	1
9509	2
9517	6
9518	5
9534	10
9541	16
9553	9
9598	49
9623	1
9641	1
9646	1
9651	31
9656	7
9675	1
9685	28
9690	14
9692	3
9696	7
9700	3
9704	1
9710	78
9711	40
9714	6
9716	15
9729	7
9737	8
9747	20
9752	14
9753	4
9757	1
9759	2
9762	3
9763	4
9769	21
9771	72
9780	1
9782	6
9787	24
9792	152
9794	24
9797	74
9805	24
9807	23
9813	8
9818	52
9819	591
9823	22
9824	91
9828	27
9833	8
9834	23
9838	40
9839	23
9848	19
9852	6
9857	171
9863	1
9870	16
9883	34
9885	26
9895	14
9897	152
9898	218
9900	8
9903	78
9908	16
9913	8
9916	65
9918	469
9921	5
9934	213
9937	42
9966	171
9973	5
9978	49
9988	3
9989	6
9994	23
9995	144
10000	34
10001	116
10002	36
10006	24
10007	49
10008	30
10013	13
10014	41
10015	35
10016	6
10020	1
10021	7
10026	95
10031	6
10032	13
10033	25
10042	20
10044	31
10046	9
10048	3
10053	67
10056	1
10063	36
10064	5
10065	16
10105	1
10116	7
10120	6
10121	31
10131	1
10132	2
10146	5
10151	4
10156	8
10172	2
10177	19
10200	1
10202	1
10203	5
10204	1
10209	3
10210	1
10211	19
10221	23
10223	1
10228	3
10257	1
10262	129
10272	1
10277	11
10278	2
10282	23
10293	14
10294	57
10295	107
10300	18
10304	1
10305	1
10319	18
10321	14
10324	43
10329	4
10334	6
10336	2
10348	27
10352	21
10353	9
10354	6
10365	17
10371	10
10375	28
10385	2
10388	51
10390	17
10395	3
10400	93
10410	140
10424	6
10429	4
10437	16
10442	8
10444	9
10450	15
10455	9
10459	14
10460	11
10474	24
10481	54
10484	3
10493	22
10505	19
10527	31
10535	8
10545	26
10568	19
10569	3
10579	10
10586	4
10592	10
10593	7
10597	33
10602	2
10627	1
10628	6
10640	13
10646	8
10656	4
10669	10
10673	2
10679	1
10690	6
10696	1
10701	8
10719	53
10729	2
10730	1
10735	1
10754	5
10762	15
10800	3
10831	40
10851	28
10852	80
10858	1
10862	86
10864	11
10869	126
10870	207
10874	16
10876	40
10904	1
10921	52
10946	39
10949	59
10959	3
10960	27
10968	38
10973	3
10987	39
10997	621
11015	39
11016	1
11031	157
11050	99
11060	2
11065	7
11086	447
11090	19
11091	39
11095	1
11096	1828
11102	84
11103	48
11120	134
11127	7
11135	69
11144	134
11158	325
11166	481
11168	1
11181	1138
11201	9
11213	166
11214	30
11221	65
11229	67
11239	126
11254	115
11259	16
11263	3
11264	21
11271	71
