Insertion	Frequency
5313	4
5324	1
5329	3
5336	3
5368	5
5373	12
5378	85
5393	15
5403	8
5415	5
5419	3
5429	76
5433	41
5435	21
5470	1
5481	29
5482	32
5489	9
5494	8
5510	55
5520	5
5526	968
5531	386
5536	53
5537	10
5542	19
5545	69
5552	168
5563	9
5564	5
5582	601
5592	5
5597	1260
5602	915
5607	1488
5612	486
5615	312
5618	113
5631	104
5637	65
5638	126
5640	586
5645	4342
5647	1894
5652	2
5657	1233
5658	1
5669	23
5698	136
5701	3003
5703	10289
5711	2
5716	69
5721	746
5726	1928
5727	303
5728	196
5730	59
5732	1287
5737	419
5745	7181
5747	90
5755	1
5756	1
5770	1
5772	2
5787	5933
5788	4850
5789	1
5793	2
5795	8647
5796	14026
5798	722
5803	11054
5808	7127
5813	1
5816	3313
5819	1
5821	37849
5822	2
5838	114
5839	8822
5840	1
5857	386
5867	5836
5868	113
5879	10929
5880	1
5885	6918
5886	2
5894	3965
5907	5533
5935	12
5936	40
5943	7
5958	8
5964	31
5970	8
6028	61
6029	172
6052	35
6097	2
6131	32
6157	2
6184	126
6188	1
6206	58
6217	30
6222	14
6236	390
6248	12
6266	1
6273	625
6285	2
6310	108
6441	10
6442	1
6460	19
6497	36
6513	30
6543	5
6561	8
6563	26
6604	82
6660	30
6726	81
6731	16
6778	121
6798	76
6826	207
6956	8
7031	5
7071	36
7102	1
7143	107
7167	17
7180	1
7292	17
7333	6
7358	1
7360	1
7388	3
7456	132
7461	16
7476	48
7487	1
7488	227
7500	126
7505	16
7543	52
7566	9
7572	40
7582	101
7617	8
7658	82
7664	143
7668	1
7674	2
7703	3
7736	17
7769	19
7783	11
7800	69
7818	2089
7843	319
7847	3
7928	14
7943	7
7948	231
7953	38
7969	29
7979	1
7997	11
8016	179
8041	38
8065	15
8070	154
8071	23
8099	227
8105	46
8128	52
8132	43
8142	902
8232	24
8254	8
8259	112
8322	224
8333	8
8334	41
8335	10
8344	31
8393	8
8394	19
8399	30
8404	219
8411	11
8437	83
8458	38
8473	490
8498	40
8525	246
8530	65
8542	2
8547	1
8549	47
8552	14
8562	31
8564	80
8608	18
8610	8
8617	19
8621	1142
8642	2
8654	455
8657	96
8685	306
8691	2
8700	34
8738	9
8748	92
8754	128
8758	13
8759	42
8762	16
8777	448
8778	52
8784	9
8789	9
8798	20
8799	11
8803	1
8832	297
8847	30
8851	9
8860	43
8889	23
8893	1
8929	19
8930	45
8946	2075
8947	7
8948	15
8961	8
8962	84
8984	871
8993	9
9005	29
9017	323
9018	1111
9020	1
9025	9
9029	5
9048	97
9051	46
9056	12
9058	436
9064	37
9073	36
9076	34
9077	91
9116	39
9124	11
9126	51
9135	46
9139	55
9144	870
9145	4
9149	1
9150	11
9155	35
9156	208
9157	34
9167	138
9178	16
9183	290
9202	206
9216	34
9218	23
9231	47
9232	45
9254	1
9283	2
9289	8
9292	12
9297	1
9322	5
9330	1
9335	2
9340	49
9349	13
9354	1
9355	4
9359	3
9362	11
9372	6
9379	5
9382	69
9386	4
9396	137
9397	24
9400	1
9407	79
9414	73
9415	164
9425	188
9432	10
9437	34
9439	19
9442	2655
9444	202
9445	3
9452	62
9458	21
9460	89
9475	1
9476	600
9479	60
9484	88
9485	66
9489	310
9494	153
9509	151
9510	104
9520	6
9524	1
9533	122
9538	46
9545	14
9556	91
9576	163
9590	684
9598	16
9615	126
9622	17
9627	57
