Insertion	Frequency
5313	1
5323	9
5329	1
5336	3
5341	1
5368	1
5373	7
5378	78
5393	20
5403	16
5415	8
5419	2
5429	43
5433	7
5435	35
5481	27
5482	46
5489	4
5494	32
5510	56
5520	3
5526	727
5531	298
5536	21
5537	2
5542	45
5545	120
5552	179
5563	66
5582	519
5597	1218
5602	968
5607	1494
5612	334
5615	236
5618	89
5631	47
5637	42
5638	54
5639	14
5640	318
5645	4363
5647	1719
5652	27
5657	831
5658	1
5669	109
5698	87
5701	1898
5703	8710
5704	1
5721	347
5726	1444
5727	316
5728	79
5730	17
5732	873
5737	145
5745	6739
5747	269
5770	15
5772	1
5787	4479
5788	4562
5795	9032
5796	11933
5798	1260
5803	6666
5808	5408
5815	1
5816	3486
5821	25851
5838	1137
5839	7948
5857	544
5867	4720
5868	278
5879	12631
5880	1
5884	1
5885	8878
5886	1
5894	4644
5907	4844
5935	1
5936	33
5943	16
5954	4
5958	3
5959	2
5964	39
5970	4
6028	82
6029	62
6052	6
6108	3
6123	1
6157	7
6184	229
6188	125
6206	117
6217	13
6222	107
6236	428
6248	95
6266	146
6273	380
6309	1
6310	518
6321	1
6441	1
6442	5
6460	4
6469	3
6497	31
6513	35
6543	49
6563	16
6604	19
6616	2
6660	16
6726	38
6731	10
6778	148
6798	24
6826	61
6855	15
7102	1
7143	18
7167	4
7180	1
7243	1
7244	4
7292	28
7333	10
7358	1
7360	1
7388	3
7456	111
7461	10
7476	81
7487	2
7488	148
7499	1
7500	50
7505	1
7543	51
7566	33
7572	5
7582	52
7658	53
7664	109
7668	1
7674	3
7736	16
7742	1
7771	1
7783	52
7800	146
7818	2370
7843	546
7847	13
7928	27
7941	6
7943	20
7948	114
7949	1
7953	5
7969	41
7997	20
8016	70
8041	27
8065	7
8070	411
8071	108
8099	298
8105	161
8106	120
8128	138
8132	115
8142	206
8232	2
8254	9
8259	65
8267	1
8268	6
8322	214
8333	4
8334	4
8335	7
8393	2
8394	245
8399	13
8404	71
8411	7
8437	104
8441	1
8448	5
8458	31
8473	493
8498	19
8500	15
8525	198
8530	73
8541	3
8542	2
8547	11
8549	43
8552	2
8557	22
8562	19
8564	83
8599	18
8608	5
8610	1
8613	58
8621	1097
8654	288
8656	1
8657	93
8672	1
8685	353
8691	1
8700	2
8718	1
8738	10
8748	93
8754	96
8758	14
8759	18
8762	7
8777	526
8778	383
8783	1
8784	2
8789	9
8798	20
8799	7
8803	8
8832	243
8847	140
8851	18
8859	1
8860	378
8893	21
8904	1
8929	1
8930	20
8946	1333
8948	17
8961	2
8962	21
8984	2034
8993	12
8994	5
9005	156
9017	126
9018	1684
9025	4
9048	96
9051	59
9056	15
9058	275
9064	16
9073	4
9077	41
9116	103
9126	8
9135	76
9139	22
9144	430
9149	1
9150	71
9155	33
9156	355
9157	14
9167	284
9178	11
9183	492
9202	359
9216	3
9217	1
9218	254
9231	102
9232	1
9254	114
9283	2
9289	13
9292	2
9306	4
9322	145
9330	2
9335	1
9340	53
9348	1
9349	3
9359	3
9364	6
9372	3
9379	6
9382	95
9386	12
9396	108
9397	18
9400	1
9407	80
9414	69
9415	235
9425	224
9432	7
9437	14
9439	27
9442	3134
9444	187
9452	85
9458	23
9460	112
9476	829
9479	112
9484	135
9485	67
9489	467
9494	226
9502	1
9509	152
9510	153
9520	5
9524	15
9533	261
9538	55
9545	20
9556	129
9576	263
9590	746
9592	1
9598	1
9615	60
9622	2
9637	65
9643	449
9658	6
9667	206
9668	78
9673	64
9674	20
9677	4032
9678	1
9681	3629
9682	1282
9684	10
9688	1
9689	2037
9692	38
9696	112
9702	4713
9703	53
9708	667
9709	643
9719	366
9727	302
9729	2434
9734	243
9738	272
9739	2188
9740	1442
9744	1128
9745	1106
9749	389
9761	529
9763	2911
9764	315
9769	4104
9771	1076
9774	1078
9778	1
9779	1083
9784	31856
9785	1
9786	10701
9788	993
9789	1474
9793	450
9797	65
9798	1035
9799	211
9800	1650
9802	12
9804	1
9805	2356
9806	1
9810	2209
9811	42967
9812	19
9815	1763
9816	2001
9817	852
9818	248
9820	2094
9821	1039
9822	153
9825	365
9830	1763
9836	8884
9837	66
9838	1
9840	31
9849	998
9850	4
9862	205
9872	2
9889	181
9890	281
9894	3
9895	8
9900	100
9902	10
9910	196
9926	48
9929	4
9958	83
9960	7
9965	1
9969	17
9970	47
9980	2
9981	4
9986	12
9987	56
9992	15
9993	98
9994	7
9998	40
10000	15
10004	2
10005	24
10006	81
10007	51
10012	3
10017	3
10018	93
10023	25
10024	7
10034	26
10040	56
10045	204
10055	206
10057	35
10061	3
10063	11
10112	106
10113	200
10114	9
10116	6
10118	72
10120	4
10122	18
10123	32
10124	115
10132	2
10134	127
10148	99
10152	1
10157	18
10164	128
10169	165
10170	1
10202	1594
10203	133
10213	65
10239	14
10248	6
10254	1296
10255	13
10264	375
10269	22
10274	5
10275	6
10285	9
10286	28
10287	399
10292	1
10297	11
10300	3
10304	1
10311	139
10316	42
10326	22
10335	2
10345	26
10352	3
10354	21
10364	56
10367	1
10377	14
10380	80
10382	1
10392	252
10402	105
10410	27
10411	10
10421	49
10426	60
10442	187
10460	7
10466	537
10473	1626
10486	1
10516	15
10529	43
10532	6
10537	36
10566	2
10571	12
10585	2
10599	9
10601	11
10620	15
10632	9
10635	11
10652	1
10661	16
10682	1
10693	82
10700	1
10710	1
10719	3
10726	17
10731	2
10736	6
10754	3
10792	7
10843	85
10844	1
10861	25
10862	1
10872	1
10890	25
10908	2
10913	5
10953	1
10962	70
10972	147
10979	80
10987	7
10989	218
11008	69
11022	13
11037	187
11039	28
11057	39
11078	17
11082	9
11088	175
11094	46
11095	23
11101	217
11103	167
11112	22
11117	173
11121	10
11131	9
11136	363
11141	1
11150	236
11155	26
11158	1422
11160	272
11173	3893
11180	50
11188	86
11189	35
11200	67
11205	2531
11206	176
11213	99
11214	1
11237	1
11251	10
11263	4
11268	11
11273	17
11280	1
11303	1
11310	39
11315	8
11321	14
11340	10
11386	4
11387	13
11393	1
11413	1
11435	2
11444	28
11445	5
11452	5
11457	2
11460	60
11503	5
11504	151
11550	1
11584	30
11597	6
11604	192
11619	10
11650	6
11651	3
11681	12
11790	101
11842	19
11930	1
12038	1
12084	1
12176	1
12183	40
12202	13
12237	5
