Insertion,Frequency,Orientation
2702,1,plus
5324,1,plus
5331,23,minus
5337,2,minus
5373,74,plus
5376,5,minus
5381,3,minus
5386,15,minus
5386,16,plus
5393,103,plus
5401,14,minus
5403,356,plus
5411,4,minus
5422,3487,plus
5423,2,minus
5429,1124,plus
5435,3067,plus
5437,46,minus
5441,1,minus
5443,9,minus
5447,3,plus
5471,7,plus
5481,982,plus
5488,81,plus
5489,4,minus
5490,11,minus
5497,4,minus
5502,1,minus
5510,66,plus
5518,20,minus
5519,120,plus
5526,3971,plus
5528,2,minus
5534,525,minus
5539,175,minus
5544,29,minus
5545,2,minus
5550,7,minus
5553,82,minus
5560,108,minus
5563,18,plus
5571,36,minus
5590,338,minus
5592,78,plus
5595,13,minus
5597,96,plus
5600,5,minus
5605,850,minus
5607,216,plus
5610,646,minus
5615,1045,minus
5616,208,plus
5618,26,plus
5620,271,minus
5623,147,minus
5626,65,minus
5630,10,plus
5631,1,plus
5638,269,plus
5639,94,minus
5640,1,plus
5645,194,minus
5645,435,plus
5646,63,minus
5647,243,plus
5648,450,minus
5653,2736,minus
5655,1400,minus
5660,36,minus
5665,673,minus
5666,3,minus
5677,116,minus
5687,69,plus
5692,205,plus
5701,125,plus
5706,29,minus
5709,1217,minus
5711,6642,minus
5721,2,plus
5724,6,minus
5728,2,plus
5729,279,minus
5732,103,plus
5734,1213,minus
5735,169,minus
5736,38,minus
5738,30,minus
5740,1104,minus
5745,81,minus
5745,13,plus
5746,91,plus
5747,26,plus
5753,5015,minus
5755,258,minus
5755,177,plus
5760,111,plus
5764,1,minus
5772,10,plus
5777,54,plus
5786,19,minus
5793,1,plus
5795,3841,minus
5795,615,plus
5796,4081,minus
5796,156,plus
5797,1,minus
5803,5514,minus
5803,115,plus
5804,13711,minus
5806,1043,minus
5808,4,plus
5811,9086,minus
5816,6706,minus
5821,1,minus
5821,236,plus
5824,2676,minus
5829,30455,minus
5830,2,minus
5831,8,plus
5846,24,minus
5847,10874,minus
5848,2,minus
5865,494,minus
5867,2,plus
5875,2940,minus
5876,61,minus
5882,1,minus
5884,16,plus
5885,18,plus
5887,6385,minus
5889,40,plus
5893,5968,minus
5894,6,plus
5902,3886,minus
5903,1,minus
5915,5051,minus
5928,5,plus
5930,19,plus
5936,131,plus
