Insertion	Frequency
2710	3
2767	7
5381	85
5394	563
5401	311
5409	362
5411	1166
5429	1
5430	4381
5437	487
5443	4401
5484	9
5489	1495
5518	104
5525	6
5527	189
5534	5277
5550	8
5560	44
5571	6
5595	55
5600	119
5605	120
5610	7
5615	459
5624	191
5626	97
5636	19
5638	7
5639	19
5646	6
5647	23
5648	12
5653	368
5655	429
5695	90
5700	206
5709	86
5719	131
5729	43
5735	1
5736	4
5740	22
5753	112
5754	37
5755	18
5763	238
5768	58
5780	3
5785	35
5795	37
5801	25
5803	553
5804	98
5811	186
5816	36
5824	15
5829	179
5839	23
5875	11
5892	20
5893	14
5897	3
5900	14
5902	1
5936	4
5938	51
5944	51
5957	20
5961	13
5962	69
5967	62
5972	202
5987	13
6036	18
6053	37
6060	5
6114	25
6256	1
6329	3
6361	1
6484	4
6505	10
6781	1
6808	4
6868	17
6901	2
6964	64
7009	1
7021	5
7147	1
7188	24
7278	5
7293	218
7300	78
7322	6
7324	1
7331	13
7333	10
7334	1
7339	23
7368	2
7469	49
7484	2
7491	2
7495	5
7496	21
7508	2
7513	42
7536	8
7551	4
7590	2
7656	1
7750	13
7769	23
7816	23
7851	16
7919	3
7921	3
7951	5
7956	1
7961	9
8015	1
8073	11
8078	3
8140	26
8201	17
8234	1
8240	47
8254	28
8276	1
8330	247
8390	11
8402	19
8407	19
8445	22
8466	32
8476	105
8481	1483
8550	99
8555	858
8557	26
8565	4
8567	70
8572	28
8601	1941
8629	221
8650	231
8652	1
8662	109
8663	12
8665	48
8674	14
8693	206
8694	96
8699	2
8705	21
8708	58
8725	122
8736	14
8746	11
8752	68
8762	14
8767	17
8772	1
8785	44
8786	17
8791	12
8792	9
8797	87
8801	6
8810	12
8811	10
8841	2
8855	8
8868	2
8897	2
8906	1
8911	3
8912	1
8916	5
8955	2
8965	30
8970	1
8979	15
8982	6
8985	97
8992	1664
8997	7
9002	316
9003	24
9007	166
9013	1
9014	539
9016	87
9022	2
9023	178
9026	290
9032	445
9037	26
9049	11
9056	3
9061	71
9064	1013
9066	242
9067	49
9072	1190
9074	8
9079	190
9083	12
9085	517
9096	101
9100	282
9117	3
9122	9
9125	148
9126	27
9132	163
9134	260
9137	81
9142	786
9147	206
9150	1
9151	2
9152	52575
9158	427
9163	886
9165	150
9176	683
9177	10
9181	401
9186	66
9191	1826
9210	701
9224	11
9225	1173
9226	292
9239	387
9255	152
9260	323
9269	36
9271	142
9272	183
9277	5
9279	40
9289	12
9297	713
9299	236
9300	13
9305	20
9314	1
9326	2
9330	447
9335	21
9338	129
9343	61
9347	33
9348	356
9355	15
9356	59
9357	45
9367	6
9380	16
9387	2
9390	144
9394	5
9395	13
9401	58
9404	53
9405	3
9408	10
9415	89
9420	1
9423	50
9433	198
9450	825
9452	50
9460	33
9461	1
9468	16
9487	3
9492	6
9493	10
9497	101
9508	2
9517	8
9518	4
9522	1
9525	2
9552	1
9585	6
9598	15
9641	32
9653	15
9656	29
9667	1
9685	2
9690	114
9692	5
9697	5
9704	2
9710	3
9711	1
