Insertion	Frequency
2710	1
5332	1
5381	74
5394	16
5401	103
5411	356
5430	3487
5437	1124
5443	3067
5455	3
5479	7
5489	982
5496	81
5518	66
5527	120
5534	3971
5571	18
5600	78
5605	96
5615	216
5624	208
5626	26
5638	10
5639	1
5646	269
5648	1
5653	435
5655	243
5695	69
5700	205
5709	125
5729	2
5736	2
5740	103
5753	13
5754	91
5755	26
5763	177
5768	111
5780	10
5785	54
5801	1
5803	615
5804	156
5811	115
5816	4
5829	236
5839	8
5875	2
5892	16
5893	18
5897	40
5902	6
5936	5
5938	19
5944	131
5957	2
5961	1
5962	12
5967	57
5972	417
5987	1
6034	7
6036	2
6053	23
6060	77
6256	46
6274	4
6361	1
6425	1
6470	3
6566	7
6571	14
6808	4
6868	2
6901	16
6964	47
7026	4
7188	11
7251	1
7278	2
7293	268
7300	95
7310	2
7322	7
7331	4
7366	5
7467	5
7469	53
7491	5
7494	6
7495	3
7496	13
7513	3
7518	2
7536	5
7551	4
7590	1
7656	1
7676	1
7750	2
7769	43
7816	14
7851	9
7919	5
7951	1
7961	12
8073	1
8078	68
8140	22
8201	23
8254	3
8322	14
8330	346
8356	1
8390	10
8392	97
8402	1
8406	1
8407	151
8445	9
8476	67
8481	950
8508	47
8550	13
8555	1049
8557	41
8565	30
8572	14
8601	1516
8629	185
8650	138
8662	134
8665	10
8674	12
8675	3
8693	220
8694	56
8699	1
8705	20
8708	58
8725	572
8728	2
8733	2
8736	1
8741	8
8746	2
8752	38
8762	9
8767	4
8772	7
8785	24
8786	6
8791	2
8792	3
8797	155
8801	10
8810	1
8811	5
8855	3
8903	1
8911	1
8912	2
8916	2
8965	5
8979	4
8982	42
8985	70
8991	1
8992	2518
9002	97
9003	91
9007	4
9013	5
9014	750
9016	27
9022	7
9023	84
9026	27
9032	564
9037	21
9049	109
9056	19
9061	152
9064	1253
9066	139
9067	387
9069	1
9072	829
9074	62
9079	37
9083	10
9085	295
9093	26
9096	17
9100	140
9125	13
9126	1
9132	117
9134	116
9137	8
9142	531
