Insertion	Frequency
1479	1
2629	10
2743	8
2754	27
2767	63
2817	2
5361	2
5381	233
5394	56
5401	144
5411	702
5430	3552
5437	832
5443	3229
5484	49
5489	1096
5510	6
5518	118
5524	8
5527	75
5534	5563
5550	33
5560	4
5571	12
5595	8
5600	140
5605	164
5607	8
5615	225
5624	142
5625	10
5626	23
5638	18
5646	91
5647	62
5648	1
5653	232
5655	636
5683	2
5695	7
5700	180
5709	50
5735	32
5740	85
5753	5
5754	4
5755	45
5759	3
5763	248
5764	2
5768	160
5785	5
5801	8
5803	677
5804	46
5811	86
5816	2
5824	10
5829	65
5839	5
5875	6
5892	32
5893	14
5897	5
5902	25
5938	39
5944	33
5957	3
5961	2
5962	62
5967	194
5972	352
6036	9
6053	35
6065	2
6114	1
6232	5
6244	5
6256	4
6317	5
6425	7
6571	2
6901	5
6964	84
6998	2
7021	1
7026	2
7188	58
7278	11
7293	109
7300	32
7322	4
7324	1
7330	3
7331	6
7339	2
7469	34
7484	1
7491	18
7495	5
7496	7
7513	16
7536	11
7656	26
7750	4
7769	24
7816	4
7851	18
7919	2
7921	1
7951	14
7961	3
8015	8
8073	1
8078	39
8140	11
8201	5
8234	1
8240	3
8254	281
8276	35
8330	118
8356	6
8402	16
8407	42
8412	1
8445	171
8466	13
8476	32
8481	1116
8550	21
8555	1184
8557	48
8565	63
8567	12
8572	6
8601	2041
8629	404
8650	61
8662	155
8665	108
8674	14
8675	2
8693	195
8694	89
8699	7
8705	3
8708	50
8725	126
8733	2
8741	2
8752	56
8762	18
8767	1
8785	82
8786	64
8791	2
8797	41
8801	27
8811	11
8818	2
8855	10
8868	3
8887	1
8903	1
8911	1
8912	4
8916	1
8965	8
8970	5
8979	27
8982	11
8985	115
8992	2551
9002	551
9003	19
9007	1
9013	101
9014	572
9016	280
9022	52
9023	165
9026	33
9032	116
9049	87
9056	110
9061	461
9064	1264
9065	1
9066	87
9067	178
9072	630
9074	10
9079	154
9083	84
9085	950
9096	6
9100	429
9110	3
9117	3
9125	13
9126	1
9132	331
9134	72
9142	709
9147	39
9152	41880
9158	394
9163	1043
9164	2
9165	358
9176	476
9177	1
9181	371
9186	13
9191	1716
9200	1
9210	521
9225	1011
9226	180
9239	555
9255	164
9260	201
9269	7
9271	158
9272	145
9277	30
9279	12
9289	167
9297	408
9299	170
9300	6
9305	9
9319	8
9326	14
9328	1
9330	271
9335	56
9336	4
9338	97
9343	74
9347	7
9348	334
9355	3
9356	44
9357	34
9380	3
9390	122
9394	7
9395	1
9401	44
9404	28
9405	233
9408	2
9415	75
9420	12
9423	46
9433	214
9450	962
9452	70
9453	1
9460	35
9468	3
9492	9
9493	20
9497	166
9508	2
9509	2
9517	15
9524	1
9525	3
9534	3
9585	6
9598	13
9641	4
9653	8
9656	12
9690	42
9704	11
9710	34
9711	2
9714	6
9716	16
9737	2
9747	67
9748	1
9753	4
9762	1
9769	137
9771	20
9772	57
