Insertion	Frequency
5323	23
5329	2
5368	5
5373	3
5378	15
5393	14
5403	4
5415	2
5429	46
5433	1
5435	9
5481	4
5482	11
5489	4
5494	1
5510	20
5520	2
5526	525
5531	175
5536	29
5537	2
5542	7
5545	82
5552	108
5563	36
5582	338
5587	13
5592	5
5597	850
5602	646
5607	1045
5612	271
5615	147
5618	65
5631	94
5637	194
5638	63
5640	450
5645	2736
5647	1400
5652	36
5657	673
5658	3
5669	116
5698	29
5701	1217
5703	6642
5716	6
5721	279
5726	1213
5727	169
5728	38
5730	30
5732	1104
5737	81
5745	5015
5747	258
5756	1
5778	19
5787	3841
5788	4081
5789	1
5795	5514
5796	13711
5798	1043
5803	9086
5808	6706
5813	1
5816	2676
5821	30455
5822	2
5838	24
5839	10874
5840	2
5857	494
5867	2940
5868	61
5874	1
5879	6385
5885	5968
5894	3886
5895	1
5907	5051
5935	6
5936	9
5943	10
5954	4
5964	13
5979	1
6026	5
6028	73
6029	49
6052	4
6157	2
6184	88
6188	93
6206	115
6217	1
6222	11
6236	191
6248	17
6273	517
6285	31
6310	1
6460	8
6497	32
6513	28
6543	13
6561	6
6563	8
6604	28
6660	59
6778	106
6800	99
7031	1
7102	10
7143	102
7244	45
7270	13
7292	31
7333	13
7360	1
7388	1
7456	97
7461	15
7476	3
7487	30
7488	77
7500	41
7505	2
7543	34
7566	3
7572	13
7582	24
7617	3
7658	55
7664	141
7674	18
7703	3
7736	13
7783	6
7800	135
7818	1684
7843	471
7847	8
7926	13
7928	129
7943	9
7948	42
7953	36
7969	76
7997	32
8005	10
8016	185
8041	70
8065	3
8070	408
8071	35
8099	214
8105	6
8106	30
8128	97
8132	119
8142	69
8232	8
8246	3
8254	1
8259	15
8268	2
8322	90
8333	1
8334	2
8335	6
8393	13
8394	18
8399	24
8404	4
8411	14
8433	43
8437	112
8441	2
8442	3
8458	9
8473	369
8482	10
8498	40
8500	4
8525	213
8530	69
8547	6
8549	68
8552	7
8562	8
8564	75
8608	14
8610	2
8613	17
8621	1065
8642	12
8653	3
8654	432
8656	17
8657	118
8672	2
8685	312
8691	31
8738	24
8748	248
8754	59
8758	65
8759	25
8762	30
8777	496
8778	304
8784	2
8789	71
8798	109
8799	2
8801	3
8805	2
8832	60
8847	41
8859	2
8860	21
8893	1
8930	3
8946	1401
8947	40
8961	9
8962	333
8984	1387
8993	83
9005	4
9017	209
9018	877
9025	1
9029	13
9048	80
9051	55
9056	6
9058	303
9064	11
9069	21
9073	1
9077	133
9098	1
9107	1
9116	59
9118	2
9124	1
9126	9
9129	1
9135	13
9139	19
9144	895
9145	1
9150	10
9155	52
9156	246
9157	3
9167	287
9178	9
9183	180
9202	222
9216	4
9218	125
9231	2
9269	1
9283	2
9289	6
9292	4
9322	7
9340	32
9349	6
9357	1
9359	1
9362	1
9364	1
9372	4
9379	7
9382	38
9396	57
9397	10
9400	13
9406	1
9407	33
9414	40
9415	108
9425	160
9432	3
9437	4
9439	105
9442	2172
9444	125
9452	55
9458	11
9460	39
9475	1
9476	556
9479	99
9484	68
9485	65
9489	353
9494	137
9509	139
9510	93
9520	3
9524	3
9533	78
9538	2
9545	28
9556	197
9576	66
9590	534
9615	168
9643	384
9648	1
9658	2
9667	402
9668	144
9673	153
9674	54
9677	5219
9681	4105
9682	921
9684	20
9689	2117
9692	141
9696	37
9702	4128
9703	354
9706	4
9708	553
9709	941
9719	139
9721	23
9727	615
9729	1916
9734	125
9738	309
9739	2202
9740	1420
9744	1257
9745	1563
9749	213
9761	610
9763	2501
9764	935
9769	3667
9770	1
9771	513
9774	881
9779	689
9784	30425
9786	7724
9788	524
9789	2035
9793	417
9797	394
9798	998
9799	128
9800	2147
9802	268
9805	2811
9810	1917
9811	43489
9812	6
9815	2416
9816	2303
9817	737
9818	390
9820	3638
9821	992
9822	132
9825	587
9827	1
9830	1888
9836	7204
9837	36
9840	38
9849	631
9862	86
9877	2
9889	213
9890	233
9894	17
9895	17
9900	11
9902	13
9905	5
9908	1
9910	49
9926	35
9929	22
9958	31
9960	1
9969	24
9970	10
9980	9
9986	17
9987	18
9992	31
9993	27
9994	2
9998	6
10000	12
10004	1
10005	13
10006	24
10007	23
10012	8
10018	64
10023	13
10024	18
10034	10
10040	24
10045	41
10055	225
10112	78
10113	193
10114	5
10116	25
10118	74
10123	12
10124	113
10132	114
10134	40
10148	235
10164	77
10169	155
10194	9
10202	1063
10203	94
10211	52
10213	25
10223	64
10245	30
10254	1396
10255	6
10259	7
10264	27
10274	25
10275	12
10286	8
10287	816
10297	1
10300	17
10311	187
10316	43
10335	4
10345	56
10354	23
10364	17
10367	10
10377	6
10380	52
10387	2
10392	336
10402	176
10406	18
10411	12
10421	1
10426	116
10428	8
10434	33
10442	1
10466	107
10473	1463
10527	43
10529	522
10532	511
10537	87
10561	17
10571	1
10585	1
10599	35
10620	58
10632	8
10661	6
10693	91
10700	64
10719	1
10726	5
10731	2
10754	2
10792	9
10809	2
10843	53
10861	6
10862	1
10890	19
10908	2
10913	5
10952	1
10953	15
10962	42
10972	45
10979	56
10987	5
10989	104
11008	24
11037	261
11039	71
11042	14
11057	67
11078	26
11082	9
11088	243
11095	63
11101	178
11103	523
11117	107
11131	92
11136	381
11150	298
11155	2
11158	1183
11160	330
11173	3133
11178	1
11180	17
11188	204
11189	4
11200	120
11205	1945
11206	83
11207	1
11213	19
11214	3
11221	1
11251	8
11255	2
11266	2
11273	131
11305	1
11310	36
11315	11
11340	5
11386	4
11387	1
11435	16
11440	1
11445	4
11460	2
11504	76
11511	8
11580	1
11603	7
11604	59
11614	80
11681	2
11682	45
12038	2
12157	1
12176	2
12177	6
12265	102
12432	43
12453	4
12539	1
12680	2
12689	8
12782	24
12825	2
12843	4
12884	17
12936	14
12938	16
12953	31
12955	112
12970	9
13001	15
13006	126
13016	176
13388	9
13392	24
13444	12
13445	4
13524	101
13600	1
13714	1
13770	4
13879	2
14063	3
14211	6
14581	7
14713	4
14722	10
14772	7
14801	4
14818	69
14836	1
14846	48
14847	125
14849	29
14851	10
14896	191
14902	31
15055	1
15210	36
15551	1
19230	45
19305	10
19503	10
21090	1
21101	43
21228	16
22392	95
22401	1
22480	5
23160	5
23177	46
23215	3
23318	2
23415	3
24936	6
27905	4
28750	23
28946	8
29440	10
30933	7
30935	9
30946	1
30961	4
30977	10
31121	37
31532	18
32566	1
32919	33
32961	5
34130	1
34740	12
34802	22
35081	64
35107	2
35504	1
35941	8
36169	201
36396	1
37721	64
38492	8
39135	7
40343	17
40358	4
41642	5
42469	1
43325	2
43521	76
43566	17
43633	137
43668	18
43760	8
43779	1
43807	137
43882	14
43938	37
43943	58
44106	1
44127	4
44170	272
44301	8
44316	1
44323	1
44347	33
44371	1434
44412	313
44480	1
44530	2
44674	50
44694	7
44753	17
44798	5
44800	37
44807	10
44812	80
44837	10
44856	57
44891	3
44904	8
45035	5
45041	3
45160	3
45243	2
45274	3
45292	1
45360	33
45594	2
47967	123
47972	7
48131	1
53512	2
56840	8
58758	13
61196	105
65402	1
69598	2
74023	3
78458	1
80183	33
83629	1
84274	32
84787	4
87866	9
89923	82
89925	11
91459	12
91599	1
91957	3
92516	9
94388	3
94507	3
95010	55
95161	5
95189	1
95302	77
95760	18
96233	15
96434	4
96469	5
96789	2
96920	19
96976	10
97010	59
97018	7
99842	15
101493	166
102449	3
102485	2
106951	56
111576	2
111788	4
112448	5
117341	4
117372	2
117624	162
117749	24
117780	2
118226	2
118374	2
120088	1
120232	1
120316	218
120419	2
123548	35
124217	1
124377	1
128897	1
132662	16
132665	1
134470	49
135301	524
135847	170
136027	3
136388	1
136514	50
136540	3
136648	12
136897	2
136949	2
137059	3
137310	3
137698	1
137966	10
138552	19
138980	38
139017	13
141516	1
142155	2
142250	172
142320	12
143101	2
143236	12
148603	3
148800	2
149776	2
149969	23
149998	1
150555	3
150831	1
151576	78
151924	1
152140	2
153030	112
156504	548
157735	5
157909	13
158041	32
160056	1
166474	7
166850	1
167022	2
167083	14
167882	125
169728	751
169788	310
171371	1
171395	12
171426	6
171474	43
178885	2
179164	2
180502	15
180504	1
180527	62
180552	5
180567	1
180988	99
182579	13
184387	14
184765	8
187842	22
196703	38
197709	1
198401	1
198622	2
199051	1
201114	3
201125	6
201224	130
201490	10
202522	2
202532	1
202546	802
202653	113
202808	11
202854	3
203028	3
203109	24
203331	224
203536	1
204694	1
204764	3
204781	76
204783	5
204791	38
204801	10
204831	17
204850	5
204853	35
204873	39
204910	343
204937	380
204943	2
204976	14
204982	3
205004	65
205005	6
205010	12
205012	8
205020	10
205030	46
205057	791
205064	1
205073	84
205074	7
205079	29
205090	150
205112	23
205116	10
205118	2
205125	182
205130	841
205137	150
205139	145
205181	325
205186	39
205190	53
205192	111
205196	215
205198	21
205206	247
205208	62
205231	5
205244	3274
205259	4773
205260	1
205276	32038
205278	695
205297	886
205303	1083
205304	120
205309	427
205326	916
205328	11042
205330	29
205332	6082
205333	1
205334	842
205340	9
205365	2
205399	1
205408	1
205414	1
205419	1
205421	17
205429	1
205431	4
205447	3
205448	5
205457	13
205459	13
205489	12
205496	67
205503	2
205522	45
205527	192
205534	24
205535	7
205540	153
205545	2
205547	9
205583	412
205593	21
205608	539
205617	1
205621	5
205658	140
205665	277
205673	11
205679	148
205681	247
205684	91
205687	291
205701	26
205727	68
205738	38
205786	345
205787	2008
205797	59
205798	7
205804	13
205805	38
205809	9
205814	24
205839	8
205857	25
205979	1
205988	16
205990	84
205998	22
205999	3
206013	3
206019	247
206021	28
206039	7
206044	138
206051	4
206061	2
206073	9
206074	5
206081	60
206102	18
206112	1
206117	9
206125	70
206149	2
206154	67
206171	3
206177	45
206180	4
206185	563
206187	79
206189	44
206201	4
206202	57
206207	82
206209	17
206212	16
206225	4
206230	42
206239	113
206245	56
206256	11
206274	235
206295	8
206311	23
206344	29
206368	854
206375	291
206392	4
206407	45
206442	150
206465	21
206471	100
206623	2
206645	2
206653	3
206660	3
206672	39
206679	4
206705	1
206710	1
206715	56
206718	43
206728	11
206738	9
206750	13
206755	235
206760	64
206765	25
206769	20
206770	16
206774	97
206797	31
206826	1
206831	34
206842	25
206843	8
206849	158
206850	11
206871	31
206914	35
206938	68
206953	168
206977	13
206996	39
206997	34
207013	5724
207015	33
207023	174
207028	38
207051	1348
207175	2
207176	17
207199	18
207209	39
207235	129
207240	1368
207241	516
207246	55
207297	1
207302	6
207338	67
207339	3
207340	37
207350	116
207377	452
207385	1
207387	3
207393	16
207394	10
207422	32
207439	4
207469	3
207480	169
207489	492
207494	28
207505	4
207516	5
207517	278
207537	2
207542	27
207553	92
207554	3
207573	51
207574	7
207581	7
207582	21
207590	24
207606	9
207611	8
207618	399
207621	7
207623	75
207637	25
207657	4
207676	13
207693	12
207694	213
207701	104
207703	37
207705	4
207712	9
207720	15
207726	152
207727	4
207736	37
207740	11
207745	91
207751	74
207765	70
207766	2
207782	61
207795	3
207799	231
207801	115
207819	149
207822	773
207827	46
207837	23
207850	225
207863	107
207875	3
207885	2
207886	2
207894	1002
207900	326
207901	1
207902	7
207904	1649
207909	5
207911	78
207916	278
207944	1
207947	1
207959	9
207963	1
207973	6
207982	7
207992	19
207998	11
208022	53
208032	35
208034	18
208036	11
208049	596
208057	7
208069	7
208071	71
208079	1
208105	37
208113	6
208118	1
208127	3
208152	534
208153	142
208171	37
208180	8
208181	405
208186	252
208197	3
208198	4
208227	12
208237	30
208265	4
208278	9
208279	4
208283	213
208284	205
208298	5
208314	177
208322	3
208327	10
208339	20
208347	237
208352	60
208354	1
208357	50
208359	4
208364	7
208369	2
208396	227
208421	1
208422	227
208423	101
208435	1629
208439	1
208451	172
208457	10
208465	5
208467	3
208496	43
208539	3
208543	3
208548	109
208549	4
208550	16
208558	135
208563	1
208572	78
208579	31
208580	33
208586	69
208630	61
208632	130
208649	6
208661	1013
208663	87
208667	18
208668	3
208669	2
208675	182
208685	47
208687	15
208694	183
208695	294
208700	217
208714	11
208715	111
208730	144
208732	87
208750	173
208756	229
208758	1
208785	44
208790	1270
208809	1
208820	62
208826	56
208828	297
208834	3
208835	24
208851	85
208868	139
208891	8
208901	228
208908	70
208914	44
208919	20
208924	6
208936	195
208941	25
208946	880
208951	2129
208956	126
208964	865
208984	243
208989	212
209015	55
209028	22
209029	8
209055	1
209065	9
209078	24
209127	2
209140	3
209237	59
209242	8
209244	1
209327	9
209346	42
209354	1
209356	5
209373	5
209380	96
209418	15
209420	265
209438	9
209480	46
209485	4
209505	6
209515	160
209517	60
209520	39
209523	17
209525	1
209554	372
209581	1
209613	4
209614	3
209623	229
209640	52
209641	5
209649	20
209661	208
209671	79
209675	25
209691	35
209692	2
209699	5102
209724	156
209731	149
209746	1
209776	115
209786	204
209787	359
209803	79
209869	1
209884	36
209937	28
210162	55
210183	9
210195	391
210206	39
210225	1
210226	23
210272	13
210282	17
210307	216
210390	30
210395	25
210408	4
210417	934
210418	1
210420	728
210422	3
210506	8
210539	1
210591	35
210638	22
210644	6
210651	89
210661	1868
210672	3
210682	455
210706	378
210708	1
210713	497
210718	1
210741	101
210760	1
210773	19
210867	40
210908	14
210979	20
211014	1
211080	1
211097	10
211107	69
211135	21
211149	5
211181	220
211192	493
211202	1
211203	1047
211209	2
211251	105
211253	182
211589	1
211627	5
211654	6
211698	1
211714	30
211764	2
211781	4
211797	9
211852	1
211979	44
212047	65
212054	9
213416	1
214899	11
215694	2
216178	7
218355	2
224229	2
224366	16
225841	26
225896	16
225975	9
225991	9
229585	21
232474	101
232874	17
234574	4
235006	1
236479	1
236575	4
238008	27
238724	4
239813	853
242124	11
245147	2
246193	2
253568	92
254257	27
254269	14
254609	9
255427	3
255671	2
255904	11
255922	5
255973	179
256012	84
257005	4
257007	1
257112	2
260585	3
260694	7
261412	5
