Insertion,Frequency,Orientation
1471,1,plus
2621,10,plus
2735,8,plus
2746,27,plus
2759,63,plus
2809,2,plus
5321,1,minus
5331,9,minus
5337,1,minus
5344,3,minus
5349,1,minus
5353,2,plus
5373,233,plus
5376,1,minus
5381,7,minus
5386,78,minus
5386,56,plus
5393,144,plus
5401,20,minus
5403,702,plus
5411,16,minus
5422,3552,plus
5423,8,minus
5427,2,minus
5429,832,plus
5435,3229,plus
5437,43,minus
5441,7,minus
5443,35,minus
5476,49,plus
5481,1096,plus
5489,27,minus
5490,46,minus
5497,4,minus
5502,32,minus
5502,6,plus
5510,118,plus
5516,8,plus
5518,56,minus
5519,75,plus
5526,5563,plus
5528,3,minus
5534,727,minus
5539,298,minus
5542,33,plus
5544,21,minus
5545,2,minus
5550,45,minus
5552,4,plus
5553,120,minus
5560,179,minus
5563,12,plus
5571,66,minus
5587,8,plus
5590,519,minus
5592,140,plus
5597,164,plus
5599,8,plus
5605,1218,minus
5607,225,plus
5610,968,minus
5615,1494,minus
5616,142,plus
5617,10,plus
5618,23,plus
5620,334,minus
5623,236,minus
5626,89,minus
5630,18,plus
5638,91,plus
5639,47,minus
5639,62,plus
5640,1,plus
5645,42,minus
5645,232,plus
5646,54,minus
5647,14,minus
5647,636,plus
5648,318,minus
5653,4363,minus
5655,1719,minus
5660,27,minus
5665,831,minus
5666,1,minus
5675,2,plus
5677,109,minus
5687,7,plus
5692,180,plus
5701,50,plus
5706,87,minus
5709,1898,minus
5711,8710,minus
5712,1,minus
5727,32,plus
5729,347,minus
5732,85,plus
5734,1444,minus
5735,316,minus
5736,79,minus
5738,17,minus
5740,873,minus
5745,145,minus
5745,5,plus
5746,4,plus
5747,45,plus
5751,3,plus
5753,6739,minus
5755,269,minus
5755,248,plus
5756,2,plus
5760,160,plus
5777,5,plus
5778,15,minus
5780,1,minus
5793,8,plus
5795,4479,minus
5795,677,plus
5796,4562,minus
5796,46,plus
5803,9032,minus
5803,86,plus
5804,11933,minus
5806,1260,minus
5808,2,plus
5811,6666,minus
5816,5408,minus
5816,10,plus
5821,65,plus
5823,1,minus
5824,3486,minus
5829,25851,minus
5831,5,plus
5846,1137,minus
5847,7948,minus
5865,544,minus
5867,6,plus
5875,4720,minus
5876,278,minus
5884,32,plus
5885,14,plus
5887,12631,minus
5888,1,minus
5889,5,plus
5892,1,minus
5893,8878,minus
5894,1,minus
5894,25,plus
5902,4644,minus
5915,4844,minus
5930,39,plus
5936,33,plus
5943,1,minus
