Insertion,Frequency,Orientation
2688,1,plus
2735,5,plus
2759,183,plus
5321,2,minus
5331,4,minus
5344,3,minus
5368,77,plus
5376,5,minus
5381,17,minus
5386,74,minus
5386,133,plus
5393,1,plus
5401,103,minus
5401,82,plus
5403,406,plus
5411,15,minus
5422,2634,plus
5423,21,minus
5427,2,minus
5429,588,plus
5435,2819,plus
5437,30,minus
5441,6,minus
5443,25,minus
5481,1477,plus
5489,13,minus
5490,87,minus
5497,19,minus
5510,71,plus
5518,109,minus
5519,1,plus
5526,5524,plus
5534,705,minus
5539,306,minus
5544,13,minus
5545,79,minus
5550,36,minus
5553,70,minus
5560,45,minus
5563,30,plus
5571,30,minus
5587,136,plus
5590,551,minus
5592,202,plus
5597,219,plus
5605,1383,minus
5607,285,plus
5610,974,minus
5615,1574,minus
5616,6,plus
5618,101,plus
5620,402,minus
5623,275,minus
5626,168,minus
5630,8,plus
5631,1,plus
5638,17,plus
5639,39,minus
5640,5,plus
5645,190,minus
5645,460,plus
5646,208,minus
5647,653,plus
5648,369,minus
5653,5239,minus
5655,1702,minus
5660,85,minus
5665,515,minus
5677,47,minus
5687,73,plus
5692,21,plus
5701,29,plus
5706,151,minus
5709,2366,minus
5711,9406,minus
5711,1,plus
5721,5,plus
5728,20,plus
5729,85,minus
5732,3,plus
5734,1199,minus
5735,268,minus
5736,58,minus
5738,22,minus
5740,1472,minus
5745,585,minus
5745,29,plus
5746,24,plus
5747,145,plus
5753,6305,minus
5754,48,minus
5755,127,minus
5755,355,plus
5760,55,plus
5772,81,plus
5777,131,plus
5793,2,plus
5795,5396,minus
5795,432,plus
5796,2730,minus
5796,14,plus
5803,8789,minus
5803,241,plus
5804,13293,minus
5806,533,minus
5808,28,plus
5811,7178,minus
5816,5347,minus
5821,192,plus
5824,3186,minus
5829,22167,minus
5846,246,minus
5847,3317,minus
5865,1669,minus
5866,1,minus
5867,4,plus
5875,4577,minus
5876,14,minus
5884,44,plus
5885,33,plus
5887,8829,minus
5888,1,minus
5889,2,plus
5892,4,plus
5893,11356,minus
5894,1,minus
5894,21,plus
5895,1,minus
5902,3619,minus
5915,6433,minus
5924,9,plus
5930,22,plus
5936,57,plus
5943,2,minus
5944,15,minus
5951,3,minus
5953,3,plus
5954,133,plus
5959,30,plus
5964,661,plus
5972,25,minus
5979,8,plus
6028,1,plus
6036,90,minus
6037,168,minus
6045,65,plus
6060,5,minus
6165,6,minus
6192,114,minus
6196,1,minus
6214,16,minus
6230,2,minus
6236,3,plus
6244,350,minus
6248,40,plus
6256,14,minus
6281,242,minus
6321,9,plus
6353,4,plus
6449,9,minus
6450,1,minus
6476,1,plus
6505,25,minus
6521,16,minus
6527,33,minus
6571,22,minus
6612,29,minus
6668,188,minus
6734,2,minus
6768,1,plus
6786,51,minus
6806,38,minus
6808,68,minus
6834,61,minus
6860,19,plus
6956,11,plus
7001,1,plus
7013,1,plus
7139,3,plus
7151,92,minus
7154,9,plus
7180,8,plus
7188,53,minus
7252,1,minus
7285,231,plus
7292,97,plus
7300,7,minus
7313,8,plus
7314,2,plus
7315,1,plus
7325,1,plus
7326,3,plus
7341,16,minus
7358,1,plus
7366,5,minus
7396,3,minus
7461,156,plus
7464,59,minus
7469,1,minus
7476,10,plus
7483,13,plus
7484,4,minus
7486,2,plus
7487,8,plus
7488,45,plus
7495,62,minus
7496,212,minus
7505,27,plus
7508,236,minus
7513,1,minus
7543,2,plus
7551,48,minus
7574,1,minus
7580,14,minus
7590,2,minus
7625,3,minus
7662,14,plus
7666,54,minus
7672,75,minus
7676,10,minus
7711,2,minus
7742,4,plus
7744,13,minus
7761,10,plus
7777,6,plus
7808,22,minus
7808,9,plus
7826,1385,minus
7843,17,plus
7851,265,minus
7857,1,plus
7861,1,minus
7911,5,plus
7936,29,minus
7943,5,plus
7949,3,minus
7953,4,plus
7956,23,minus
7961,12,minus
7977,94,minus
8005,7,minus
8024,132,minus
8049,23,minus
8065,5,plus
8073,20,minus
