Insertion	Frequency
2767	1
5332	2
5394	51
5401	675
5411	307
5430	2896
5437	1011
5443	2397
5489	1863
5496	2
5510	13
5518	286
5524	154
5534	4651
5550	16
5590	2
5600	283
5605	59
5615	86
5624	164
5625	2
5626	17
5638	1
5639	7
5646	118
5647	27
5653	312
5655	443
5695	1
5700	13
5736	23
5738	1
5740	1
5754	15
5755	13
5763	55
5768	33
5780	34
5785	2
5801	31
5803	587
5804	34
5811	53
5829	10
5875	16
5892	11
5897	2
5900	3
5902	99
5936	44
5938	48
5944	15
5957	30
5961	16
5962	40
5966	1
5967	64
5972	330
5987	1
6034	1
6036	6
6053	29
6060	1
6256	26
6360	4
6424	11
6470	10
6566	29
6868	66
6964	96
6998	6
7188	22
7216	37
7293	132
7300	140
7322	2
7324	1
7366	4
7469	32
7484	2
7491	2
7494	3
7495	2
7496	37
7513	6
7518	1
7551	3
7656	1
7676	1
7750	1
7865	2
7919	3
7961	4
8140	11
8254	21
8276	1
8330	165
8402	31
8407	19
8445	277
8466	2
8481	649
8533	1
8550	127
8555	553
8557	3
8565	15
8572	8
8601	1393
8629	305
8650	76
8662	150
8665	20
8674	33
8693	152
8694	19
8708	20
8725	108
8746	1
8752	23
8762	35
8767	5
8772	3
8785	28
8786	49
8791	2
8792	13
8797	32
8801	8
8811	5
8818	19
8840	1
8855	3
8868	3
8903	3
8912	3
8916	1
8965	23
8979	7
8985	19
8992	2068
9002	250
9003	537
9007	6
9014	542
9016	108
9022	1
9023	30
9026	155
9032	6
9056	3
9061	687
9064	587
9066	28
9067	73
9072	1230
9079	228
9083	32
9085	1009
9096	70
9100	187
9110	6
9122	40
9125	281
9126	2
9132	81
9134	15
9137	18
9142	1283
9147	74
9151	1
9152	28374
9158	250
9163	328
9165	178
9175	1
9176	675
9181	151
9191	1407
9200	1
9210	398
9225	1157
9226	151
9239	132
9255	363
9260	188
9261	13
9269	2
9271	49
9272	130
9277	11
9279	30
9289	5
9297	347
9299	47
9300	25
9314	4
9330	176
9335	43
9338	64
9343	96
9347	1
9348	290
9355	13
9356	71
9357	94
9367	1
9380	16
9390	116
9394	6
9401	59
9404	65
9405	18
9408	9
9415	65
9420	2
9423	65
9433	116
9450	669
9452	44
9460	18
9468	12
9483	2
9492	4
9493	7
9497	52
9509	1
9517	13
9525	6
9534	1
9584	1
9585	2
9598	1
9656	153
9690	4
9704	7
9710	2
9711	1
9714	4
9716	1
9737	1
9747	17
9748	1
9753	1
9769	7
9772	15
9773	3
9782	4
9787	108
9792	122
9794	38
9797	3
9801	2
9803	1
9805	26
9818	1
9819	904
9823	15
9824	363
9828	32
9830	3
9833	10
9834	35
9843	1
9848	1
9857	4
9870	419
9880	49
9885	15
9897	2
9898	81
9902	4
9910	1
9913	57
9916	12
9918	189
9934	10
9966	132
9967	16
9973	1
9978	121
9988	1
9989	2
9994	303
9995	68
9996	42
10000	1
10001	66
10002	11
10006	2
10007	27
10008	26
10015	64
10020	30
10025	75
10026	311
10032	133
10042	11
10048	15
10053	37
10055	2
10063	10
10065	5
10071	9
10116	5
10121	107
10127	1
10146	13
10156	9
10172	1
10197	34
10209	1
10210	24
10211	14
10228	13
10256	2
10262	213
10272	4
10277	1
10282	2
10293	1
10294	9
10295	61
10296	13
10300	25
10318	1
10319	27
10324	8
10352	94
10375	6
10380	9
10388	290
10400	104
10410	71
10424	147
10429	2
10432	3
10442	106
10450	17
10460	89
10474	9
10476	1
10481	4
10492	2
10493	1
10569	8
10579	1
10592	16
10593	1
10640	16
10646	1
10673	3
10694	1
10701	13
10719	2
10729	75
10734	239
10762	2
10802	6
10841	3
10846	3
10851	2
10852	172
10869	20
10870	138
10874	136
10876	139
10921	4
10946	4
10949	6
10960	116
10968	3
10970	116
10995	1
10997	711
11031	59
11045	34
11050	71
11065	532
11070	19
11078	302
11080	186
11086	407
11091	65
11096	1401
11102	1
11111	72
11120	73
11127	1
11135	7
11142	22
11144	60
11158	114
11166	759
11168	418
11181	1682
11196	1
11201	12
11204	1
11213	273
11214	57
11221	145
11229	130
11239	101
11244	5
11254	56
11263	11
11264	499
11271	17
11281	275
11282	35
11287	19
11288	109
11292	50
11301	30
11318	92
11323	24
11329	66
11340	108
11348	56
11349	65
11394	30
11395	37
11408	9
11410	7
11432	27
11438	7
11439	4
11443	7
11445	4
11453	2
11487	11
11501	2
11512	8
11519	37
11553	1
11558	4
11566	26
11573	1
11583	2
11588	6
11592	54
11611	2
11612	63
11617	29
11622	1
11635	1
11640	1
11683	3
11690	63
11700	33
11722	28
11738	7
11739	11
11749	48
11774	21
11790	7
11797	42
11798	2
11815	180
11825	63
11831	3
11832	35
11844	222
11845	954
11850	1411
11855	637
11857	15
11858	18
11859	78
11864	397
11865	397
11889	242
11895	7
11906	86
11908	25
11916	21
11919	188
11921	1144
11922	1
11927	86
11937	2
11938	63
11942	95
11964	370
11986	34
11991	2
12003	56
12010	7
12021	7
12028	134
12046	108
12059	9
12069	247
12080	4
12082	104
12092	9
12108	30
12115	14
12117	11
12184	15
12201	11
12273	4
12498	5
12547	57
12924	1
13140	162
13141	19
13154	19
13593	4
13652	2
13892	13
13939	1
14030	3
14041	1
14071	20
14238	8
14436	5
14466	1
14589	274
14633	67
14639	1
14644	30
14704	222
14711	2
14716	1
14721	1
14794	4
14807	20
14817	1
14859	5
14888	1
14910	260
14936	1
14969	7
15202	1
15559	1
16231	3
17248	4
18611	1292
21109	21
21554	1
21999	2
23091	5
23249	2
23523	9
23650	8
26190	143
28057	28
29078	77
29222	3
29532	235
29593	7
29749	246
32899	3
34723	2
36750	9
36805	1
36964	30
37412	3
40854	1
41050	1
42413	2
43822	2
43825	7
43922	95
44024	68
44047	139
44113	8
44177	4
44178	1810
44324	1
44379	56
44672	37
44692	735
44807	5
44815	15
44830	55
44875	26
44954	18
45028	19
45030	1
45038	1
45180	11
45215	23
45308	90
45402	20
45439	3
45464	1
45602	2
45651	1
46279	1
47751	26
47924	2
48176	5
50998	1
53556	8
58886	1
61380	3
66469	1
68684	5
84237	6
86604	1
90187	15
90358	42
90580	1
90590	68
91665	1
91701	66
91913	13
92356	1
94194	4
94399	2
95300	2
95867	12
95894	5
96697	1
99528	1
100500	4
103595	1
106717	47
106791	1
107265	301
107641	13
108239	28
109741	1
112501	1
115819	15
116060	92
116288	2
117613	71
118144	2
118185	5
118369	11
118984	1
120633	9
120826	33
120897	2
123925	12
124404	4
125396	3
125577	12
133385	1
133487	1
133493	23
133652	5
134543	7
134786	131
135803	17
135916	1
136334	4
137698	8
137729	6
138052	7
138852	21
141471	88
150436	80
150481	12
151835	12
151873	27
153526	10
166416	600
166436	12
167525	8
169960	10
170145	3
171031	2
171770	3
171850	2
171910	2
172020	3
178858	2
180996	89
182439	8
182956	4
183280	10
183932	48
184373	10
184667	6
185427	1
185480	6
195874	6
196306	1
197743	1
198899	3
199098	17
199244	10
200957	20
201207	13
201343	100
201575	48
201687	13
202002	9
202783	102
203307	6
203836	1
204813	4
204881	5
204916	31
204918	78
204945	137
204973	40
204981	73
204990	8
205064	4
205065	600
205075	134
205098	62
205105	232
205114	263
205122	34
205126	11
205137	15
205145	25
205170	2
205224	7
205231	9
205267	9
205269	18
205273	12
205284	8
205301	11
205336	2
205340	21
205342	1
205346	2
205364	33
205369	278
205373	13
205402	16
205407	8
205416	6
205417	84
205422	421
205427	2
205429	6
205434	66
205449	22
205454	2
205455	14
205460	15
205462	1
205465	58
205467	1
205494	16
205496	1
205504	301
205512	270
205517	410
205542	231
205543	51
205548	615
205553	240
205562	18
205574	161
205591	2577
205601	82
205609	140
205616	31
205651	374
205653	302
205658	326
205673	529
205681	29
205689	457
205709	1591
205735	385
205738	307
205741	39
205746	1
205794	480
205795	6931
205800	155
205805	573
205806	3009
205810	19
205812	31
205817	35
205824	5
205847	37
205852	430
205855	221
205858	111
205860	159
205865	2968
205868	1039
205870	90
205888	211
205896	38
205901	9
205911	239
205912	70
205913	163
205921	6
205952	566
205966	78
205978	6
205987	82
205998	338
205999	62
206015	50
206021	48
206027	6
206047	6
206052	1379
206054	22
206081	2
206088	5
206089	324
206106	3
206125	1
206157	6
206177	8
206185	2
206193	6
206195	18
206197	1
206215	2
206217	10
206247	1
206282	35
206359	9
206438	8
206450	3
206515	77
206527	30
206582	15
206651	1
206679	2
206713	30
206730	2
206736	1
206746	220
206753	1
206758	126
206763	433
206768	278
206772	55
206777	104
206782	108
206787	180
206805	2
206850	1
206856	481
206857	982
206865	77
206874	162
206877	1106
206888	1
206894	42
206895	267
206902	5
206910	472
206922	118
206942	353
