Insertion	Frequency
5313	1
5324	2
5329	2
5335	1
5336	9
5341	1
5368	3
5373	5
5378	47
5393	10
5403	45
5415	34
5419	3
5429	187
5433	5
5435	30
5481	12
5482	23
5489	3
5494	8
5510	15
5520	2
5526	441
5531	190
5536	18
5537	40
5542	44
5545	119
5552	76
5563	37
5564	14
5582	310
5597	854
5602	943
5607	1294
5612	156
5615	205
5618	102
5631	127
5637	48
5638	121
5640	348
5645	3688
5647	1190
5652	21
5657	764
5669	32
5698	48
5701	1066
5703	5026
5716	21
5721	89
5726	896
5727	369
5730	72
5732	1113
5737	219
5745	4091
5747	75
5750	1
5773	1
5787	2353
5788	1948
5795	5223
5796	11441
5798	163
5803	5122
5808	5548
5816	1480
5821	16945
5838	6
5839	3686
5857	930
5867	1668
5868	142
5879	10380
5880	5
5884	126
5885	7204
5886	1
5894	398
5907	2354
5936	21
5943	29
5954	20
5964	26
6026	12
6028	153
6029	142
6052	54
6097	2
6184	251
6188	55
6206	171
6217	2
6222	1
6236	6
6248	116
6273	500
6460	4
6497	32
6513	19
6543	22
6563	7
6660	101
6726	80
7143	171
7167	3
7270	3
7290	1
7292	11
7333	31
7360	2
7456	115
7461	14
7476	24
7487	3
7488	178
7500	60
7543	26
7572	95
7582	142
7617	2
7658	33
7664	104
7667	4
7674	2
7703	17
7736	11
7771	2
7783	1
7800	164
7818	924
7843	122
7847	15
7928	39
7941	3
7943	111
7948	36
7969	37
7997	41
8016	86
8041	156
8065	123
8070	330
8071	3
8099	274
8106	31
8128	137
8132	69
8142	292
8218	1
8254	1
8259	35
8268	38
8303	3
8322	47
8393	3
8394	32
8399	2
8404	28
8411	14
8437	144
8458	31
8473	229
8498	16
8525	30
8530	116
8542	6
8547	9
8549	8
8552	1
8562	36
8564	128
8599	14
8608	19
8610	1
8613	27
8621	614
8653	1
8654	319
8656	2
8657	31
8685	256
8700	2
8718	1
8738	11
8748	36
8754	118
8758	5
8759	6
8760	9
8762	2
8777	409
8778	29
8784	6
8789	14
8798	13
8801	109
8805	15
8832	107
8847	300
8851	32
8860	8
8879	1
8893	3
8898	1
8929	60
8930	6
8946	488
8947	166
8962	81
8984	383
9017	163
9018	1371
9048	110
9051	163
9056	13
9058	239
9064	20
9073	18
9077	13
9116	68
9126	2
9135	4
9139	23
9144	727
9149	6
9150	3
9155	39
9156	77
9157	6
9167	149
9178	92
9183	43
9202	284
9217	5
9218	175
9231	1
9269	2
9283	1
