Insertion	Frequency
2710	1
2767	359
5332	13
5401	197
5409	3
5411	906
5430	2050
5437	776
5443	3386
5455	29
5489	1339
5518	163
5527	190
5534	5393
5558	11
5595	78
5600	366
5605	136
5615	738
5624	271
5626	27
5638	3
5639	1
5646	230
5647	3
5648	3
5653	170
5655	691
5683	13
5695	107
5700	91
5709	21
5719	3
5729	9
5740	3
5753	176
5754	47
5755	4
5759	5
5763	256
5768	340
5785	6
5803	374
5804	82
5811	70
5816	33
5829	121
5839	9
5875	68
5892	55
5893	11
5897	3
5900	4
5902	82
5938	41
5944	96
5957	14
5961	14
5962	56
5967	61
5972	331
5987	4
6034	2
6036	1
6053	17
6060	1
6256	36
6274	4
6329	6
6360	2
6361	3
6484	4
6617	3
6901	3
6964	1
7021	28
7059	5
7162	1
7188	14
7278	42
7293	100
7300	10
7331	1
7469	48
7484	7
7491	15
7495	6
7496	27
7513	14
7551	1
7666	12
7676	1
7750	5
7769	9
7851	11
7865	1
7919	5
7921	2
7942	2
7951	1
7961	3
8015	2
8073	71
8078	12
8140	19
8240	28
8254	57
8276	1
8330	155
8392	12
8402	7
8407	110
8436	22
8445	183
8466	9
8476	6
8481	664
8508	2
8550	144
8555	586
8557	9
8572	3
8601	1721
8615	2
8629	353
8650	86
8662	81
8665	86
8674	38
8693	268
8694	22
8708	16
8725	156
8733	1
8736	10
8746	23
8752	70
8762	39
8767	8
8785	27
8786	11
8791	19
8792	6
8797	47
8810	3
8811	8
8818	4
8855	11
8868	16
8903	10
8911	1
8912	1
8916	4
8955	2
8965	5
8970	4
8982	6
8985	127
8992	2367
8995	1
9001	1
9002	127
9003	10
9007	65
9013	45
9014	232
9016	18
9023	36
9026	8
9032	14
9049	41
9056	3
9061	22
9064	1331
9066	410
9067	168
9072	821
9079	27
9083	19
9085	1084
9093	10
9100	188
9117	29
9125	151
9126	192
9132	2
9134	95
9137	58
9142	769
9147	130
9151	3
9152	35769
9158	403
9163	358
9165	266
9176	349
9181	260
9186	82
9191	1325
9192	1
9210	226
9225	741
9226	323
9239	299
9250	1
9255	64
9260	212
9269	4
9271	261
9272	116
9277	7
9279	6
