Insertion,Frequency,Orientation
2759,1,plus
5321,1,minus
5324,2,plus
5332,2,minus
5337,2,minus
5343,1,minus
5344,9,minus
5349,1,minus
5376,3,minus
5381,5,minus
5386,47,minus
5386,51,plus
5393,675,plus
5401,10,minus
5403,307,plus
5411,45,minus
5422,2896,plus
5423,34,minus
5427,3,minus
5429,1011,plus
5435,2397,plus
5437,187,minus
5441,5,minus
5443,30,minus
5481,1863,plus
5488,2,plus
5489,12,minus
5490,23,minus
5497,3,minus
5502,8,minus
5502,13,plus
5510,286,plus
5516,154,plus
5518,15,minus
5526,4651,plus
5528,2,minus
5534,441,minus
5539,190,minus
5542,16,plus
5544,18,minus
5545,40,minus
5550,44,minus
5553,119,minus
5560,76,minus
5571,37,minus
5572,14,minus
5582,2,plus
5590,310,minus
5592,283,plus
5597,59,plus
5605,854,minus
5607,86,plus
5610,943,minus
5615,1294,minus
5616,164,plus
5617,2,plus
5618,17,plus
5620,156,minus
5623,205,minus
5626,102,minus
5630,1,plus
5631,7,plus
5638,118,plus
5639,127,minus
5639,27,plus
5645,48,minus
5645,312,plus
5646,121,minus
5647,443,plus
5648,348,minus
5653,3688,minus
5655,1190,minus
5660,21,minus
5665,764,minus
5677,32,minus
5687,1,plus
5692,13,plus
5706,48,minus
5709,1066,minus
5711,5026,minus
5724,21,minus
5728,23,plus
5729,89,minus
5730,1,plus
5732,1,plus
5734,896,minus
5735,369,minus
5738,72,minus
5740,1113,minus
5745,219,minus
5746,15,plus
5747,13,plus
5753,4091,minus
5755,75,minus
5755,55,plus
5758,1,minus
5760,33,plus
5772,34,plus
5777,2,plus
5781,1,minus
5793,31,plus
5795,2353,minus
5795,587,plus
5796,1948,minus
5796,34,plus
5803,5223,minus
5803,53,plus
5804,11441,minus
5806,163,minus
5811,5122,minus
5816,5548,minus
5821,10,plus
5824,1480,minus
5829,16945,minus
5846,6,minus
5847,3686,minus
5865,930,minus
5867,16,plus
5875,1668,minus
5876,142,minus
5884,11,plus
5887,10380,minus
5888,5,minus
5889,2,plus
5892,126,minus
5892,3,plus
5893,7204,minus
5894,1,minus
5894,99,plus
5902,398,minus
5915,2354,minus
5928,44,plus
5930,48,plus
5936,15,plus
5944,21,minus
5949,30,plus
5951,29,minus
5953,16,plus
5954,40,plus
5958,1,plus
5959,64,plus
5962,20,minus
5964,330,plus
5972,26,minus
5979,1,plus
6026,1,plus
6028,6,plus
6034,12,minus
6036,153,minus
6037,142,minus
6045,29,plus
6052,1,plus
6060,54,minus
6105,2,minus
6192,251,minus
6196,55,minus
6214,171,minus
6225,2,minus
6230,1,minus
6244,6,minus
6248,26,plus
6256,116,minus
6281,500,minus
6352,4,plus
6416,11,plus
6462,10,plus
6468,4,minus
6505,32,minus
6521,19,minus
6551,22,minus
6558,29,plus
6571,7,minus
6668,101,minus
6734,80,minus
6860,66,plus
6956,96,plus
6990,6,plus
7151,171,minus
7175,3,minus
7180,22,plus
7208,37,plus
7278,3,minus
7285,132,plus
7292,140,plus
7298,1,minus
7300,11,minus
7314,2,plus
7316,1,plus
7341,31,minus
7358,4,plus
7368,2,minus
7461,32,plus
7464,115,minus
7469,14,minus
7476,2,plus
7483,2,plus
7484,24,minus
7486,3,plus
7487,2,plus
7488,37,plus
7495,3,minus
7496,178,minus
7505,6,plus
7508,60,minus
7510,1,plus
7543,3,plus
7551,26,minus
7580,95,minus
7590,142,minus
7625,2,minus
7648,1,plus
7666,33,minus
7668,1,plus
7672,104,minus
7675,4,minus
7682,2,minus
7711,17,minus
7742,1,plus
7744,11,minus
7779,2,minus
7791,1,minus
7808,164,minus
7826,924,minus
7851,122,minus
7855,15,minus
7857,2,plus
7911,3,plus
7936,39,minus
7949,3,minus
7951,111,minus
7953,4,plus
7956,36,minus
7977,37,minus
8005,41,minus
8024,86,minus
8049,156,minus
8073,123,minus
8078,330,minus
8079,3,minus
8107,274,minus
8114,31,minus
8132,11,plus
8136,137,minus
8140,69,minus
8150,292,minus
8226,1,minus
8246,21,plus
8262,1,minus
8267,35,minus
8268,1,plus
8276,38,minus
8311,3,minus
8322,165,plus
8330,47,minus
8394,31,plus
8399,19,plus
8401,3,minus
8402,32,minus
8407,2,minus
8412,28,minus
8419,14,minus
8437,277,plus
8445,144,minus
8458,2,plus
8466,31,minus
8473,649,plus
8481,229,minus
8506,16,minus
8525,1,plus
8533,30,minus
8538,116,minus
8542,127,plus
8547,553,plus
8549,3,plus
8550,6,minus
8555,9,minus
8557,8,minus
8557,15,plus
8560,1,minus
8564,8,plus
8570,36,minus
8572,128,minus
8593,1393,plus
8607,14,minus
8616,19,minus
8618,1,minus
8621,27,minus
8621,305,plus
8629,614,minus
8642,76,plus
8654,150,plus
8657,20,plus
8661,1,minus
8662,319,minus
8664,2,minus
8665,31,minus
8666,33,plus
8685,152,plus
8686,19,plus
8693,256,minus
8700,20,plus
8708,2,minus
8717,108,plus
8726,1,minus
8738,1,plus
8744,23,plus
8746,11,minus
8754,35,plus
8756,36,minus
8759,5,plus
8762,118,minus
8764,3,plus
8766,5,minus
8767,6,minus
8768,9,minus
8770,2,minus
8777,28,plus
8778,49,plus
8783,2,plus
8784,13,plus
8785,409,minus
8786,29,minus
8789,32,plus
8792,6,minus
8793,8,plus
8797,14,minus
8803,5,plus
8806,13,minus
8809,109,minus
8810,19,plus
8813,15,minus
8832,1,plus
8840,107,minus
8847,3,plus
8855,300,minus
8859,32,minus
8860,3,plus
8868,8,minus
8887,1,minus
8895,3,plus
8901,3,minus
8904,3,plus
8906,1,minus
8908,1,plus
8937,60,minus
8938,6,minus
8954,488,minus
8955,166,minus
8957,23,plus
8970,81,minus
8971,7,plus
8977,19,plus
8984,2068,plus
8992,383,minus
8994,250,plus
8995,537,plus
8999,6,plus
9006,542,plus
9008,108,plus
9014,1,plus
9015,30,plus
9018,155,plus
9024,6,plus
9025,163,minus
9026,1371,minus
9048,3,plus
9053,687,plus
9056,110,minus
9056,587,plus
9058,28,plus
9059,163,minus
9059,73,plus
9064,13,minus
9064,1230,plus
9066,239,minus
9071,228,plus
9072,20,minus
9075,32,plus
9077,1009,plus
9081,18,minus
9085,13,minus
9088,70,plus
9092,187,plus
9102,6,plus
9114,40,plus
9117,281,plus
9118,2,plus
9124,68,minus
9124,81,plus
9126,15,plus
9129,18,plus
9134,2,minus
9134,1283,plus
9139,74,plus
9143,4,minus
9143,1,plus
9144,28374,plus
9147,23,minus
9150,250,plus
9152,727,minus
9155,328,plus
9157,6,minus
9157,178,plus
9158,3,minus
9163,39,minus
9164,77,minus
9165,6,minus
9167,1,plus
9168,675,plus
9173,151,plus
9175,149,minus
9183,1407,plus
9186,92,minus
9191,43,minus
9192,1,plus
9202,398,plus
9210,284,minus
9217,1157,plus
9218,151,plus
9225,5,minus
9226,175,minus
9231,132,plus
9239,1,minus
9247,363,plus
9252,188,plus
9253,13,plus
9261,2,plus
9263,49,plus
9264,130,plus
9269,11,plus
9271,30,plus
9277,2,minus
9281,5,plus
9289,347,plus
9291,1,minus
9291,47,plus
9292,25,plus
9297,6,minus
9300,3,minus
9306,4,plus
9314,1,minus
9322,176,plus
9327,43,plus
9330,11,minus
9330,64,plus
9335,96,plus
9338,3,minus
9339,1,plus
9340,290,plus
9347,13,plus
9348,42,minus
9348,71,plus
9349,94,plus
9357,2,minus
9359,1,plus
9370,2,minus
9372,1,minus
9372,16,plus
9380,2,minus
9382,116,plus
9386,6,plus
9387,22,minus
9390,68,minus
9393,59,plus
9394,9,minus
9396,65,plus
9397,18,plus
9400,9,plus
9404,112,minus
9405,11,minus
9407,65,plus
9408,3,minus
9412,2,plus
9415,94,minus
9415,65,plus
9422,90,minus
9423,180,minus
9425,116,plus
9433,251,minus
9440,8,minus
9442,669,plus
9444,44,plus
9445,4,minus
9447,21,minus
9450,2412,minus
9452,135,minus
9452,18,plus
9460,113,minus
9460,12,plus
9466,33,minus
9468,63,minus
9475,2,plus
9484,467,minus
9484,4,plus
9485,7,plus
9487,50,minus
9489,52,plus
9492,97,minus
9493,41,minus
9497,426,minus
9501,1,plus
