Insertion	Frequency
5312	1
5323	7
5324	1
5329	2
5336	2
5368	5
5373	10
5378	82
5393	26
5403	3
5415	11
5429	35
5433	16
5435	5
5461	1
5481	51
5482	12
5489	17
5510	79
5520	5
5526	626
5531	528
5536	18
5537	10
5542	45
5545	47
5552	84
5563	5
5582	333
5597	1240
5602	879
5607	1125
5612	131
5615	367
5618	226
5631	165
5637	71
5638	50
5640	313
5645	4680
5647	2396
5652	30
5657	513
5669	237
5701	2140
5703	9833
5704	1
5716	105
5721	444
5726	1222
5727	587
5728	1
5732	1116
5737	24
5745	4081
5747	8
5787	4358
5788	3655
5795	7685
5796	10558
5798	569
5803	5989
5808	6657
5816	3145
5821	27566
5837	63
5838	351
5839	3138
5857	567
5867	5515
5868	285
5879	12190
5880	3
5884	1634
5885	5688
5886	1
5894	3980
5907	2715
5928	1
5936	53
5943	10
5964	40
6026	2
6028	160
6029	91
6052	58
6097	1
6184	53
6188	183
6222	51
6236	69
6248	12
6273	279
6310	5
6441	6
6460	2
6497	19
6513	17
6543	4
6563	13
6604	12
6660	1
6726	31
6778	88
6800	46
6956	6
7071	19
7102	152
7142	2
7143	2
7180	1
7244	4
7270	1
7292	15
7333	13
7456	78
7476	1
7487	1
7488	149
7500	166
7543	129
7572	5
7582	50
7658	71
7664	81
7667	16
7674	2
7736	75
7742	2
7771	15
7783	25
7800	45
7818	1184
7843	127
7847	49
7900	5
7928	44
7943	11
7948	56
7953	15
7969	16
7997	8
8016	28
8041	47
8065	19
8070	244
8071	149
8099	279
8128	160
8142	395
8199	1
8218	2
8232	8
8246	23
8254	1
8259	52
8268	1
8303	1
8322	62
8333	1
8335	10
8344	1
8393	14
8394	44
8399	18
8404	236
8411	2
8437	258
8448	13
8458	11
8473	366
8498	12
8525	143
8530	33
8542	5
8549	65
8552	2
8562	9
8564	289
8565	1
8608	8
8610	62
8613	7
8621	711
8642	6
8654	307
8656	1
8657	13
8685	146
8700	10
8718	76
8738	98
8748	143
8754	166
8758	58
8759	27
8760	2
8777	147
8778	35
8784	5
8789	38
8798	1
8799	2
8805	1
8832	260
8838	1
8847	27
8851	2
8860	30
8893	13
8904	27
8946	808
8962	28
8984	696
8993	1
9005	58
9017	84
9018	1231
9025	55
9048	11
9051	59
9058	210
9064	18
9069	2
9077	63
9098	7
9116	206
9135	57
9139	1
9144	363
9150	1
9155	93
9156	236
9157	121
9167	236
9178	29
9183	253
9202	121
9218	2
9247	1
9269	3
9283	258
9289	6
9291	1
9306	1
9322	18
9330	1
9335	1
9340	67
9348	2
9349	5
9359	11
9362	1
9372	18
9379	17
9382	100
9386	2
9396	132
9397	22
9400	4
9407	77
9414	130
9415	247
9425	264
9432	7
9437	16
9439	65
9440	1
9442	2771
9444	153
9445	5
9452	145
9458	30
9460	83
9475	7
9476	738
9479	93
9484	91
9485	81
9489	270
9494	269
9509	162
9510	170
9524	61
9533	121
9538	2
9545	68
9556	173
9576	184
9590	569
9598	8
9615	78
9643	554
9648	27
9667	78
9668	214
9673	295
9674	74
9677	5082
9681	3197
9682	723
9689	1525
9692	140
9696	34
9700	6
9702	2750
9703	220
9708	420
9709	690
9719	184
9721	2
9727	160
9729	1522
9734	61
9738	377
9739	2857
9740	1925
9744	1172
9745	255
9749	375
9750	3
9761	736
9763	2087
9764	1125
9769	3356
9771	529
9774	646
9779	640
9784	26501
9786	7295
9788	1148
9789	1423
9793	549
9798	812
9800	1484
9802	84
9805	2519
9810	1996
9811	37068
9812	350
9815	2487
9816	2763
9817	386
9818	3
9820	2234
9821	759
9822	77
9826	40
9830	1099
9836	9083
9837	479
9838	4
9849	1209
9862	10
9887	23
9889	113
9890	138
9894	2
9895	2
9900	106
9910	197
9926	54
9929	7
9958	391
9969	27
9970	6
9980	20
9982	8
9986	35
9987	15
9992	43
9993	72
9994	12
9998	51
10000	5
10004	4
10005	53
10006	18
10007	22
10012	4
10017	31
10018	98
10023	12
10024	5
10030	1
10034	8
10040	15
10045	72
10055	88
10112	65
10113	263
10114	10
10118	11
10123	422
10124	343
10132	28
10134	14
10148	31
10157	5
10164	240
10194	66
10202	1093
10203	319
10213	1
10248	6
10254	1461
10255	40
10259	10
10262	19
10264	22
10269	17
10285	9
10286	41
10287	157
10311	267
10316	3
10340	8
10354	64
10364	7
10380	114
10392	129
10402	183
10421	6
10426	2
10434	3
10442	254
10466	344
10473	834
10476	1
10527	92
10532	3
10537	22
10561	2
10566	38
10601	1
10613	13
10620	3
10632	26
10661	1
10693	15
10700	2
10710	1
10726	9
10731	3
10754	3
10792	9
10794	7
10833	1
10843	97
10861	48
10890	66
10908	1
10913	11
10945	25
10953	2
10960	15
10962	66
10965	1
10972	82
10979	53
10987	16
10989	96
11008	1
11022	10
11037	164
11057	16
11078	19
11082	2
11088	229
11094	8
11095	20
11101	154
11103	298
11112	4
11117	47
11131	7
11136	746
11150	290
11155	2
11158	654
11160	112
11173	1620
11180	7
11188	4
11200	24
11205	1226
11206	11
11213	211
11221	1
11251	9
11256	2
11268	1
11273	45
11303	5
11310	231
11315	25
11340	4
11381	24
11386	6
11387	54
11393	1
11435	3
11445	1
11460	12
11511	3
11550	1
11603	1
11604	12
11614	9
11619	5
11842	59
11851	27
11913	1
12038	5
12157	25
12183	1
12237	2
12265	36
12335	1
12539	2
12680	10
12689	11
12704	26
12782	49
12843	3
12884	11
12955	12
13006	24
13016	172
13392	8
13430	1
13444	29
13524	14
13600	1
13714	2
13916	2
14211	13
14581	27
14605	2
14713	21
14722	2
14772	11
14818	74
14846	69
14847	35
14849	42
14896	24
14938	1
15210	50
15335	19
19230	25
19503	12
20345	1
20906	1
20988	8
21101	76
21228	1
22392	20
22945	27
23160	1
23165	6
23177	2
27893	36
28750	31
29221	1
29440	1
30933	6
30935	9
30946	7
30961	47
30977	26
31121	10
31193	41
31532	3
32919	212
34740	6
34802	2
36169	7
38492	84
39135	76
40343	2
41642	3
41834	1
43521	195
43566	3
43633	650
43636	362
43668	62
43669	24
43807	144
43938	9
43943	41
43948	1
44010	2
44170	274
44290	11
44366	1
44371	1689
44442	1
44530	10
44666	3
44674	56
44798	20
44800	7
44837	16
45035	3
45041	2
45160	6
45161	41
45243	28
45360	7
45819	16
47819	4
47967	6
48080	1
48098	40
53512	15
57712	8
60416	9
68669	1
71305	30
83755	3
84787	11
89684	1
89925	1
94386	2
94507	1
95010	1
95222	39
95760	1
95781	12
96233	2
96434	13
96635	2
96920	39
99842	26
101493	2
102485	1
106002	2
111576	24
111788	8
112448	51
117372	3
117624	96
118188	1
120316	360
125759	1
128655	4
132665	1
132983	1
135301	42
135795	67
135847	150
136540	77
136905	2
137078	9
137966	1
138001	1
138126	8
138980	7
139017	1
139256	26
141516	39
141878	2
142250	123
142320	22
142718	1
143236	23
149776	1
149969	37
149998	1
150134	4
150215	8
150555	2
151064	5
151171	8
151253	4
151576	18
151956	96
153030	64
156116	1
156504	145
167083	11
167113	3
169611	9
169677	12
169728	1174
169788	261
171371	5
171395	13
178885	3
180502	15
180504	13
180552	16
181189	1
186236	8
188333	1
198401	1
199064	3
201114	18
201224	145
201490	8
202546	208
202653	9
202808	2
202854	4
203028	1
204758	2
204771	1
204781	32
204791	75
