Insertion,Frequency,Orientation
2702,1,plus
2759,359,plus
5320,1,minus
5324,13,plus
5331,7,minus
5332,1,minus
5337,2,minus
5344,2,minus
5376,5,minus
5381,10,minus
5386,82,minus
5393,197,plus
5401,26,minus
5401,3,plus
5403,906,plus
5411,3,minus
5422,2050,plus
5423,11,minus
5429,776,plus
5435,3386,plus
5437,35,minus
5441,16,minus
5443,5,minus
5447,29,plus
5469,1,minus
5481,1339,plus
5489,51,minus
5490,12,minus
5497,17,minus
5510,163,plus
5518,79,minus
5519,190,plus
5526,5393,plus
5528,5,minus
5534,626,minus
5539,528,minus
5544,18,minus
5545,10,minus
5550,45,minus
5550,11,plus
5553,47,minus
5560,84,minus
5571,5,minus
5587,78,plus
5590,333,minus
5592,366,plus
5597,136,plus
5605,1240,minus
5607,738,plus
5610,879,minus
5615,1125,minus
5616,271,plus
5618,27,plus
5620,131,minus
5623,367,minus
5626,226,minus
5630,3,plus
5631,1,plus
5638,230,plus
5639,165,minus
5639,3,plus
5640,3,plus
5645,71,minus
5645,170,plus
5646,50,minus
5647,691,plus
5648,313,minus
5653,4680,minus
5655,2396,minus
5660,30,minus
5665,513,minus
5675,13,plus
5677,237,minus
5687,107,plus
5692,91,plus
5701,21,plus
5709,2140,minus
5711,9833,minus
5711,3,plus
5712,1,minus
5721,9,plus
5724,105,minus
5729,444,minus
5732,3,plus
5734,1222,minus
5735,587,minus
5736,1,minus
5740,1116,minus
5745,24,minus
5745,176,plus
5746,47,plus
5747,4,plus
5751,5,plus
5753,4081,minus
5755,8,minus
5755,256,plus
5760,340,plus
5777,6,plus
5795,4358,minus
5795,374,plus
5796,3655,minus
5796,82,plus
5803,7685,minus
5803,70,plus
5804,10558,minus
5806,569,minus
5808,33,plus
5811,5989,minus
5816,6657,minus
5821,121,plus
5824,3145,minus
5829,27566,minus
5831,9,plus
5845,63,minus
5846,351,minus
5847,3138,minus
5865,567,minus
5867,68,plus
5875,5515,minus
5876,285,minus
5884,55,plus
5885,11,plus
5887,12190,minus
5888,3,minus
5889,3,plus
5892,1634,minus
5892,4,plus
5893,5688,minus
5894,1,minus
5894,82,plus
5902,3980,minus
5915,2715,minus
5930,41,plus
5936,1,minus
5936,96,plus
5944,53,minus
5949,14,plus
5951,10,minus
5953,14,plus
5954,56,plus
5959,61,plus
5964,331,plus
5972,40,minus
5979,4,plus
6026,2,plus
6028,1,plus
6034,2,minus
6036,160,minus
6037,91,minus
6045,17,plus
6052,1,plus
6060,58,minus
6105,1,minus
6192,53,minus
6196,183,minus
6230,51,minus
6244,69,minus
6248,36,plus
6256,12,minus
6266,4,plus
6281,279,minus
6318,5,minus
6321,6,plus
6352,2,plus
6353,3,plus
6449,6,minus
6468,2,minus
6476,4,plus
6505,19,minus
6521,17,minus
6551,4,minus
6571,13,minus
6609,3,plus
6612,12,minus
6668,1,minus
6734,31,minus
6786,88,minus
6808,46,minus
6893,3,plus
6956,1,plus
6964,6,minus
7013,28,plus
7051,5,plus
7079,19,minus
7110,152,minus
7150,2,minus
7151,2,minus
7154,1,plus
7180,14,plus
7188,1,minus
7252,4,minus
7270,42,plus
7278,1,minus
7285,100,plus
7292,10,plus
7300,15,minus
7323,1,plus
7341,13,minus
7461,48,plus
7464,78,minus
7476,7,plus
7483,15,plus
7484,1,minus
7487,6,plus
7488,27,plus
7495,1,minus
7496,149,minus
7505,14,plus
7508,166,minus
