Insertion	Frequency
5276	1
5323	2
5329	6
5330	2
5336	2
5353	4
5373	10
5378	52
5393	22
5403	7
5410	1
5415	9
5429	36
5433	7
5435	27
5481	53
5482	22
5489	7
5494	7
5496	1
5501	1
5510	69
5512	2
5517	15
5520	9
5522	3
5526	1367
5527	1
5531	268
5536	14
5537	12
5542	60
5544	9
5545	76
5552	102
5563	42
5564	2
5567	15
5582	487
5587	2
5588	29
5592	114
5597	1140
5602	934
5607	1096
5609	18
5612	270
5615	295
5616	79
5617	27
5618	98
5630	24
5631	88
5637	220
5638	175
5639	38
5640	468
5645	3857
5647	1389
5652	48
5657	486
5669	24
5675	6
5687	7
5692	109
5697	1
5698	45
5701	1944
5703	7207
5711	63
5716	217
5721	534
5726	1222
5727	509
5728	338
5730	249
5732	1617
5737	338
5745	4326
5746	21
5747	757
5750	52
5755	96
5756	54
5770	123
5772	117
5773	26
5777	212
5778	159
5787	4065
5788	3085
5789	1
5793	45
5795	11404
5796	13351
5798	190
5803	8577
5807	559
5808	5724
5813	27
5814	1
5816	3674
5819	29
5821	19524
5822	1
5827	1
5837	5
5838	223
5839	5996
5840	377
5857	800
5867	3283
5868	66
5874	1
5879	7711
5884	348
5885	6199
5894	7172
5907	3020
5935	16
5936	6
5943	8
5954	4
5959	15
5964	62
6028	117
6029	52
6052	82
6063	2
6095	2
6096	10
6101	25
6108	1
6123	10
6157	8
6178	10
6184	307
6188	135
6206	52
6217	17
6222	49
6227	1
6236	211
6248	328
6263	6
6266	4
6272	5
6273	427
6274	303
6310	58
6423	2
6460	18
6469	1
6497	13
6513	20
6538	5
6543	21
6563	14
6604	19
6609	7
6626	4
6637	8
6660	56
6732	1
6778	150
6798	2
6800	124
6815	155
6826	220
6886	1
6956	1
7061	48
7071	14
7142	1
7143	101
7180	9
7230	6
7270	1
7292	42
7302	1
7313	1
7333	6
7358	1
7388	2
7456	54
7461	13
7466	3
7476	30
7487	4
7488	89
7500	75
7505	3
7533	12
7543	22
7556	62
7566	36
7572	107
7582	4
7617	10
7658	105
7664	131
7668	15
7674	2
7679	1
7698	6
7703	2
7736	14
7742	3
7771	4
7773	4
7776	1
7783	83
7800	85
7818	1222
7843	228
7847	30
7906	15
7908	11
7913	2
7926	2
7928	109
7943	45
7948	74
7953	15
7969	26
7997	19
8005	9
8016	110
8023	24
8041	196
8065	30
8070	198
8071	111
8098	2
8099	262
8105	3
8128	270
8132	291
8136	20
8142	540
8218	2
8246	3
8254	8
8259	39
8268	41
8322	326
8333	28
8334	55
8335	1
8355	2
8368	1
8382	1
8383	1
8393	23
8394	68
8399	48
8404	18
8411	13
8413	3
8437	56
8441	2
8442	5
8446	1
8458	49
8473	659
8487	1
8498	13
8525	78
8530	88
8541	6
8542	8
8549	155
8552	23
8554	2
8562	18
8564	147
8574	1
