Insertion,Frequency,Orientation
2621,2,plus
2702,1,plus
2759,51,plus
2772,1,plus
5284,1,minus
5324,9,plus
5331,2,minus
5337,6,minus
5338,2,minus
5343,1,plus
5344,2,minus
5361,4,minus
5373,307,plus
5381,10,minus
5386,52,minus
5386,223,plus
5393,711,plus
5394,113,plus
5401,22,minus
5401,111,plus
5403,854,plus
5411,7,minus
5415,1,plus
5416,73,plus
5418,1,minus
5421,1,plus
5422,2922,plus
5423,9,minus
5429,761,plus
5434,1,plus
5435,3229,plus
5437,36,minus
5441,7,minus
5443,27,minus
5481,1519,plus
5482,73,plus
5488,2,plus
5489,53,minus
5490,22,minus
5495,50,plus
5497,7,minus
5502,7,minus
5504,1,minus
5509,1,minus
5510,92,plus
5512,2,plus
5517,11,plus
5518,69,minus
5519,77,plus
5520,2,minus
5520,15,plus
5525,15,minus
5526,6534,plus
5528,9,minus
5530,3,minus
5531,3,plus
5534,1367,minus
5535,1,minus
5537,14,plus
5539,268,minus
5544,14,minus
5545,12,minus
5550,60,minus
5552,9,minus
5553,76,minus
5560,102,minus
5563,76,plus
5571,42,minus
5572,2,minus
5575,15,minus
5577,6,plus
5582,24,plus
5587,18,plus
5590,487,minus
5592,69,plus
5595,2,minus
5596,29,minus
5597,101,plus
5600,114,minus
5605,1140,minus
5607,303,plus
5610,934,minus
5612,2,plus
5615,1096,minus
5616,144,plus
5617,18,minus
5618,50,plus
5620,270,minus
5623,295,minus
5624,79,minus
5625,27,minus
5626,98,minus
5630,22,plus
5631,2,plus
5638,24,minus
5638,68,plus
5639,88,minus
5639,37,plus
5640,23,plus
5645,220,minus
5645,383,plus
5646,175,minus
5647,38,minus
5647,304,plus
5648,468,minus
5652,3,plus
5653,3857,minus
5655,1389,minus
5657,7,plus
5660,48,minus
5665,486,minus
5675,121,plus
5677,24,minus
5683,6,minus
5687,4,plus
5692,41,plus
5695,7,minus
5700,109,minus
5701,69,plus
5705,1,minus
5706,45,minus
5709,1944,minus
5711,7207,minus
5711,79,plus
5716,61,plus
5719,63,minus
5721,12,plus
5724,217,minus
5727,45,plus
5728,59,plus
5729,534,minus
5732,47,plus
5734,1222,minus
5735,509,minus
5736,338,minus
5737,18,plus
5738,249,minus
5740,1617,minus
5745,338,minus
5745,36,plus
5746,97,plus
5747,66,plus
5753,4326,minus
5754,21,minus
5755,757,minus
5755,196,plus
5756,6,plus
5758,52,minus
5760,147,plus
5763,96,minus
5764,54,minus
5770,14,plus
5772,78,plus
5777,42,plus
5778,123,minus
5780,117,minus
5781,26,minus
5782,90,plus
5783,135,plus
5785,212,minus
5786,159,minus
5787,33,plus
5793,1,plus
5795,4065,minus
5795,462,plus
5796,3085,minus
5796,216,plus
5797,1,minus
5801,45,minus
5803,11404,minus
5803,93,plus
5804,13351,minus
5806,190,minus
5806,16,plus
5808,34,plus
5811,8577,minus
5815,559,minus
5816,5724,minus
5816,22,plus
5821,27,minus
5821,199,plus
5822,1,minus
5824,3674,minus
5827,29,minus
5829,19524,minus
5830,1,minus
