Insertion	Frequency
1474	2
1479	7
1501	1
2710	1
2733	35
2743	1
2754	1
2767	11
2787	3
5376	2
5381	98
5386	9
5394	65
5401	1418
5402	48
5409	1
5411	731
5430	2293
5437	1736
5443	2935
5479	5
5489	1733
5490	9
5496	27
5518	196
5524	40
5525	37
5527	70
5528	116
5530	62
5534	4773
5539	1
5545	49
5558	9
5571	15
5590	4
5595	77
5600	186
5605	178
5607	26
5610	1
5615	325
5624	56
5626	94
5639	19
5646	44
5647	37
5648	12
5653	320
5655	372
5664	2
5665	11
5683	155
5684	20
5694	5
5695	12
5700	10
5709	76
5719	30
5729	23
5735	10
5736	79
5738	1
5740	51
5745	35
5753	46
5754	55
5755	24
5763	118
5764	3
5768	87
5778	24
5785	24
5795	6
5801	20
5803	395
5804	70
5806	1
5811	54
5814	8
5816	46
5824	24
5829	111
5839	20
5840	4
5847	2
5871	1
5875	39
5887	18
5892	27
5893	7
5897	49
5902	19
5932	1
5936	43
5938	49
5944	58
5957	29
5961	31
5962	63
5967	78
5972	368
5987	8
6034	23
6036	23
6053	42
6060	15
6088	73
6090	2
6114	20
6163	15
6225	1
6232	1
6256	40
6274	2
6329	4
6360	11
6361	18
6363	1
6424	2
6425	33
6470	1
6477	2
6484	1
6493	23
6516	6
6561	2
6566	1
6571	2
6617	1
6806	30
6808	44
6811	17
6834	4
6868	6
6901	14
6964	174
6998	4
7026	5
7147	1
7175	2
7188	26
7238	6
7251	75
7272	2
7278	74
7280	2
7293	292
7300	193
7310	14
7321	9
7322	3
7331	3
7333	3
7334	13
7339	5
7358	15
7366	3
7368	3
7384	1
7464	11
7469	51
7484	10
7490	1
7491	3
7495	11
7496	53
7513	17
7536	3
7590	11
7656	20
7661	2
7750	16
7769	72
7777	7
7779	3
7785	27
7798	1
7806	59
7816	4
7851	24
7856	20
7919	2
7921	2
7926	1
7951	15
7961	11
7977	2
8005	1
8015	1
8038	1
8073	2
8140	1
8201	2
8240	22
8254	1
8275	1
8276	6
8297	6
8330	340
8341	3
8390	9
8392	35
8402	64
8407	34
8436	13
8445	85
8460	3
8466	98
8476	124
8481	1072
8506	42
8533	2
8535	14
8550	279
8555	776
8557	220
8565	18
8567	54
8572	55
8601	2241
8615	3
8625	2
8629	189
8630	4
8650	52
8656	16
8661	2
8662	211
8663	28
8665	43
8674	29
8675	1
8692	1
8693	131
8694	52
8699	17
8705	1
8708	33
8723	12
8725	107
8728	11
8733	2
8736	6
8746	11
8752	28
8762	54
8767	6
8772	2
8785	36
8786	29
8791	11
8792	2
8797	16
8801	5
8810	2
8811	2
8818	7
8820	2
8825	1
8840	1
8841	5
8855	9
8868	7
8887	1
8903	3
8906	1
8911	1
8912	3
8916	1
8955	2
8960	5
8964	7
8965	11
8970	11
8979	72
8982	7
8985	192
8990	53
8992	1281
9001	192
9002	112
9003	133
9007	29
9013	19
9014	219
9015	40
9016	89
9022	71
9023	23
9025	16
9026	170
9032	70
9037	15
9041	2
9049	33
9054	3
9056	26
9059	12
9061	8
9064	813
9065	36
9066	671
9067	1105
9069	14
9072	2406
9074	38
9075	9
9079	79
9083	29
9084	78
9085	888
9093	157
9096	10
9100	206
9106	5
9110	28
9117	224
9122	256
9125	249
9126	139
9129	92
9132	164
9134	40
9137	396
9142	340
9146	1
9147	494
9148	1
9150	2
9151	1
9152	36517
9158	1001
9163	579
9164	113
9165	365
9176	591
9177	212
9181	424
9186	7
9191	2071
9200	22
9210	530
9211	2
9223	18
9224	1
9225	962
9226	386
9239	433
9240	4
9242	12
9250	60
9255	113
9260	175
9269	11
9271	206
9272	228
9277	68
9278	46
9279	73
9289	33
9297	450
9299	162
9300	104
9305	4
9314	24
9319	17
9326	9
9330	228
9335	52
9336	7
9338	85
9343	112
9347	15
9348	366
9355	4
9356	58
9357	20
9367	3
9376	25
9380	45
9387	2
9390	69
9394	21
9395	6
9398	1
9401	44
9404	15
9405	44
9408	5
9415	126
9420	4
9423	35
9433	408
9445	1
9450	761
9452	38
9460	44
9461	2
9466	1
9468	14
9484	3
9487	6
9492	7
9493	18
9497	37
9508	2
9509	2
9517	6
9518	2
9525	1
9528	1
9534	3
9584	1
9585	16
9598	7
9641	1
9653	10
9656	44
9667	2
9675	4
9685	10
9690	28
9692	18
9696	2
9697	3
9704	18
9710	2
9711	5
9714	10
9716	4
9737	15
9747	33
9748	1
9753	11
9763	2
9769	39
9771	164
9772	29
9773	39
9782	1
9787	8
9792	320
9794	9
9797	9
9803	35
9805	172
9806	52
9807	190
9812	9
9813	10
9818	9
9819	1225
9823	127
9824	96
9825	2
9828	128
9830	144
9833	95
9834	130
9835	19
9838	8
9839	5
9845	13
9846	33
9848	6
9857	10
9869	64
9870	445
9875	32
9879	7
9883	7
9885	70
9895	6
9897	60
9898	178
9900	61
9902	14
9903	42
9908	13
9910	3
9913	257
9916	87
9918	420
9934	151
9937	60
9942	25
9966	41
9967	15
9973	7
9974	5
9978	52
9987	5
9988	36
9989	9
9994	33
9995	61
10000	60
10001	101
10002	69
10006	1
10007	13
10008	13
10013	40
10014	28
10015	59
10016	1
10020	131
10025	60
10026	58
10031	8
10032	60
10042	32
10044	16
10046	2
10048	48
10053	17
10055	1
10056	4
10063	59
10064	17
10065	2
10071	6
10110	39
10116	1
10120	1
10121	24
10122	5
10130	1
10132	2
10142	1
10146	2
10151	2
10156	17
10160	3
10165	3
10166	8
10172	5
10177	60
10197	31
10202	1
10209	27
10210	1
10211	8
10221	19
10228	14
10257	3
10262	237
10267	4
10272	28
10277	11
10278	13
10282	20
10283	6
10293	8
10294	87
10295	62
10305	6
10319	3
10324	17
10329	1
10348	22
10352	5
10353	14
10354	5
10362	19
10365	72
10371	9
10375	103
10385	4
10388	242
10395	5
10400	26
10410	216
10424	220
10429	47
10432	6
10437	1
10442	49
10450	22
10460	3
10474	8
10481	44
10486	1
10490	6
10493	22
10505	1
10569	13
10579	56
10592	4
10595	1
10608	2
10628	96
10640	10
10669	2
10673	2
10690	1
10701	61
10719	1
10729	23
10730	5
10734	89
10762	91
10794	1
10831	3
10851	67
10852	190
10858	15
10862	13
10864	34
10869	98
10870	71
10874	112
10876	123
10946	3
10947	18
10949	13
10960	96
10963	1
10968	9
10970	12
10980	11
10987	147
10995	55
10997	477
11015	47
11016	67
11031	19
11045	132
11050	135
11053	13
11065	991
11070	10
11078	201
11080	713
11086	371
11090	60
11091	126
11095	1
11096	3572
11103	250
11109	19
11111	286
11120	117
11127	3
11135	83
11144	155
11150	11
11158	118
11166	789
11168	275
11180	1
11181	2049
11188	3
11196	1
11201	4
11204	66
11208	61
11213	358
11214	59
11220	22
11221	276
11229	30
11239	123
11244	31
11254	5
11259	15
11263	6
11264	465
11271	20
11276	3
11281	328
11282	13
11287	14
11288	57
11292	26
11301	17
11308	3
11311	20
11318	159
11323	73
11324	17
11329	28
11335	2
11340	127
11348	28
11349	87
11364	3
11366	3
11394	37
11395	64
11408	5
11439	8
11443	34
11448	6
11452	9
11453	2
11458	2
11460	12
11466	3
11471	1
11474	1
11480	2
11487	21
11494	1
11501	4
11512	21
11519	41
11521	2
11527	1
11553	2
11558	3
11566	10
11568	1
11573	4
11579	1
11583	3
11588	8
11592	11
11605	1
11611	3
11612	71
11617	2
11622	1
11659	3
11665	17
11683	3
11685	10
11689	13
11690	163
11700	15
11718	15
11722	38
11730	4
11738	187
11741	12
11749	356
11755	6
11761	133
11769	21
11774	295
11782	12
11790	194
11797	130
11798	229
11805	9
11815	298
11816	29
11825	269
11827	5
11831	132
11832	856
11844	357
11845	331
11849	197
11850	2022
11855	427
11858	23
11859	2
11864	324
11865	545
11877	4
11884	92
11888	1
11889	390
11895	4
11906	365
11908	225
11912	45
11916	20
11919	150
11921	1286
11922	145
11924	26
11927	96
11937	58
11938	121
11942	237
11964	180
11971	1
11979	6
11986	38
11991	112
12003	128
12010	30
12021	25
12024	12
12028	46
12046	180
12057	4
12059	12
12069	305
12080	7
12082	156
12092	43
12108	43
12115	7
12117	58
12184	2
12201	9
12212	3
12273	1
12417	40
12429	30
12440	6
12498	15
12499	8
12512	3
12547	23
12569	1
12606	1
12672	5
12730	12
12818	1
12833	1
12961	2
12989	1
13024	2
13131	24
13140	112
13141	42
13154	25
13296	2
13344	2
13487	11
13569	3
13652	1
13716	12
13797	20
13898	1
13924	14
13926	1
13939	2
14030	1
14041	5
14071	2
14238	2
14285	2
14364	4
14436	6
14466	9
14524	200
14539	35
14589	292
14633	25
14644	39
14663	6
14679	82
14689	3
14704	315
14711	47
14716	26
14720	5
14765	5
14780	30
14794	24
14807	24
14817	1
14826	1
14838	2
14842	2
14844	10
14859	44
14888	8
14905	4
14910	46
14936	14
14946	1
14969	3
15000	1
15016	1
15053	4
15069	1
15218	1
16722	17
17248	1
18286	1
18600	20
18611	508
18649	120
19815	2
20416	11
20769	2
20858	23
21016	3
21087	10
21109	38
21119	55
21134	21
21151	26
21340	7
21383	50
21485	2
21554	1
21999	28
22023	5
22131	1
23249	278
23475	11
23565	1
23598	19
23650	7
23706	19
23738	1
23744	1
23930	3
24294	6
25062	1
25118	3
25449	1
27901	8
28826	1
29078	113
29222	1
29532	53
29593	5
29749	179
29758	108
31006	6
31064	19
31069	9
31186	5
31389	4
31418	21
31626	3
32078	1
32899	2
34065	2
34128	6
34723	3
34872	1
35242	10
35479	26
35983	1
35995	1
36071	5
36106	1
36114	15
36590	3
36673	31
36691	8
36750	2
36805	3
36964	17
36981	1
37118	2
37504	2
37631	12
37746	1
37909	1
38487	13
38534	17
38576	16
38615	2
40373	3
40668	2
40854	1
41050	80
41789	4
41805	36
42320	1
42344	1
42983	2
43003	3
43814	46
43822	2
43825	195
43834	80
43874	1
43895	24
43951	1
43987	1
43995	1
44006	64
44019	141
44024	865
44037	46
44047	587
44113	96
44120	65
44131	2
44161	74
44173	1
44177	4
44178	2470
44190	10
44212	4
44234	1
44235	7
44260	11
44280	3
44309	7
44319	3
44324	9
44329	19
44379	70
44384	1
44420	1
44473	2
44664	17
44665	28
44670	12
44672	25
44677	57
44692	307
44713	37
44742	35
44747	83
44761	9
44807	2
44815	19
44830	60
44844	6
44846	18
44864	19
44875	29
44954	21
44982	1
45023	41
45028	33
45030	33
45038	7
45115	28
45116	56
45134	11
45142	1
45180	2
45215	13
45232	1
45308	25
45358	2
45370	1
45377	15
45402	106
45411	32
45415	2
45417	4
45439	2
45441	10
45444	6
45453	5
45602	5
45636	1
45651	2
46134	26
46297	2
46368	1
46373	20
46510	2
46626	2
46661	2
47167	1
47680	9
47751	1
47911	1
47920	9
47924	19
47944	22
48043	22
48139	33
48181	14
48358	47
48766	21
48858	4
49260	72
49378	5
49615	1
53487	89
53556	2
53689	14
55688	10
58732	2
59258	1
62204	4
66469	9
68571	3
68931	10
70585	34
73176	4
73597	2
75974	1
81143	1
82576	39
82880	1
82929	5
86604	1
86791	8
86855	6
87476	2
89657	5
90175	2
90187	11
90358	80
90580	74
90819	2
91665	25
91701	17
91739	3
91920	3
91965	11
91998	1
92079	10
92356	12
93300	3
93416	16
93431	11
94194	5
94329	68
94350	38
94399	28
94777	1
94851	1
95894	117
96063	2
96091	4
96101	8
96139	2
96283	1
96442	13
96444	2
96463	5
96604	1
96614	23
96690	4
96721	2
96928	3
96972	1
96984	1
97079	9
97089	36
97143	19
97149	16
98976	10
100449	10
100534	55
100761	5
101763	1
102596	1
102860	5
102877	1
102899	15
103122	1
105529	6
106075	1
106717	4
106791	25
106812	3
107641	60
109741	9
109859	1
109985	3
111786	1
112219	5
112287	2
115819	7
116097	11
116192	9
116288	7
117584	1
117613	1
117788	15
117804	5
117892	1
117951	1
117995	8
118062	3
118185	51
118186	31
118196	30
118234	15
118244	32
118281	5
118282	3
118359	2
118369	3
118406	1
118460	1
118462	1
119078	26
120219	7
120425	1
120638	16
121419	4
121421	2
121525	7
121683	1
123522	228
123537	1
123831	1
124211	1
124947	3
125453	11
125577	8
125624	8
125630	4
125631	5
125850	9
131038	2
133385	26
133487	8
133493	63
133652	1
134060	5
134543	10
134575	38
134584	90
134589	11
134601	289
134608	2
134691	4
134765	7
134786	23
135135	3
135142	3
135708	8
136949	1
137041	1
137086	4
137408	24
137457	61
137501	1
137698	59
137713	3
137714	1
137729	4
137848	9
137935	14
138052	15
138106	2
138222	2
138284	3
138558	2
138631	6
138742	1
138852	1
139053	1
139316	29
139321	42
139573	3
140206	4
140701	5
141215	10
141378	1
141471	45
141699	1
142058	1
142068	1
142077	2
142134	22
142656	1
145114	9
145356	17
145403	1
148665	1
150276	410
150436	37
150445	7
150481	12
150495	3
150512	3
150627	1
150875	2
151203	2
151431	1
