Insertion	Frequency
5323	2
5324	1
5329	1
5335	4
5336	1
5341	2
5353	1
5368	8
5373	5
5378	47
5393	47
5401	1
5403	12
5415	8
5419	3
5429	43
5433	21
5435	38
5461	2
5470	3
5481	24
5482	21
5489	12
5494	4
5510	73
5512	9
5517	2
5520	5
5522	2
5526	1640
5527	12
5531	209
5536	27
5537	13
5542	38
5544	1
5545	82
5549	9
5552	97
5563	83
5564	1
5567	1
5582	322
5587	11
5588	5
5592	51
5597	1087
5602	921
5607	1200
5609	39
5612	253
5615	258
5616	38
5617	37
5618	96
5630	46
5631	165
5637	123
5638	130
5639	23
5640	285
5645	3253
5647	2042
5652	37
5657	420
5663	86
5669	90
5675	30
5692	132
5697	19
5698	33
5701	2008
5703	6248
5711	131
5716	143
5721	563
5726	1087
5727	460
5728	97
5732	1024
5737	482
5740	5
5745	2789
5746	63
5747	373
5755	135
5765	103
5770	42
5772	222
5777	19
5778	28
5782	16
5787	1639
5788	2276
5793	33
5795	5932
5796	5635
5798	520
5803	4869
5807	13
5808	4122
5813	142
5816	2194
5819	19
5821	11674
5827	1
5829	31
5837	15
5838	121
5839	3940
5840	153
5857	114
5867	2531
5868	541
5879	5568
5880	1
5884	82
5885	3767
5886	1
5894	2174
5907	2458
5935	3
5936	13
5943	14
5958	2
5959	2
5964	28
6026	30
6028	45
6029	77
6052	34
6053	1
6068	5
6074	5
6101	59
6123	6
6155	10
6157	41
6184	199
6188	15
6206	225
6217	49
6222	202
6236	524
6248	84
6273	454
6274	1
6284	19
6309	408
6310	9
6311	6
6442	6
6497	41
6498	2
6513	18
6518	2
6519	8
6533	1
6538	4
6543	47
6563	19
6604	4
6609	5
6626	16
6627	60
6637	20
6642	5
6660	50
6707	7
6726	27
6732	2
6767	13
6768	26
6778	30
6795	36
6798	232
6800	7
6815	9
6826	17
6956	6
7142	2
7143	15
7180	26
7187	3
7208	5
7244	58
7270	4
7290	1
7292	20
7333	12
7358	5
7360	10
7388	3
7456	88
7461	4
7476	38
7482	1
7487	5
7488	212
7500	286
7505	29
7543	24
7556	6
7566	144
7572	57
7582	80
7617	6
7621	1
7628	2
7653	2
7658	129
7664	115
7667	4
7668	2
7674	3
7698	9
7703	2
7736	29
7742	2
7766	2
7769	2
7783	70
7790	3
7798	4
7800	108
7803	2
7818	2037
7843	275
7847	12
7852	16
7906	1
7908	6
7926	40
7928	115
7943	40
7948	113
7969	111
7979	5
7997	24
8005	3
8007	19
8016	65
8041	123
8059	30
8065	42
8067	5
8070	163
8071	18
8094	19
8099	296
8105	37
8106	61
8128	7
8132	315
8142	383
8218	1
8232	31
8246	1
8254	7
8259	35
8268	4
