Insertion,Frequency,Orientation
1456,2,plus
2702,2,plus
2735,4,plus
2738,10,plus
2746,5,plus
2759,6,plus
5274,8,plus
5321,4,minus
5324,49,plus
5329,1,plus
5331,3,minus
5337,2,minus
5338,3,minus
5343,2,plus
5344,1,minus
5349,2,minus
5353,1,plus
5361,1,minus
5368,6,plus
5373,589,plus
5376,4,minus
5381,10,minus
5386,34,minus
5386,184,plus
5393,371,plus
5394,133,plus
5401,31,minus
5401,158,plus
5402,1,minus
5403,412,plus
5409,1,minus
5411,1,minus
5415,235,plus
5416,243,plus
5418,20,minus
5421,1,plus
5422,2839,plus
5423,11,minus
5427,1,minus
5429,1493,plus
5435,2283,plus
5437,93,minus
5441,4,minus
5443,19,minus
5471,11,plus
5479,1,minus
5481,1812,plus
5489,58,minus
5490,18,minus
5495,154,plus
5497,1,minus
5502,15,minus
5509,8,minus
5510,202,plus
5512,69,plus
5516,18,plus
5518,59,minus
5519,8,plus
5520,2,minus
5520,8,plus
5525,16,minus
5525,1,plus
5526,6331,plus
5528,12,minus
5530,2,minus
5531,16,plus
5534,1334,minus
5537,20,plus
5539,224,minus
5544,38,minus
5545,10,minus
5550,30,minus
5550,4,plus
5552,6,minus
5553,33,minus
5560,43,minus
5563,100,plus
5571,31,minus
5575,6,minus
5587,26,plus
5590,313,minus
5592,86,plus
5595,6,minus
5596,20,minus
5597,146,plus
5600,37,minus
5605,1032,minus
5607,264,plus
5610,861,minus
5615,911,minus
5616,113,plus
5617,22,minus
5618,48,plus
5620,150,minus
5623,207,minus
5624,48,minus
5625,34,minus
5626,31,minus
5628,3,plus
5630,2,plus
5631,22,plus
5638,31,minus
5638,56,plus
5639,166,minus
5639,48,plus
5640,63,plus
5645,62,minus
5645,188,plus
5646,43,minus
5647,56,minus
5647,501,plus
5648,136,minus
5652,54,plus
5653,2651,minus
5655,1572,minus
5657,2,plus
5660,126,minus
5665,322,minus
5675,80,plus
5676,18,plus
5677,32,minus
5683,24,minus
5687,136,plus
5692,81,plus
5700,61,minus
5701,30,plus
5706,63,minus
5709,1973,minus
5711,6190,minus
5711,84,plus
5716,30,plus
5719,106,minus
5721,1,plus
5724,74,minus
5727,30,plus
5728,204,plus
5729,480,minus
5730,1,minus
5730,5,plus
5732,82,plus
5734,1740,minus
5735,555,minus
5736,291,minus
5738,12,minus
5740,1068,minus
5745,89,minus
5745,29,plus
5746,23,plus
5747,50,plus
5753,3834,minus
5754,126,minus
5755,214,minus
5755,71,plus
5756,1,minus
5756,32,plus
5758,19,minus
5760,129,plus
5763,17,minus
5764,123,minus
5770,3,plus
5772,74,plus
5777,49,plus
5778,30,minus
5780,23,minus
5781,92,minus
5782,13,plus
5786,91,minus
5787,26,plus
5790,139,minus
5793,9,plus
5795,2419,minus
5795,514,plus
5796,2170,minus
5796,186,plus
5801,144,minus
5803,6943,minus
5803,34,plus
5804,8645,minus
5806,196,minus
5808,43,plus
5811,6193,minus
5816,6793,minus
5816,5,plus
5821,428,minus
5821,173,plus
5824,2837,minus
5827,8,minus
5829,14898,minus
5831,24,plus
5832,3,plus
5835,1,minus
5839,1,plus
5845,167,minus
5846,199,minus
5847,4404,minus
5848,151,minus
5865,1038,minus
5867,62,plus
5875,3283,minus
5876,269,minus
5879,1,plus
5884,22,plus
5885,17,plus
5887,7708,minus
5888,3,minus
5889,3,plus
5892,68,minus
5893,6474,minus
5894,1,minus
5894,69,plus
5902,3539,minus
5915,3394,minus
5924,6,plus
5928,3,plus
5929,1,plus
5930,24,plus
5936,1,minus
5936,41,plus
5944,19,minus
5946,1,plus
5949,24,plus
5951,6,minus
5953,86,plus
5954,1,minus
5954,67,plus
5959,51,plus
5964,166,plus
5971,1,plus
5972,16,minus
5979,1,plus
5987,2,minus
6026,1,plus
6028,7,plus
6034,4,minus
6036,75,minus
6037,63,minus
6045,43,plus
6052,17,plus
6071,18,minus
6103,2,minus
6106,4,plus
6116,20,minus
6131,21,minus
6163,11,minus
6186,15,minus
6192,236,minus
6196,2,minus
6214,16,minus
6217,16,plus
6225,187,minus
6230,99,minus
6244,393,minus
6248,60,plus
6256,93,minus
6266,4,plus
6281,393,minus
6416,1,plus
6450,10,minus
6468,3,minus
6476,1,plus
6485,2,plus
6502,3,plus
6505,21,minus
6506,1,minus
6516,7,minus
6521,26,minus
6541,12,minus
6546,12,minus
6551,15,minus
6553,1,plus
6566,1,minus
6571,35,minus
6609,2,plus
6612,20,minus
6617,3,minus
6634,5,minus
6668,66,minus
6734,24,minus
6739,2,minus
6773,1,plus
6775,169,minus
6776,96,minus
6786,4,minus
6800,4,plus
6806,1,minus
6808,17,minus
6831,34,minus
6834,8,minus
6860,17,plus
6893,5,plus
6956,22,plus
7001,10,plus
7008,1,plus
7018,3,plus
7151,15,minus
7180,9,plus
7188,1,minus
7230,40,plus
7243,8,plus
7244,10,plus
7264,2,plus
7270,78,plus
7272,47,plus
7278,4,minus
7285,212,plus
7290,12,plus
7292,103,plus
7300,19,minus
7302,26,plus
7312,1,plus
7314,11,plus
7323,14,plus
7326,5,plus
7331,17,plus
7341,5,minus
7358,6,plus
7361,4,plus
7368,1,minus
7376,3,plus
7461,28,plus
7464,116,minus
7469,2,minus
7476,1,plus
7480,12,minus
7483,7,plus
7484,19,minus
7487,4,plus
7488,21,plus
7495,13,minus
7496,100,minus
7500,8,plus
7505,17,plus
7508,43,minus
7510,1,plus
7528,1,plus
7534,6,plus
7543,4,plus
7551,26,minus
7559,67,minus
7564,43,minus
7574,38,minus
7580,23,minus
7590,6,minus
7621,9,minus
7629,9,minus
7648,6,plus
7653,15,plus
7658,3,plus
7661,3,minus
7666,126,minus
7672,143,minus
7675,21,minus
7676,2,minus
7682,1,minus
7711,1,minus
7742,7,plus
7744,46,minus
7750,9,minus
7761,35,plus
7769,16,plus
7773,2,plus
7776,3,plus
7777,1,minus
7777,10,plus
7779,41,minus
7791,94,minus
7798,1,plus
7806,3,minus
7808,62,minus
7808,4,plus
7826,1535,minus
7828,1,minus
7837,1,plus
7843,20,plus
7851,72,minus
7855,9,minus
7860,9,minus
7868,1,plus
7908,2,minus
7911,1,plus
7913,5,plus
7914,2,minus
7936,72,minus
7943,2,plus
7948,3,plus
7951,42,minus
7953,6,plus
7956,36,minus
7961,11,minus
7966,26,minus
7977,11,minus
8005,14,minus
8013,20,minus
8024,51,minus
8041,3,plus
8049,122,minus
8070,21,plus
8073,24,minus
8075,30,minus
8078,184,minus
8079,93,minus
8102,12,minus
8107,353,minus
8114,38,minus
8132,10,plus
8136,29,minus
8140,232,minus
8144,5,minus
8150,317,minus
8199,1,plus
8226,1,minus
8240,10,minus
8246,118,plus
8254,1,minus
8262,44,minus
8267,35,minus
8268,21,plus
8276,8,minus
8303,51,plus
8311,6,minus
8322,361,plus
8330,269,minus
8336,4,minus
8341,12,minus
8342,8,minus
8343,6,minus
8348,1,plus
8352,1,minus
8376,2,minus
8382,1,plus
8384,5,plus
8394,64,plus
8399,15,plus
8401,31,minus
8402,62,minus
8404,1,plus
8407,90,minus
8412,114,minus
8419,22,minus
8429,2,plus
8437,24,plus
8438,3,minus
8441,27,minus
8445,150,minus
8449,6,minus
8450,6,minus
8454,4,minus
8456,13,minus
8458,17,plus
8466,86,minus
8468,2,plus
8473,914,plus
8481,502,minus
8482,5,plus
8487,4,plus
8498,22,plus
8506,32,minus
8520,1,plus
8525,88,plus
8527,64,plus
8533,253,minus
8538,17,minus
8542,28,plus
8547,574,plus
8549,3,minus
8549,249,plus
8550,14,minus
8555,2,minus
8557,101,minus
8557,77,plus
8559,10,plus
8560,9,minus
8562,46,plus
8564,61,plus
8565,10,minus
8570,11,minus
8572,123,minus
8592,1,plus
8593,1134,plus
8601,9,minus
8607,26,minus
8607,1,plus
8616,41,minus
8617,15,plus
