Insertion	Frequency
2629	2
2710	1
2767	51
2780	1
5332	9
5351	1
5381	307
5394	223
5401	711
5402	113
5409	111
5411	854
5423	1
5424	73
5429	1
5430	2922
5437	761
5442	1
5443	3229
5489	1519
5490	73
5496	2
5503	50
5518	92
5520	2
5525	11
5527	77
5528	15
5534	6534
5539	3
5545	14
5571	76
5585	6
5590	24
5595	18
5600	69
5605	101
5615	303
5620	2
5624	144
5626	50
5638	22
5639	2
5646	68
5647	37
5648	23
5653	383
5655	304
5660	3
5665	7
5683	121
5695	4
5700	41
5709	69
5719	79
5724	61
5729	12
5735	45
5736	59
5740	47
5745	18
5753	36
5754	97
5755	66
5763	196
5764	6
5768	147
5778	14
5780	78
5785	42
5790	90
5791	135
5795	33
5801	1
5803	462
5804	216
5811	93
5814	16
5816	34
5824	22
5829	199
5839	6
5875	9
5887	8
5892	15
5893	42
5897	24
5900	2
5902	52
5932	8
5936	1
5938	43
5943	1
5944	36
5951	5
5957	4
5961	23
5962	35
5967	77
5972	300
5977	1
5979	1
5982	1
5987	4
6036	30
6053	38
6060	17
6170	1
6214	1
6232	3
6256	37
6361	97
6373	3
6425	2
6470	17
6571	3
6668	22
6806	24
6808	7
6834	1
6868	35
6901	4
6964	96
7009	3
7026	8
7059	1
7118	2
7143	5
7188	20
7216	24
7238	59
7251	22
7272	1
7278	78
7280	58
7293	228
7300	192
7310	10
7321	1
7322	13
7330	1
7331	56
7333	4
7334	6
7339	25
7368	5
7369	1
7469	55
7480	4
7484	4
7495	7
7496	39
7508	2
7513	14
7551	3
7590	1
7651	6
7666	16
7750	8
7769	26
7777	6
7779	1
7791	15
7806	12
7851	9
7856	1
7862	1
7919	4
7921	1
7951	4
7961	6
8015	1
8049	5
8073	10
8079	2
8140	16
8201	121
8207	1
8240	18
8276	130
8330	417
8390	1
8392	4
8402	51
8407	29
8445	50
8466	36
8476	24
8479	1
8481	971
8495	2
8506	59
8523	2
8528	4
8535	153
8550	32
8555	353
8557	187
8559	2
8565	19
8567	14
8572	156
8601	1405
8615	4
8616	4
8629	445
8650	43
8656	1
8661	13
8662	261
8663	26
8665	59
8673	9
8674	16
8675	1
8693	213
8694	16
8705	19
8708	163
8723	2
8725	75
8726	1
8728	9
8733	1
8736	14
8746	4
8752	42
8762	27
8767	10
8772	2
8785	39
8786	6
8792	2
8797	39
8801	8
8810	4
8811	6
8840	12
8841	2
8855	6
8868	1
8897	1
8901	2
8906	2
8911	1
8912	5
8916	1
8955	25
8964	4
8965	9
8979	19
8982	48
8984	5
8985	67
8990	3
8992	1911
9001	8
9002	266
9003	11
9007	40
9013	21
9014	390
9015	91
9016	16
9022	90
9023	289
9025	1
9026	222
9032	21
9037	42
9041	66
9046	118
9049	16
9056	111
9059	68
9061	247
9064	1554
9066	317
9067	504
9069	1
9072	2701
9074	94
9075	11
9079	243
9083	109
9084	214
9085	1066
9093	113
9095	9
9096	168
9100	400
9110	31
9114	1
9117	17
9122	3
9124	4
9125	28
9126	121
9129	50
9132	116
9134	130
9137	147
9142	1011
9147	310
9148	36
9151	2
9152	31745
9158	367
9163	932
9164	28
9165	367
9176	648
9177	18
9181	306
9186	34
9187	39
9191	1574
9200	6
9210	422
9211	1
9223	1
9225	1139
9226	402
9239	424
9250	14
9255	145
9260	217
9261	4
9265	9
9269	25
9271	61
9272	114
9277	66
9278	3
9279	40
9282	1
9289	6
9297	511
9299	168
9300	103
9305	17
9319	11
9330	283
9335	37
9336	2
9338	70
9343	71
9347	6
9348	215
9355	2
9356	31
9357	53
9367	3
9370	10
9376	8
9380	3
9386	3
9387	4
9390	74
9394	19
9395	1
9401	41
9404	38
9405	17
9406	3
9408	3
9415	100
9420	6
9423	63
9433	157
9450	913
9452	25
9460	21
9461	3
9466	1
9468	8
9483	4
9484	7
9487	1
9492	19
9493	3
9497	33
9508	6
9509	2
9517	32
9518	1
9525	12
9532	2
9585	11
9595	1
9598	6
9656	37
9667	27
9690	19
9696	1
9700	2
9704	25
9710	15
9711	21
9714	21
9716	11
9719	36
9737	64
9747	7
9748	6
9751	1
9752	3
9753	11
9762	15
9769	16
9771	40
9772	39
9773	13
9782	20
9787	6
9792	198
9794	18
9797	38
9805	13
9807	43
9811	1
9812	41
9813	17
9818	9
9819	953
9823	38
9824	121
9825	2
9826	49
9828	33
9830	37
9833	129
9834	29
9835	1
9838	22
9839	3
9848	3
9852	24
9857	95
9870	206
9875	1
9879	29
9883	32
9885	33
9897	66
9898	196
9900	13
9902	4
9910	18
9913	161
9916	15
9918	326
9930	1
9934	89
9937	7
9966	129
9967	45
9973	50
9978	68
9988	6
9989	9
9990	1
9994	41
9995	65
9996	2
10000	13
10001	62
10002	47
10006	25
10007	314
10008	54
10012	1
10013	24
10014	23
10015	62
10016	21
10020	17
10025	60
10026	262
10032	122
10033	10
10042	42
10047	9
10048	58
10053	14
10055	4
10063	18
10093	1
10116	4
10121	11
10124	1
10127	3
10130	1
10151	22
10156	10
10165	2
10172	4
10197	1
10200	1
10209	7
10210	149
10211	2
10221	53
10228	35
10256	1
10262	193
10265	2
10267	1
10272	1
10277	35
10282	1
10283	9
10293	4
10294	6
10295	24
10300	70
10305	1
10314	6
10319	15
10324	17
10334	7
10348	5
10352	31
10365	18
10371	46
10375	22
10380	79
10388	162
10390	3
10395	28
10400	28
10410	202
10414	11
10419	5
10424	52
10429	8
10432	25
10437	1
10442	62
10444	4
10450	16
10459	6
10460	4
10474	1
10481	1
10493	33
10495	1
10505	1
10527	1
10545	2
10552	2
10569	34
10579	12
10592	3
10593	1
10608	1
10628	7
10640	3
10669	2
10671	106
10673	1
10674	1
10701	77
10717	3
10719	13
10729	9
10734	6
10800	4
10802	42
10851	84
10852	199
10864	28
10869	196
10870	33
10874	185
10876	162
10890	2
10898	3
10921	3
10932	2
10946	15
10949	3
10960	82
10968	3
10970	25
10987	23
10995	56
10997	1084
11016	7
11040	64
11045	25
11050	155
11065	853
11070	64
11078	141
11080	740
11086	205
11090	129
11091	31
11096	1743
11103	13
11109	1
11111	433
11120	69
11127	28
11135	49
11144	80
11147	1
11158	137
11161	11
11166	683
11168	405
11181	1991
11196	6
11201	5
11204	45
11208	99
11213	326
11214	17
11221	188
11222	1
11229	31
11239	8
11244	17
11254	10
11259	1
11263	47
11264	775
11271	13
11281	375
11282	33
11287	31
11288	32
11292	72
11301	11
11308	9
11318	169
11323	68
11329	55
11340	153
11348	30
11349	58
11394	53
11395	48
11408	19
11432	3
11439	4
11443	15
11445	6
11452	6
11453	11
11460	2
11466	4
11471	2
11480	2
11487	9
11501	1
11512	15
11519	18
11527	48
11553	4
11558	2
11566	7
11573	4
11578	1
11583	7
11588	11
11611	4
11612	75
11617	1
11622	11
11627	1
11655	10
11659	1
11665	2
11683	1
11690	163
11700	38
11718	1
11722	28
11730	33
11736	1
11738	89
11748	33
11749	305
11782	20
11790	25
11797	188
11798	52
11805	3
11815	581
11816	40
11825	295
11831	240
11832	675
11844	115
11845	482
11849	19
11850	1804
11855	415
11858	169
11859	8
11863	1
11864	331
11865	299
11873	11
11877	1
11884	9
11885	19
11889	293
11895	11
11899	19
11906	123
11908	117
11912	3
11916	4
11919	230
11921	1403
11922	17
11924	30
11927	175
11937	5
11938	158
11942	200
11945	1
11952	1
11964	63
11979	8
11986	53
11991	40
12003	71
12010	5
12021	39
12028	59
12046	213
12059	9
12065	7
12069	313
12080	53
12082	199
12092	29
12108	54
12109	7
12117	76
12165	1
12184	7
12201	12
12239	4
12263	4
12273	45
12412	9
12417	40
12418	57
12440	11
12459	1
12498	108
12512	28
12547	18
12569	4
12672	5
12685	1
12774	4
12936	1
12954	1
12968	3
13140	107
13141	52
13154	32
13172	1
13569	1
13652	33
13792	17
13797	2
13939	5
14030	7
14041	15
14056	36
14192	13
14238	80
14340	2
14436	5
14539	12
14581	7
14589	317
14591	23
14633	75
14639	36
14644	81
14663	2
14689	4
14699	1
14704	166
14711	87
14716	26
14765	2
14780	27
14794	6
14807	34
14809	1
14822	31
14834	3
14838	14
14844	3
14857	1
14888	3
14898	26
14904	8
14905	2
14910	3
14936	5
14969	8
14999	1
15053	4
15103	7
16263	2
16702	54
17243	1
17263	12
18600	25
18611	625
18649	53
19982	1
21081	12
21087	7
21109	80
21119	2
21128	1
21134	2
21151	8
21293	4
21298	2
21383	19
22023	2
22970	4
23082	1
23249	142
23423	1
23475	1
23523	2
23565	5
23598	6
23650	8
23706	43
23784	1
24884	5
25449	3
27120	15
27901	3
28206	3
28445	8
28567	2
28954	96
29078	116
29222	20
29448	1
29532	109
29749	168
29825	8
30770	8
30964	4
31059	4
31069	3
31186	1
31208	1
31274	4
31418	4
31508	1
31701	2
32997	4
33262	1
33658	1
34748	13
35187	1
35240	15
35398	1
35479	16
36066	1
36071	3
36106	2
36114	7
36192	2
36590	1
36696	22
36712	1
36750	3
36964	6
36981	2
37054	1
37170	6
37453	47
38128	2
38524	2
38576	6
38615	2
40373	1
40854	14
41598	1
43814	67
43820	25
43822	123
43825	181
43874	4
43901	9
43927	1
43995	1
44006	17
44019	40
44024	279
44037	115
44047	711
44113	193
44120	67
44131	3
44148	31
44161	39
44173	10
44177	3
44178	2080
44190	1
44219	4
44234	1
44235	16
44280	16
44324	17
44329	16
44378	1
44379	101
44384	22
44420	1
44468	2
44473	1
44646	1
44665	5
44672	36
44677	116
44692	166
44713	15
44735	37
44741	8
44747	17
44761	1
44797	18
44798	17
44806	6
44807	1
44815	42
44830	13
44844	17
44864	10
44875	8
44899	20
44954	52
44959	1
45023	4
45028	75
45030	48
45038	16
45044	12
45054	1
45109	122
45115	54
45116	2
45134	127
45135	1
45180	1
45215	72
45295	9
45300	1
45308	28
45377	2
45402	58
45411	1
45415	1
45441	7
45444	5
45453	2
45464	5
45602	4
45651	1
46292	8
46368	2
46373	25
46550	8
47167	19
47484	133
47582	20
47586	9
47680	1
47725	3
47751	12
47924	55
47944	40
48024	1
48043	27
48134	7
48139	33
48176	4
48181	10
48229	1
48325	2
53556	1
57115	1
57152	5
63131	1
66308	1
68571	15
68684	29
74005	1
74168	1
75197	14
80256	3
81072	1
81803	4
84196	2
84577	4
86604	1
88073	12
89492	14
89933	1
90175	23
90187	15
90358	63
90809	8
91665	23
91701	4
91739	2
91920	10
92839	3
93935	1
94214	24
94375	1
94399	17
94851	16
95719	1
95789	1
95867	2
96063	11
96101	9
96129	20
96236	1
96442	11
96463	62
96477	2
96487	3
96614	1
96928	3
97079	311
97089	86
97149	10
97189	1
98829	2
99428	1
99469	4
99528	2
100333	1
100534	66
100654	5
100677	1
100761	7
101763	1
101778	1
102540	1
102596	1
102893	3
102899	2
103122	1
106075	3
106717	5
106791	61
106812	3
107265	18
107628	11
108239	2
109483	3
109859	8
111078	21
112061	4
112090	20
115819	4
116288	3
117628	1
117788	18
117891	1
117892	1
118185	68
118186	6
118196	146
118234	1
118281	39
118359	12
118369	7
118406	1
118441	9
118472	19
119078	3
120219	14
120399	23
120633	7
121421	1
121683	3
123582	1
123641	1
123831	3
124554	4
124767	60
125396	8
125577	1
125630	4
125631	3
125659	2
125736	1
125850	4
133385	23
133487	12
133493	10
133652	14
134060	12
134543	15
134575	10
134584	14
134589	1
134601	48
134608	35
134764	2
134765	7
134786	101
135142	23
135214	8
135232	6
135916	1
136008	44
136334	1
137408	74
137457	15
137469	18
137564	9
137584	1
137698	38
137713	60
137714	9
137719	2
137729	55
137838	6
137848	10
137935	1
138052	66
138116	43
138134	5
138183	1
138284	1
138631	1
138852	1
139321	97
140540	17
140550	14
141000	2
141215	2
141378	3
141420	6
141471	62
141594	1
145114	34
145356	2
148622	52
148665	2
150142	2
150276	225
150436	66
150445	1
150481	34
150512	1
151203	1
151779	7
151797	2
151835	372
151873	4
151915	8
151966	9
152541	3
152671	2
153309	1
153526	8
153558	14
154062	7
154172	2
154344	34
155990	1
158640	9
159102	34
159240	16
160080	2
160343	143
161443	3
162468	1
162469	56
162898	21
162936	6
167444	9
167525	1
167584	20
167896	1
168841	29
169781	14
169845	1
169960	57
170189	1
170531	1
170892	3
170952	9
171005	1
171031	132
171830	2
171850	20
171862	1
171898	2
171910	6
178614	3
178667	1
178806	5
178858	7
179338	10
180575	1
180918	159
180968	47
180996	4
181197	4
181207	59
181234	73
182161	6
182263	1
182363	19
182439	11
182764	7
182877	2
182956	3
183227	1
183490	1
183915	6
184112	3
184667	13
185680	6
185836	1
187850	1
187956	1
195798	28
196306	17
197370	1
197459	27
197460	51
197478	1
197840	1
197969	1
198152	11
198386	2
198899	9
199019	63
199098	21
199269	2
199290	33
200957	15
201207	6
201257	4
201343	98
201355	8
201428	7
201447	5
201513	13
201575	37
201687	2
201822	1
202475	68
202608	11
202685	5
202730	32
202773	2
202783	7
202799	4
202817	5
203410	6
203418	1
203427	2
203778	2
204764	16
204823	6
204839	6
204850	28
