Insertion	Frequency
1464	2
2710	2
2743	4
2746	10
2754	5
2767	6
5282	8
5332	49
5337	1
5351	2
5361	1
5376	6
5381	589
5394	184
5401	371
5402	133
5409	158
5411	412
5423	235
5424	243
5429	1
5430	2839
5437	1493
5443	2283
5479	11
5489	1812
5503	154
5518	202
5520	69
5524	18
5527	8
5528	8
5533	1
5534	6331
5539	16
5545	20
5558	4
5571	100
5595	26
5600	86
5605	146
5615	264
5624	113
5626	48
5636	3
5638	2
5639	22
5646	56
5647	48
5648	63
5653	188
5655	501
5660	54
5665	2
5683	80
5684	18
5695	136
5700	81
5709	30
5719	84
5724	30
5729	1
5735	30
5736	204
5738	5
5740	82
5753	29
5754	23
5755	50
5763	71
5764	32
5768	129
5778	3
5780	74
5785	49
5790	13
5795	26
5801	9
5803	514
5804	186
5811	34
5816	43
5824	5
5829	173
5839	24
5840	3
5847	1
5875	62
5887	1
5892	22
5893	17
5897	3
5902	69
5932	6
5936	3
5937	1
5938	24
5944	41
5954	1
5957	24
5961	86
5962	67
5967	51
5972	166
5979	1
5987	1
6034	1
6036	7
6053	43
6060	17
6114	4
6225	16
6256	60
6274	4
6424	1
6484	1
6493	2
6510	3
6561	1
6617	2
6781	1
6808	4
6868	17
6901	5
6964	22
7009	10
7016	1
7026	3
7188	9
7238	40
7251	8
7252	10
7272	2
7278	78
7280	47
7293	212
7298	12
7300	103
7310	26
7320	1
7322	11
7331	14
7334	5
7339	17
7366	6
7369	4
7384	3
7469	28
7484	1
7491	7
7495	4
7496	21
7508	8
7513	17
7518	1
7536	1
7542	6
7551	4
7656	6
7661	15
7666	3
7750	7
7769	35
7777	16
7781	2
7784	3
7785	10
7806	1
7816	4
7845	1
7851	20
7876	1
7919	1
7921	5
7951	2
7956	3
7961	6
8049	3
8078	21
8140	10
8207	1
8254	118
8276	21
8311	51
8330	361
8356	1
8390	1
8392	5
8402	64
8407	15
8412	1
8437	2
8445	24
8466	17
8476	2
8481	914
8490	5
8495	4
8506	22
8528	1
8533	88
8535	64
8550	28
8555	574
8557	249
8565	77
8567	10
8570	46
8572	61
8600	1
8601	1134
8615	1
8625	15
8629	245
8650	63
8652	27
8661	2
8662	221
8663	17
8665	37
8674	3
8693	183
8694	43
8699	11
8705	3
8708	29
8725	67
8728	1
8733	1
8736	7
8746	11
8752	17
8757	6
8762	2
8766	1
8767	2
8772	2
8785	38
8786	30
8791	1
8792	4
8797	38
8801	7
8811	7
8818	4
8840	2
8841	3
8855	8
8868	4
8901	1
8911	1
8912	1
8916	4
8955	2
8965	3
8970	1
8979	13
8982	69
8985	277
8990	23
8992	2181
8995	2
8997	31
9001	18
9002	237
9003	101
9014	388
9015	95
9016	77
9022	61
9023	113
9025	49
9026	312
9031	18
9032	75
9037	10
9041	3
9046	36
9049	26
9056	83
9059	43
9061	36
9064	831
9065	2
9066	510
9067	575
9072	1876
9074	22
9075	31
9079	68
9083	39
9084	25
9085	892
9093	41
