Insertion	Frequency
5323	2
5329	1
5336	12
5373	2
5378	84
5393	17
5403	19
5415	8
5429	39
5433	11
5435	7
5481	16
5482	27
5489	12
5494	7
5510	67
5520	2
5526	540
5531	295
5536	39
5537	74
5542	57
5545	107
5552	62
5563	39
5582	276
5587	1
5588	1
5592	1
5597	1149
5602	1070
5607	1104
5612	277
5615	128
5616	2
5618	101
5630	1
5631	124
5637	12
5638	98
5639	23
5640	505
5645	4243
5647	2281
5652	77
5657	686
5663	1
5669	26
5692	3
5697	1
5698	24
5701	2607
5703	9631
5704	5
5711	2
5716	35
5721	169
5726	1533
5727	316
5728	10
5730	38
5732	937
5737	369
5745	5728
5747	71
5755	3
5756	1
5765	1
5770	1
5772	8
5773	2
5777	1
5778	3
5782	1
5787	4542
5788	3498
5793	2
5795	5011
5796	13255
5798	554
5803	8073
5807	2
5808	9329
5813	2
5816	2756
5821	20500
5822	1
5837	361
5838	1213
5839	9508
5840	7
5857	1315
5867	3579
5868	77
5879	8744
5884	26
5885	10093
5886	1
5894	3344
5907	4973
5935	3
5936	41
5943	1
5946	1
5954	19
5958	4
5964	16
5979	7
6028	84
6029	40
6052	11
6068	1
6101	1
6123	1
6157	1
6184	147
6188	25
6206	22
6217	1
6222	3
6236	131
6248	74
6273	291
6274	1
6309	3
6310	118
6460	9
6469	1
6497	42
6498	1
6513	63
6519	1
6543	21
6563	12
6604	13
6627	2
6660	11
6726	13
6731	1
6767	2
6768	1
6778	41
6795	1
6798	37
6800	67
6815	2
6826	2
7071	1
7102	1
7143	12
7180	1
7187	1
7292	15
7333	23
7388	2
7456	72
7461	18
7476	1
7483	1
7487	18
7488	94
7500	37
7543	97
7566	6
7572	4
7582	55
7658	120
7664	63
7667	1
7668	1
7703	21
7736	22
7742	1
7773	1
7783	5
7800	107
7818	740
7843	505
7847	2
7926	9
7928	41
7943	45
7948	11
7969	6
7997	2
8007	1
8016	100
8041	12
8059	1
8065	3
8070	190
8071	32
8099	105
8105	1
8106	2
8128	20
8132	88
8142	554
8218	4
8254	1
8259	38
8267	4
8268	3
8322	137
8333	3
8394	12
8399	52
8404	43
8411	9
8433	1
8437	177
8458	12
