Insertion,Frequency,Orientation
2725,3,plus
2759,11,plus
2779,1,plus
5331,2,minus
5335,40,plus
5337,1,minus
5344,12,minus
5368,1,plus
5373,641,plus
5381,2,minus
5386,84,minus
5386,42,plus
5393,72,plus
5394,2,plus
5401,17,minus
5401,2,plus
5403,516,plus
5411,19,minus
5415,1,plus
5422,1848,plus
5423,8,minus
5429,373,plus
5435,2029,plus
5437,39,minus
5441,11,minus
5443,7,minus
5476,1,plus
5481,914,plus
5482,1,plus
5489,16,minus
5490,27,minus
5497,12,minus
5502,7,minus
5510,34,plus
5518,67,minus
5519,2,plus
5520,1,plus
5526,5134,plus
5528,2,minus
5534,540,minus
5537,8,plus
5539,295,minus
5542,29,plus
5544,39,minus
5545,74,minus
5550,57,minus
5550,1,plus
5553,107,minus
5560,62,minus
5571,39,minus
5587,17,plus
5590,276,minus
5592,155,plus
5595,1,minus
5596,1,minus
5597,94,plus
5599,1,plus
5600,1,minus
5605,1149,minus
5607,181,plus
5610,1070,minus
5615,1104,minus
5616,211,plus
5618,25,plus
5620,277,minus
5623,128,minus
5624,2,minus
5626,101,minus
5638,1,minus
5638,55,plus
5639,124,minus
5639,20,plus
5645,12,minus
5645,107,plus
5646,98,minus
5647,23,minus
5647,288,plus
5648,505,minus
5653,4243,minus
5655,2281,minus
5660,77,minus
5665,686,minus
5671,1,minus
5675,3,plus
5677,26,minus
5687,53,plus
5692,20,plus
5700,3,minus
5701,13,plus
5705,1,minus
5706,24,minus
5709,2607,minus
5711,9631,minus
5711,2,plus
5712,5,minus
5716,1,plus
5719,2,minus
5721,23,plus
5724,35,minus
5728,2,plus
5729,169,minus
5732,21,plus
5734,1533,minus
5735,316,minus
5736,10,minus
5737,3,plus
5738,38,minus
5740,937,minus
5745,369,minus
5745,62,plus
5746,3,plus
5747,91,plus
5753,5728,minus
5755,71,minus
5755,171,plus
5760,44,plus
5763,3,minus
5764,1,minus
5770,1,plus
5772,25,plus
5773,1,minus
5777,31,plus
5778,1,minus
5780,8,minus
5781,2,minus
5782,1,plus
5783,1,plus
5785,1,minus
5786,3,minus
5787,1,plus
5790,1,minus
5795,4542,minus
5795,451,plus
5796,3498,minus
5796,173,plus
5801,2,minus
5803,5011,minus
5803,19,plus
5804,13255,minus
5806,554,minus
5808,19,plus
5811,8073,minus
5815,2,minus
5816,9329,minus
5816,77,plus
5821,2,minus
5821,61,plus
5824,2756,minus
5829,20500,minus
5830,1,minus
5831,10,plus
5845,361,minus
5846,1213,minus
5847,9508,minus
5848,7,minus
5865,1315,minus
5867,23,plus
5875,3579,minus
5876,77,minus
5884,32,plus
5885,7,plus
5887,8744,minus
5889,1,plus
5892,26,minus
5892,1,plus
5893,10093,minus
5894,1,minus
5894,12,plus
5902,3344,minus
5915,4973,minus
5928,2,plus
5930,8,plus
5936,38,plus
5943,3,minus
5944,41,minus
5949,3,plus
5951,1,minus
5953,95,plus
5954,1,minus
5954,31,plus
5959,106,plus
5962,19,minus
5964,215,plus
5966,4,minus
5972,16,minus
5979,2,plus
5987,7,minus
6026,1,plus
6028,2,plus
6036,84,minus
6037,40,minus
6045,86,plus
6060,11,minus
6076,1,minus
6080,2,plus
6106,76,plus
6109,1,minus
6131,1,minus
6165,1,minus
6192,147,minus
6196,25,minus
6214,22,minus
6217,1,plus
6225,1,minus
6230,3,minus
6244,131,minus
6248,29,plus
6256,74,minus
6281,291,minus
6282,1,minus
6317,3,minus
6318,118,minus
6321,2,plus
6468,9,minus
6476,3,plus
6477,1,minus
6505,42,minus
6506,1,minus
6521,63,minus
6527,1,minus
6551,21,minus
6571,12,minus
6612,13,minus
6635,2,minus
6660,7,plus
6668,11,minus
6734,13,minus
6739,1,minus
6775,2,minus
6776,1,minus
6786,41,minus
6800,8,plus
6803,1,minus
6806,37,minus
6808,67,minus
6823,2,minus
6834,2,minus
6860,98,plus
6893,6,plus
6956,63,plus
7018,5,plus
7051,6,plus
7079,1,minus
7110,1,minus
7110,3,plus
7139,1,plus
7151,12,minus
7154,3,plus
7180,14,plus
7188,1,minus
7195,1,minus
7270,31,plus
7285,183,plus
7292,259,plus
7300,15,minus
7313,1,plus
7314,5,plus
7323,2,plus
7331,3,plus
7341,23,minus
7360,1,plus
7396,2,minus
7461,52,plus
7464,72,minus
7469,18,minus
7476,3,plus
7483,1,plus
7484,1,minus
7486,2,plus
7487,27,plus
7488,36,plus
7491,1,minus
7495,18,minus
7496,94,minus
7505,10,plus
7508,37,minus
7534,4,plus
7543,4,plus
7551,97,minus
7574,6,minus
7580,4,minus
7590,55,minus
7648,2,plus
7666,120,minus
7672,63,minus
7675,1,minus
7676,1,minus
7711,21,minus
7742,6,plus
7744,22,minus
7750,1,minus
7761,46,plus
7777,1,plus
7781,1,minus
7791,5,minus
7808,107,minus
7808,13,plus
7826,740,minus
7837,4,plus
7843,2,plus
7851,505,minus
7855,2,minus
7857,2,plus
7911,2,plus
7913,1,plus
7934,9,minus
7936,41,minus
7943,12,plus
7951,45,minus
7953,11,plus
7956,11,minus
7977,6,minus
8005,2,minus
8015,1,minus
8024,100,minus
8041,1,plus
8049,12,minus
8065,4,plus
8067,1,minus
8070,11,plus
8073,3,minus
8078,190,minus
8079,32,minus
8107,105,minus
8113,1,minus
8114,2,minus
8132,26,plus
8136,20,minus
8140,88,minus
8150,554,minus
8193,55,plus
8226,4,minus
8232,78,plus
8246,2,plus
8262,1,minus
8267,38,minus
8268,8,plus
8275,4,minus
8276,3,minus
8322,432,plus
8330,137,minus
8341,3,minus
8348,6,plus
8382,3,plus
8384,1,plus
8394,7,plus
8399,62,plus
8402,12,minus
8404,3,plus
8407,52,minus
8412,43,minus
8419,9,minus
8437,6,plus
8441,1,minus
8445,177,minus
8458,60,plus
8466,12,minus
8468,15,plus
8473,1646,plus
8481,471,minus
8490,1,minus
8500,2,plus
8506,9,minus
8533,155,minus
8538,40,minus
8542,136,plus
8547,558,plus
8549,2,minus
8549,11,plus
8550,3,minus
8555,16,minus
8557,6,minus
8557,2,plus
8559,2,plus
8560,16,minus
8564,116,plus
8565,1,minus
8570,14,minus
8572,70,minus
8593,1813,plus
8607,16,plus
8616,76,minus
8621,1,minus
8621,312,plus
8629,1113,minus
8642,45,plus
8648,1,plus
8654,247,plus
8655,5,plus
8657,14,plus
8661,1,minus
8662,465,minus
8665,71,minus
8666,47,plus
8685,74,plus
8686,132,plus
8691,5,plus
8693,167,minus
8699,5,minus
8700,56,plus
8708,1,minus
8717,113,plus
8725,7,plus
8733,15,plus
8736,5,minus
8738,1,plus
8744,35,plus
8746,6,minus
8754,16,plus
8756,123,minus
8757,1,minus
8762,81,minus
8766,2,minus
8767,54,minus
8770,12,minus
8777,72,plus
8778,26,plus
8783,37,plus
8785,288,minus
8786,70,minus
8789,103,plus
8792,17,minus
8793,2,plus
8797,29,minus
8801,1,minus
8802,9,plus
8806,36,minus
8807,58,minus
8810,2,plus
8811,1,minus
8825,1,minus
8840,165,minus
8847,6,plus
8855,78,minus
8859,3,minus
8860,1,plus
8867,1,minus
8868,220,minus
8877,2,plus
8895,3,plus
8901,26,minus
8903,2,plus
8904,10,plus
8908,2,plus
8912,6,minus
8937,2,minus
8947,2,plus
8954,1129,minus
8956,1,plus
8957,47,plus
8962,1,plus
8970,39,minus
8971,4,plus
8974,6,plus
8977,1,minus
8977,46,plus
8979,3,minus
8982,2,plus
8984,1907,plus
8990,1,minus
8992,981,minus
8993,26,plus
8994,86,plus
8995,9,plus
8999,57,plus
9001,2,minus
9005,2,plus
9006,489,plus
9007,5,plus
9008,44,plus
9013,131,minus
9014,2,plus
9015,54,plus
9018,110,plus
9024,1,minus
9024,12,plus
9025,86,minus
9026,590,minus
9029,2,plus
9033,2,minus
9037,9,minus
9038,1,plus
9041,19,plus
9048,80,plus
9051,1,plus
9053,24,plus
9056,86,minus
9056,634,plus
9057,1,plus
9058,111,plus
9059,197,minus
9059,49,plus
9064,7,minus
9064,507,plus
9066,235,minus
9066,27,plus
9067,1,plus
9071,19,plus
9072,26,minus
9075,3,plus
9076,5,plus
9077,958,plus
9085,5,minus
9088,1,minus
9088,6,plus
9092,272,plus
9102,3,plus
9106,1,minus
9109,7,plus
9114,8,minus
9116,1,minus
9117,86,plus
9118,61,plus
9124,16,minus
9124,51,plus
9126,1,plus
9129,8,plus
9132,1,minus
9134,2,minus
9134,562,plus
9139,37,plus
9140,1,plus
9143,26,minus
9144,32173,plus
9150,475,plus
9152,541,minus
9155,671,plus
9156,6,plus
9157,1,minus
9157,175,plus
9158,5,minus
9163,14,minus
9164,91,minus
9165,8,minus
9168,243,plus
9169,7,plus
9173,96,plus
9175,444,minus
9178,3,plus
9183,1112,plus
9186,8,minus
9191,603,minus
9192,1,plus
9202,542,plus
9210,71,minus
9216,3,plus
9217,728,plus
9218,159,plus
9223,1,minus
9225,5,minus
9226,26,minus
9231,217,plus
9234,1,plus
9239,3,minus
9242,2,plus
9247,211,plus
9252,353,plus
9261,1,plus
9262,1,minus
9263,81,plus
9264,86,plus
9269,11,plus
9270,1,plus
9271,12,plus
9277,253,minus
9281,62,plus
9289,376,plus
9291,3,minus
9291,90,plus
9292,20,plus
9297,21,minus
9299,253,minus
9300,2,minus
9302,1,plus
9306,1,plus
9318,17,plus
9322,250,plus
9327,23,plus
9330,12,minus
9330,114,plus
9335,113,plus
9339,27,plus
9340,183,plus
9343,1,minus
9347,10,plus
9348,36,minus
9348,145,plus
9349,20,plus
9357,26,minus
9359,1,plus
9362,1,minus
9368,1,plus
9370,5,minus
9372,2,minus
9372,1,plus
9379,2,plus
9382,223,plus
9386,11,plus
9387,6,minus
9387,1,plus
9390,91,minus
9390,4,plus
9393,39,plus
9394,5,minus
9396,2,minus
9396,4,plus
9397,26,plus
9404,102,minus
9405,12,minus
9407,105,plus
9408,2,minus
9412,1,plus
9414,4,minus
9415,68,minus
9415,116,plus
9422,95,minus
9423,131,minus
9425,189,plus
9433,202,minus
9440,4,minus
9441,1,plus
9442,895,plus
9444,27,plus
9445,15,minus
9447,22,minus
9450,2218,minus
9452,103,minus
9452,22,plus
9453,1,plus
9460,57,minus
9460,11,plus
9466,32,minus
9468,72,minus
9479,1,plus
9484,702,minus
9484,8,plus
9485,8,plus
9487,133,minus
9489,47,plus
9492,133,minus
9493,70,minus
9497,306,minus
9501,3,plus
9502,167,minus
9509,7,plus
9517,152,minus
9518,63,minus
9528,3,minus
9541,124,minus
9546,23,minus
9553,58,minus
9564,151,minus
9576,1,plus
9577,2,plus
9584,254,minus
9590,9,plus
9596,1,minus
9598,908,minus
9605,1,minus
9606,1,minus
9623,35,minus
9630,2,minus
9633,2,plus
9645,5,minus
9645,3,plus
9648,76,plus
9651,444,minus
9667,2,plus
9675,156,minus
9676,196,minus
9677,3,plus
9681,107,minus
9682,30,minus
9682,24,plus
9685,3311,minus
9686,1,minus
9689,2520,minus
9690,988,minus
9692,2,minus
9692,36,plus
9696,34,plus
9697,1891,minus
9698,2,minus
9700,102,minus
9702,3,plus
9703,11,plus
9704,65,minus
9706,8,plus
9710,3653,minus
9711,53,minus
9714,2,minus
9716,485,minus
9717,1153,minus
9727,284,minus
9729,2,minus
9729,2,plus
9735,252,minus
9737,1472,minus
9739,153,plus
9740,20,plus
9742,388,minus
9745,4,plus
9746,169,minus
9747,2474,minus
9748,1056,minus
9749,1,minus
9752,1215,minus
9753,288,minus
9754,1,plus
9757,392,minus
9761,67,plus
9763,212,plus
9764,9,plus
9765,143,plus
9769,472,minus
9771,2824,minus
9772,437,minus
9772,1,plus
9773,1,minus
9774,1,plus
9777,2857,minus
9779,729,minus
9779,43,plus
9782,443,minus
9784,74,plus
9786,1,plus
9787,931,minus
9789,7,plus
9792,24522,minus
9794,6315,minus
9796,303,minus
9797,1285,minus
9797,14,plus
9798,2,plus
9799,8,plus
9801,225,minus
9803,1,minus
9804,11,plus
9805,53,minus
9805,2,plus
9806,275,minus
9807,87,minus
9808,1685,minus
9810,1,minus
9810,27,plus
9811,883,plus
9812,5,minus
9813,3116,minus
9814,1,minus
9815,39,plus
9816,42,plus
9817,1,plus
9818,2997,minus
9819,39800,minus
9820,6,minus
9820,175,plus
9822,1,plus
9823,2159,minus
9824,1827,minus
9825,504,minus
9825,1,plus
9826,147,minus
9826,229,plus
9827,5,plus
9828,1919,minus
9829,281,minus
9830,216,minus
9830,1,plus
9831,1,plus
9833,47,minus
9834,6,minus
9838,1505,minus
9838,2,plus
9844,7567,minus
9845,29,minus
9846,3,minus
9848,73,minus
9849,60,plus
9857,681,minus
9861,1,plus
9862,552,plus
9870,61,minus
9872,1,plus
9877,10,plus
9880,1,minus
9889,37,plus
9890,12,plus
9892,4,plus
9894,28,plus
9895,1,minus
9895,2,plus
9897,58,minus
9898,144,minus
9900,3,minus
9900,9,plus
9902,3,minus
9902,5,plus
9903,1,minus
9905,218,plus
9908,456,minus
9908,3,plus
9910,1,minus
9910,222,plus
9918,47,minus
9926,45,plus
9929,15,plus
9934,161,minus
9934,2,plus
9937,124,minus
9958,43,plus
9959,1,plus
9965,26,plus
9966,17,minus
9970,218,plus
9977,4,minus
9978,80,minus
9981,16,plus
9986,31,plus
9987,94,plus
9988,5,minus
9988,2,plus
9990,2,minus
9992,35,plus
9993,64,plus
9994,13,minus
9994,21,plus
9995,2,minus
9999,21,plus
10000,16,minus
10000,30,plus
10001,61,minus
10002,1,minus
10005,5,plus
10006,31,minus
10006,6,plus
10007,177,plus
10008,2,minus
10008,13,plus
10012,13,plus
10013,23,minus
10014,42,minus
10015,19,minus
10017,55,plus
10018,18,plus
10020,4,minus
10021,2,minus
10023,8,plus
10024,22,plus
10026,43,minus
10031,27,minus
10032,29,minus
10034,3,plus
10036,1,plus
10038,1,minus
10040,73,plus
10042,14,minus
10045,15,plus
10047,2,plus
10048,44,minus
10053,59,minus
10055,7,plus
10056,19,minus
10057,13,plus
10063,81,minus
10065,6,minus
10069,1,minus
10096,1,plus
10113,51,plus
10119,4,plus
10120,203,minus
10121,112,minus
10122,5,minus
10124,29,minus
10126,48,minus
10128,1,minus
10131,61,minus
10132,146,minus
10138,2,plus
10140,1,minus
10142,10,minus
10143,1,plus
10146,2,minus
10148,2,plus
10156,135,minus
10157,1,plus
10160,1,minus
10164,8,plus
10165,28,minus
10169,1,plus
10172,162,minus
10177,63,minus
10189,8,plus
10192,16,plus
10199,1,minus
10201,13,plus
10202,2,minus
10202,15,plus
10203,1,minus
10203,1,plus
10209,1,minus
10210,1108,minus
10211,74,minus
10213,3,plus
10220,9,plus
10221,75,minus
10247,3,minus
10254,292,plus
10256,33,minus
10257,2,minus
10259,3,plus
10262,1133,minus
10263,118,minus
10264,1,plus
10267,1,minus
10269,30,plus
10270,5,minus
10272,12,minus
10274,7,plus
10275,4,plus
10277,1,minus
10282,2,minus
10283,2,minus
10284,8,minus
10285,14,plus
10286,5,plus
10287,20,plus
10288,1,plus
10292,2,plus
10293,1,minus
10294,2,minus
10295,454,minus
10296,5,minus
10305,9,minus
10308,12,minus
10311,7,plus
10316,7,plus
10319,111,minus
10321,1,plus
10324,157,minus
10340,2,plus
10344,2,plus
10346,3,plus
10353,6,minus
10357,365,plus
10362,16,minus
10367,1,minus
10367,153,plus
10372,5,minus
10372,2,plus
10380,307,plus
10382,1,plus
10385,37,minus
10387,1,plus
10388,37,minus
10392,59,plus
10400,464,minus
10402,131,plus
10410,185,minus
10416,159,plus
10419,140,minus
10421,6,plus
10422,3,minus
10424,28,plus
10429,4,minus
10434,62,minus
10434,67,plus
10442,1,minus
10442,17,plus
10446,1,plus
10450,4,minus
10451,1,plus
10452,2,plus
10460,2,minus
10466,23,plus
10471,1,minus
10473,11,plus
10474,204,minus
10481,1317,minus
10484,1,minus
10485,4,plus
10535,2,minus
10537,3,minus
10540,6,minus
10545,72,minus
10561,5,plus
10569,1,minus
10571,3,plus
10579,11,minus
10585,1,plus
10593,1,minus
10600,35,plus
10607,5,minus
10609,1,minus
10620,1,plus
10621,1,minus
10628,20,minus
10632,122,plus
10638,3,plus
10640,3,minus
10646,1,minus
10650,2,minus
10661,2,plus
10665,8,plus
10669,14,minus
10671,2,minus
10680,1,plus
10682,2,plus
10693,10,plus
10696,1,minus
10701,11,minus
10709,2,plus
10711,2,plus
10718,1,minus
10719,2,plus
10721,29,plus
10722,29,plus
10726,6,plus
10730,3,minus
10734,1,minus
10739,12,minus
10754,3,plus
10762,6,minus
10800,17,minus
10838,30,plus
10843,43,plus
10844,375,plus
10851,64,minus
10854,8,plus
10861,172,plus
10862,44,plus
10866,134,plus
10868,88,plus
10869,7,minus
10870,2,minus
10880,1,minus
10898,22,minus
10913,15,plus
10916,1,minus
10921,6,minus
10924,1,plus
10926,1,plus
10934,1,minus
10938,4,plus
10941,4,plus
10952,23,plus
10953,3,minus
10962,29,plus
10968,2,minus
10970,22,minus
10972,1,plus
10979,3,plus
10980,94,minus
10987,73,minus
10987,19,plus
10989,1364,plus
10995,13,minus
10997,158,minus
11007,2,plus
11008,1,plus
11016,25,minus
11032,1,plus
11037,63,plus
