Insertion,Frequency,Orientation
5331,1,minus
5337,2,minus
5344,7,minus
5376,2,minus
5381,18,minus
5386,68,minus
5393,975,plus
5401,34,minus
5403,276,plus
5411,7,minus
5422,3681,plus
5423,7,minus
5429,990,plus
5435,2592,plus
5437,76,minus
5441,3,minus
5443,15,minus
5479,3,minus
5481,929,plus
5489,6,minus
5490,26,minus
5497,5,minus
5510,133,plus
5516,12,plus
5518,141,minus
5519,186,plus
5523,1,plus
5526,4743,plus
5534,561,minus
5539,208,minus
5545,7,minus
5550,41,minus
5553,59,minus
5560,164,minus
5571,46,minus
5572,3,minus
5590,337,minus
5592,231,plus
5597,147,plus
5605,750,minus
5605,1,plus
5607,460,plus
5610,860,minus
5615,1016,minus
5616,108,plus
5618,91,plus
5620,475,minus
5623,105,minus
5626,125,minus
5631,13,plus
5638,34,minus
5638,48,plus
5639,29,minus
5639,25,plus
5645,69,minus
5645,267,plus
5646,13,minus
5647,414,plus
5648,182,minus
5653,3534,minus
5655,2026,minus
5660,23,minus
5665,344,minus
5675,15,plus
5677,15,minus
5687,27,plus
5692,81,plus
5701,223,plus
5706,7,minus
5709,1621,minus
5711,7034,minus
5721,59,plus
5729,216,minus
5732,17,plus
5734,1136,minus
5735,116,minus
5736,65,minus
5738,27,minus
5740,644,minus
5745,99,minus
5745,18,plus
5746,2,plus
5747,31,plus
5753,4294,minus
5755,7,minus
5755,181,plus
5760,90,plus
5770,2,plus
5772,1,plus
5777,83,plus
5787,127,plus
5795,3821,minus
5795,324,plus
5796,3498,minus
5796,15,plus
5803,5193,minus
5803,72,plus
5804,6630,minus
5806,147,minus
5808,1,plus
5811,5665,minus
5816,5256,minus
5816,2,plus
5821,10,plus
5824,1619,minus
5829,20898,minus
5846,155,minus
5847,5374,minus
5848,1,minus
5865,308,minus
5867,12,plus
5875,3089,minus
5876,180,minus
5884,49,plus
5885,4,plus
5887,12993,minus
5888,1,minus
5889,6,plus
5893,6785,minus
5894,3,minus
5894,60,plus
5902,5902,minus
5915,6170,minus
5930,27,plus
5936,29,minus
5936,130,plus
5944,2,minus
5949,3,plus
5951,44,minus
5953,43,plus
5954,2,plus
5959,58,plus
5964,419,plus
5966,1,minus
5972,1,minus
5978,5,minus
5979,3,plus
6034,10,minus
