Insertion	Frequency
5323	1
5329	2
5336	7
5368	2
5373	18
5378	68
5393	34
5403	7
5415	7
5429	76
5433	3
5435	15
5471	3
5481	6
5482	26
5489	5
5510	141
5526	561
5531	208
5537	7
5542	41
5545	59
5552	164
5563	46
5564	3
5582	337
5597	750
5602	860
5607	1016
5612	475
5615	105
5618	125
5630	34
5631	29
5637	69
5638	13
5640	182
5645	3534
5647	2026
5652	23
5657	344
5669	15
5698	7
5701	1621
5703	7034
5721	216
5726	1136
5727	116
5728	65
5730	27
5732	644
5737	99
5745	4294
5747	7
5787	3821
5788	3498
5795	5193
5796	6630
5798	147
5803	5665
5808	5256
5816	1619
5821	20898
5838	155
5839	5374
5840	1
5857	308
5867	3089
5868	180
5879	12993
5880	1
5885	6785
5886	3
5894	5902
5907	6170
5928	29
5936	2
5943	44
5958	1
5964	1
5970	5
6026	10
6028	74
6029	88
6052	12
6157	5
6184	210
6188	32
6206	44
6217	12
6222	13
6236	304
6248	9
6273	123
6310	3
6460	5
6497	27
6513	42
6538	6
6543	10
6563	10
6604	15
6660	46
6731	18
6778	485
6800	4
6826	20
7142	6
7143	32
7167	1
7180	84
7243	1
7292	12
7333	10
7456	85
7461	3
7476	5
7487	10
7488	56
7500	25
7505	35
7543	34
7572	9
7582	2
7617	1
7658	42
7664	61
7668	1
7703	2
7736	1
7800	1
7818	651
7843	276
7847	6
7941	1
7943	15
7948	25
7953	4
7969	3
8005	4
8041	9
8065	15
8070	4
8071	91
8099	92
8106	19
8128	151
8132	77
8142	144
8254	1
8259	21
8268	49
8322	75
8333	9
8334	3
8393	4
8394	97
8399	161
8404	26
8411	16
8437	299
8448	10
8458	10
8473	393
8482	2
8498	7
8500	8
8525	150
8530	14
8542	4
8547	14
8549	15
8552	9
8562	3
8564	36
8593	9
8599	12
8608	8
8613	10
8621	677
8654	303
8657	30
8685	277
8691	7
8700	3
8738	98
8748	132
8754	132
8758	10
8759	95
8762	20
8777	229
8778	11
8784	9
8789	32
8798	33
8799	1
8804	4
8832	79
8847	40
8851	1
8860	57
8889	8
8893	1
8929	1
8930	1
8946	1056
8962	69
8984	496
8993	18
9005	68
9018	446
9029	1
9048	3
9051	26
9056	3
9058	335
9064	24
9077	6
9116	5
9126	4
9135	15
9139	8
9144	472
9155	12
9156	245
9157	1
9167	116
9178	1
9183	387
9202	152
9216	1
9217	1
9218	247
9220	6
9225	1
9231	10
9269	2
9283	4
9289	9
9292	1
9322	12
9335	2
9340	36
9349	4
9357	1
9359	2
9362	1
9364	3
9372	4
9379	7
9382	97
9386	8
9396	87
9397	11
9400	15
9407	83
9414	66
9415	176
9425	166
9432	13
9437	21
9439	25
9442	1897
9444	108
9452	106
9458	57
9460	85
9475	3
9476	566
9479	55
9484	141
9485	63
9489	284
9494	104
9509	62
9510	78
9520	30
9524	17
9533	73
9538	1
9545	24
9556	286
9564	25
9576	77
9590	438
9592	12
9615	172
9622	4
9643	357
9648	12
9658	2
9667	77
9668	152
9673	206
9674	78
9677	2809
9681	2033
9682	638
9689	1333
9692	33
9696	235
9697	1
9702	2591
9703	312
9706	17
9708	316
9709	748
9719	83
9721	11
9727	191
9729	1360
9734	23
9738	690
9739	1532
9740	1103
9744	683
9745	268
9749	251
9755	27
9761	1009
9763	1760
9764	25
9769	3047
9771	413
9774	465
9779	1065
9784	23141
9786	5475
9788	276
9789	1191
9793	198
9798	1194
9799	314
9800	1364
9805	1642
9809	2
9810	2130
9811	24342
9812	4
9815	1240
9816	1708
9817	618
9818	115
9820	1534
9821	434
9825	1
9830	483
9836	6814
9837	370
9840	25
9849	711
9862	223
9889	82
9890	119
9892	8
9894	2
9895	3
9900	52
9910	51
9926	8
9929	6
9958	26
9960	1
9965	3
9969	2
9970	8
9980	24
9986	15
9987	46
9992	17
9993	68
9998	50
9999	1
10000	32
10005	15
10006	19
10007	10
10008	7
10012	5
10018	21
10023	80
10024	18
10034	26
10040	34
10045	21
10047	5
10055	127
10063	5
10112	25
10113	152
10116	2
10118	24
10123	13
10124	153
