Insertion	Frequency
2733	3
2767	11
2787	1
5343	40
5376	1
5381	641
5394	42
5401	72
5402	2
5409	2
5411	516
5423	1
5430	1848
5437	373
5443	2029
5484	1
5489	914
5490	1
5518	34
5527	2
5528	1
5534	5134
5545	8
5550	29
5558	1
5595	17
5600	155
5605	94
5607	1
5615	181
5624	211
5626	25
5646	55
5647	20
5653	107
5655	288
5683	3
5695	53
5700	20
5709	13
5719	2
5724	1
5729	23
5736	2
5740	21
5745	3
5753	62
5754	3
5755	91
5763	171
5768	44
5778	1
5780	25
5785	31
5790	1
5791	1
5795	1
5803	451
5804	173
5811	19
5816	19
5824	77
5829	61
5839	10
5875	23
5892	32
5893	7
5897	1
5900	1
5902	12
5936	2
5938	8
5944	38
5957	3
5961	95
5962	31
5967	106
5972	215
5987	2
6034	1
6036	2
6053	86
6088	2
6114	76
6225	1
6256	29
6329	2
6484	3
6668	7
6808	8
6868	98
6901	6
6964	63
7026	5
7059	6
7118	3
7147	1
7162	3
7188	14
7278	31
7293	183
7300	259
7321	1
7322	5
7331	2
7339	3
7368	1
7469	52
7484	3
7491	1
7494	2
7495	27
7496	36
7513	10
7542	4
7551	4
7656	2
7750	6
7769	46
7785	1
7816	13
7845	4
7851	2
7865	2
7919	2
7921	1
7951	12
7961	11
8049	1
8073	4
8078	11
8140	26
8201	55
8240	78
8254	2
8276	8
8330	432
8356	6
8390	3
8392	1
8402	7
8407	62
8412	3
8445	6
8466	60
8476	15
8481	1646
8508	2
8550	136
8555	558
8557	11
8565	2
8567	2
8572	116
8601	1813
8615	16
8629	312
8650	45
8656	1
8662	247
8663	5
8665	14
8674	47
8693	74
8694	132
8699	5
8708	56
8725	113
8733	7
8741	15
8746	1
8752	35
8762	16
8785	72
8786	26
8791	37
8797	103
8801	2
8810	9
8818	2
8855	6
8868	1
8885	2
8903	3
8911	2
8912	10
8916	2
8955	2
8964	1
8965	47
8970	1
8979	4
8982	6
8985	46
8990	2
8992	1907
9001	26
9002	86
9003	9
9007	57
9013	2
9014	489
9015	5
9016	44
9022	2
9023	54
9026	110
9032	12
9037	2
9046	1
9049	19
9056	80
9059	1
9061	24
9064	634
9065	1
9066	111
9067	49
9072	507
9074	27
9075	1
9079	19
9083	3
9084	5
9085	958
9096	6
9100	272
9110	3
9117	7
9125	86
9126	61
9132	51
9134	1
9137	8
9142	562
9147	37
9148	1
9152	32173
9158	475
9163	671
9164	6
9165	175
9176	243
9177	7
9181	96
9186	3
9191	1112
9200	1
9210	542
9224	3
9225	728
9226	159
9239	217
9242	1
9250	2
9255	211
9260	353
9269	1
9271	81
9272	86
9277	11
9278	1
9279	12
9289	62
9297	376
9299	90
9300	20
9310	1
9314	1
9326	17
9330	250
9335	23
9338	114
9343	113
9347	27
9348	183
9355	10
9356	145
9357	20
9367	1
9376	1
9380	1
9387	2
9390	223
9394	11
9395	1
9398	4
9401	39
9404	4
9405	26
9415	105
9420	1
9423	116
9433	189
9449	1
9450	895
9452	27
9460	22
9461	1
9468	11
9487	1
9492	8
9493	8
9497	47
9509	3
9517	7
9584	1
9585	2
9598	9
9641	2
9653	3
9656	76
9675	2
9685	3
9690	24
9700	36
9704	34
9710	3
9711	11
9714	8
9737	2
9747	153
9748	20
9753	4
9762	1
9769	67
9771	212
9772	9
9773	143
9780	1
9782	1
9787	43
9792	74
9794	1
9797	7
9805	14
9806	2
9807	8
9812	11
9813	2
9818	27
9819	883
9823	39
9824	42
9825	1
9828	175
9830	1
9833	1
9834	229
9835	5
9838	1
9839	1
9846	2
9857	60
9869	1
9870	552
9880	1
9885	10
9897	37
9898	12
9900	4
9902	28
9903	2
9908	9
9910	5
9913	218
9916	3
9918	222
